str_yes|Sim.
str_gondor_rumor_17|Aqueles que vivem no vale profundo do Morthond estão acostumados às sombras. Ouvi dizer que enxergam bem à noite.
str_gondor_rumor_18|Nós, gondorianos, somos pessoas que falam a verdade. Raramente nos gabamos, e nós agimos, ou morremos tentando.
str_dwarf_rumor_begin|Eles nos perguntam se os anões têm amigos. Claro que temos amigos. Mas não gostamos deles.
str_dwarf_rumor_2|Orcs? Pfft! São apenas lubrificantes de machado.
str_dwarf_rumor_3|O que é isso que você está vestindo? Não parece que te protegeria de uma picada de abelha. E é engraçado.
str_dwarf_rumor_4|Claro que podemos andar a cavalo. Só não queremos!
str_dwarf_rumor_5|Cai fora! Não precisamos de vocês por aqui, os orcs já são ruins o bastante\n.
str_dwarf_rumor_6|Quem você está chamando de baixinho?
str_dwarf_rumor_7|Você deveria ver as cavernas de Abismo de Helm. Se ao menos pudéssemos minerar todas as pedras preciosas de lá...
str_dwarf_rumor_8|Já faz um tempo que não temos notícias dos nossos irmãos em Moria. Aposto que eles só querem ficar com todas as riquezas para si!
str_dwarf_rumor_9|Elfos? O que os elfos já fizeram por nós? Certo, artes de cura, mas além disso? Certo, algumas técnicas de ferraria, mas algo mais? Certo, eles lutam contra a Sombra, mas além disso, o que eles realmente fizeram por nós, eu pergunto?
str_dwarf_rumor_10|Um cantil de cerveja, um porco assado, uma garota com uma barba grossa e eu estou feliz!
str_dwarf_rumor_11|Bom, Brian, vou abrir uma mina! O quê? Argh? Bom, Brian, vou abrir uma mina!
str_dwarf_rumor_12|Nós, anões, sempre construímos mais de uma entrada em nossas minas. E também há as secretas.
str_dwarf_rumor_13|Estranhos são os costumes dos homens.
str_dwarf_rumor_14|Então, o povo de Durin estava incansável sob a música das montanhas: os harpistas tocavam harpa, os menestréis cantavam e nos portões as trombetas soavam.
str_dwarf_rumor_15|*cantarola baixinho* Matem os Homens! Matem os Elfos! Guardem o ouro para nós!
str_mordor_rumor_begin|Lugbúrz comanda!
str_mordor_rumor_2|Nazgûl derrotará o mundo dos homens!
str_mordor_rumor_3|Por que você não está trabalhando, seu idiota! O Olho está nos observando!
str_mordor_rumor_4|Logo, a escuridão chegará! Que horror!
str_mordor_rumor_5|Fome! Cadê a comida?
str_mordor_rumor_6|Nós nos banquetearemos com os homens da Cidade Branca!
str_mordor_rumor_7|Mestre treina Olog-hai para a guerra!
str_mordor_rumor_8|Warg mordeu meu dedo. E dói muito! Warg sarnento!
str_mordor_rumor_9|Não confie no verme Saruman!
str_mordor_rumor_10|Orcs da montanha são fracos! Nós somos fortes! Comeremos snagas tribais!
str_mordor_rumor_11|Uruk glob ishi krimp shar-kûk.
str_mordor_rumor_12|Nazgûl ronk ishi gimb olog-hosh sha uruk-bag. Ha ha ha!
str_mordor_rumor_13|Snaga roubou minha carne, miserável!
str_mordor_rumor_14|Gu kibum kelkum-ishi, burzum-ishi. Akha-gum-ishi ashi gurum.
str_mordor_rumor_15|Isengard uruk-hai u bagronk sha pushdug Saruman-glob bubhosh skai!
str_mordor_rumor_16|Se te insulta - mate-o. Se te confronta - mate-o. Se te encara - mate-o. Se está morto - coma-o.
str_mordor_rumor_17|Os uruk-hai de Saruman dizem que não se importam com o sol. Bûbhosh skai!
str_mordor_rumor_18|Todos mortos, todos podres. Elfos, Homens e Orcs. No Pântano dos Mortos!
str_mordor_rumor_19|Não fique entre um Nazgûl e sua presa!
str_mordor_rumor_20|Isengardianos? Os catadores de esterco de um bruxinho imundo! Aposto que eles comem carne de orc.
str_mordor_rumor_21|A Floresta das Trevas já está em nossas mãos, mas os elfos ainda não sabem disso.
str_mordor_rumor_22|Aumente sua capacidade de observação se não quiser ser emboscado em Ithilien. Aqueles malditos capuzes verdes...
str_mordor_rumor_23|Onde há um chicote, há um caminho.
str_isengard_rumor_begin|Sharkû comanda!
str_isengard_rumor_2|Homens cavalo são camida! Bubhosh!
str_isengard_rumor_3|Homens cavalo terão uma surpresa com nossos piqueiros! Ha ha ha!
str_isengard_rumor_4|Saruman tem muitos truques! Aço forte e pedra de fogo!
str_isengard_rumor_5|Homens selvagens fedem! Mas Sharkû é sábio. Ele sabe como usá-los.
str_isengard_rumor_6|Escória de Moria procriam olog-hai! Grande! Skai!
str_isengard_rumor_7|Mestre sábio, faça uruk-hai forte!
str_isengard_rumor_8|Warg é mais rápido que cavalo! Warg come cavalo!
str_isengard_rumor_9|Uruk-hai irão esmagar homens cavalo!
str_isengard_rumor_10|Triturar! Triturar! Triturar!
str_isengard_rumor_11|Uruk glob ishi krimp shar-kûk.
str_isengard_rumor_12|Queimem a floresta! Façam armas! Matem homens cavalo!
str_isengard_rumor_13|Fique longe do berserker antes que ele comece a nos cortar em pedaços!
str_isengard_rumor_14|Eu vi um berserker ser atravessado pela lança de um homem cabalo. Ele arrancou o homem do cavalo com a lança, atravessando as entranhas.
str_isengard_rumor_15|Não confio nesses porquinhos orcs da montanha. Os isengardenses vencerão esta guerra, com ou sem eles.
str_isengard_rumor_16|Pela Mão Branca! De que adianta enviar vermes da montanha para lutar por nós, mal treinados? Goblins e orcs malditos do Norte!
str_isengard_rumor_17|Eu faria cócegas em alguns prisioneiros com a minha faca. Às vezes é preciso fazer aqueles ratos miseráveis chiarem!
str_isengard_rumor_18|Só há uma coisa que os vermes e ratos de Lugbúrz podem fazer: eles enxergam como vermes no escuro.
str_isengard_rumor_19|Estamos derrubando a floresta, mas muitos orcs que entram nunca saem.
str_isengard_rumor_20|Onde há um chicote, há um caminho.
str_rhun_rumor_begin|Cavalgue como o vento das estepes!
str_rhun_rumor_2|Os anões são gananciosos e vis. E os homens-Valle os ajudam a nos explorar e enganar.
str_rhun_rumor_3|Três magos chegaram às nossas terras há algum tempo. Imagino o que eles estão tramando.
str_rhun_rumor_4|Nossas terras são vastas e escassamente povoadas. Mas sabemos como sobreviver lá.
str_rhun_rumor_5|Costumávamos negociar com elfos e anões nosso vinho e erva de cachimbo das terras férteis. Mas eles trapaceiam e mentem!
str_rhun_rumor_6|Nossos primos de Khand preferem lutar a pé, mas sabemos que é melhor andar a cavalo.
str_rhun_rumor_7|Já derrotamos legiões de Gondor antes e faremos isso novamente!
str_rhun_rumor_8|Lutamos até a morte! Nunca recuamos, nunca nos viramos e fugimos! Nem um passo para trás!
str_rhun_rumor_9|Um amanhecer vermelho surgiu no leste. Um crepúsculo vermelho aguarda o oeste!
str_rhun_rumor_10|Mulheres élficas? Que nada. Muito frágeis!
str_rhun_rumor_11|Cada um dos meus filhos já me trouxe a cabeça de um inimigo. E minha filha, os testículos de um. Ha ha ha!
str_rhun_rumor_12|Orcs são feras imundas, sem habilidade nem coragem. Eles não têm lugar no campo de batalha.
str_rhun_rumor_13|O que há de melhor na vida? Esmagar seus inimigos, vê-los sendo levados à sua frente e ouvir o lamento de suas mulheres.
str_dunland_rumor_begin|Não descansaremos até sermos vingados e os cabeças de palha estarem de joelhos!
str_dunland_rumor_2|Os bastardos Rohirrim são "amigáveis" com seus cavalos à noite! Ha ha ha!
str_dunland_rumor_3|Lobos Noturnos enxergam na escuridão. Mesmo à noite, suas lanças de arremesso nunca erram o alvo.
str_dunland_rumor_4|Morte aos Forgoil! Morte aos Cabeças de Palha! Morte aos ladrões do Norte!
str_dunland_rumor_5|Agora chamam de Rohan, mas é a nossa terra ancestral! Vamos vingar nossos antepassados e expulsar os ladrões de terras corruptos.
str_dunland_rumor_6|Não deixe os Forgoil pegarem você, ou eles vão te torturar e te queimar vivo!
str_dunland_rumor_7|Nós somos a sede de sangue do lobo e a força do javali!
str_dunland_rumor_8|Forgoil acha que somos selvagens e estúpidos. Vamos ver o que eles vão pensar depois que seus cavaleiros enfrentarem nossos lanceiros.
str_dunland_rumor_9|Os corvos de Isengard bicarão os olhos dos Cabeças de Palha, os lobos da Terra Parda morderão suas gargantas.
str_dunland_rumor_10|Peguei e matei um lobo com minhas próprias mãos. Vou quebrar o pescoço de um homem cavalo como se fosse um graveto! Grrr!
str_dunland_rumor_11|Nosso chefe encontrou uma velha espada de bronze em um túmulo. Ele a dobrou e a jogou no pântano. Os espíritos das colinas certamente estarão do nosso lado. É o costume antigo.
str_dunland_rumor_12|Meus antepassados lutaram com Freca e, mais tarde, com Wulf contra os sangrentos Forgoil. Lembramos da coragem deles.
str_beorn_rumor_begin|A floresta é vasta e nela vivem todos os tipos de criaturas.
str_beorn_rumor_2|As abelhas selvagens produzem o melhor mel!
str_beorn_rumor_3|Elfos da floresta são ardilosos, mas gentis. Anões das montanhas são barulhentos e alegres. Homens de Valle são trabalhadores dedicados.
str_beorn_rumor_4|Vemos muitas feras estranhas passando por nossas terras.
str_beorn_rumor_5|Durmo a noite toda e trabalho o dia todo!
str_beorn_rumor_6|O mal se enconde entre as montanhas além.
str_beorn_rumor_7|A grande floresta não é mais como costumava ser!
str_beorn_rumor_8|A força do machado não está na lâmina, mas no cabo.
str_beorn_rumor_9|Dormimos o inverno passado. O quê? Sim, é preciso comer bastante no outono para aguentar o inverno assim.
str_beorn_rumor_10|Os homens de Rohan são nossos parentes, os ursos são nosso sangue, os goblins são nossas presas!
str_beorn_rumor_11|Virar ursos? Claro que não. Quem te disse isso? Ha ha ha!
str_beorn_rumor_12|Beorn foi um grande homem. Não, não um homem, um gigante!
str_beorn_rumor_13|Os melhores e mais ousados guerreiros da floresta não temem as sombras da floresta. Eles podem lutar na escuridão tão bem quanto orcs e outras criaturas imundas que espreitam as florestas.
str_beorn_rumor_14|Não ande sozinho pelas montanhas! Ursos e lobos ficam longe de grupos maiores de homens. Mas a fome, ou como alguns dizem, espíritos das sombras, podem aproximá-los o suficiente para atacá-lo.
str_lorien_rumor_begin|Ó Lórien! O inverno chega, o dia árido e sem folhas; As folhas caem no riacho, o rio corre para longe.
str_lorien_rumor_2|Não fale mal da Senhora Galadriel! Não há mal algum nela e nesta terra, a menos que um homem o traga para cá pessoalmente. Então, que ele se cuide!
str_lorien_rumor_3|O mundo está realmente cheio de perigos, e nele há muitos lugares escuros; mas ainda há muita coisa bela, e embora em todas as terras o amor esteja agora misturado à tristeza, ele talvez cresça ainda mais.
str_lorien_rumor_4|Bem e o mal não mudaram desde antigamente; nem são uma coisa entre Elfos e Anões e outra entre Homens. Cabe ao homem discerni-los, tanto na Floresta Dourada quanto em sua própria casa.
str_lorien_rumor_5|Muitas vezes o ódio machuca a si mesmo!
str_lorien_rumor_6|A magia antiga protege Lothlórien, tão poderosa que a Escuridão ainda não ousa desafiá-la.
str_lorien_rumor_7|Nathlo i nathal! Você está seguro dentro da floresta dourada. Posto vae - descanse agora, coma e beba. Se precisar partir então, leve consigo uma lembrança de como Lorien um dia foi.
str_lorien_rumor_8|Dizem que o mar chama a todos, mais cedo ou mais tarde. Eu também ouvirei as gaivotas um dia, deixarei Laurelindórenan para sempre. Eu, Harthon, posso emprestar e...
str_lorien_rumor_9|Av-'osto — não tenham medo! Mais do que nossos mantos cinzentos nos protegem do inimigo aqui.
str_imladris_rumor_begin|Que a bênção dos Elfos, Homens e de todo o Povo Livre esteja com você.
str_imladris_rumor_2|Que as estrelas brilhem em seus rostos!
str_imladris_rumor_3|Aquele que quebra algo para descobrir o que é abandonou o caminho da sabedoria.
str_imladris_rumor_4|Temos que trilhar um caminho árduo, um caminho imprevisto. É aí que reside a nossa esperança, se é que ela existe.
str_imladris_rumor_5|O desespero só existe para aqueles que enxergam o fim sem sombra de dúvidas. Nós não.
str_imladris_rumor_6|Mesmo depois do inverno mais frio, as flores brotam. E depois da noite mais longa, surge um novo amanhecer.
str_imladris_rumor_7|Tantos se reuniram quando cavalguei para a guerra pela última vez. A luz do desembainhar de nossas espadas era como uma fogueira num campo de juncos. Tão poucos deixaram Imladris agora.
str_imladris_rumor_8|Áva rucë! Os Eldar pegaram em armas para lutar contra o inimigo ao lado dos bravos Edain mais uma vez. Talvez pela última vez, quem sabe? Cantamos sobre a guerra, sobre o fogo e o fim da Noite.
str_imladris_rumor_9|Vejo os homens do Leste cavalgando sob a bandeira do Senhor do Escuro e é como se eu tivesse visto seus ancestrais novamente — ondas de cavaleiros se despedaçando contra a reluzente muralha de escudos da Última Aliança. Se ao menos a memória de Edain fosse tão longa quanto a nossa.
str_woodelf_rumor_begin|Havia uma donzela élfica antigamente, /Uma estrela brilhante durante o dia: /Seu manto branco tinha bainhas douradas, /Seus sapatos eram cinza-prateados.
str_woodelf_rumor_2|O tempo nunca passa, mas a mudança e o crescimento não ocorrem em todas as coisas e lugares da mesma forma. Para os Elfos, o mundo se move, e se move tanto muito rápido quanto muito devagar. Rápido, porque eles próprios mudam pouco, e todo o resto passa rapidamente: é uma tristeza para eles. Lento, porque não contam os anos que correm, não para si mesmos.
str_woodelf_rumor_3|A escuridão e o mal se alastram por estas florestas outrora belas. A menos que sejam detidos, sufocarão toda a esperança, toda a luz.
str_woodelf_rumor_4|Rápidos e ágeis, silenciosos e precisos, ainda podemos manter a Escuridão sob controle. Mas por quanto tempo mais?
str_woodelf_rumor_5|Shhh, no dhínen! Pode haver orcs espreitando por aí. Precisamos ficar atentos!
str_woodelf_rumor_6|*encara você, obviamente incomodado com sua presença*
str_woodelf_rumor_7|Oduleg, oi, sou o homem Theled? Precisamos saber o seu propósito aqui. Espiões de feiticeiros estão por toda parte.
str_woodelf_rumor_8|Os Edain do Vale fazem brinquedos intrincados hoje em dia! Eles aprenderam muito com os Naugrim.
str_woodelf_rumor_9|A sombra de Dol Guldur está se espalhando. Criaturas sombrias foram vistas na floresta, nossos postos avançados foram atacados, caçadores desaparecem e nunca mais são vistos. Nossas patrulhas agora somam pelo menos 35 soldados, e ficamos com tanto medo!
str_dale_rumor_begin|Primeiro foi o dragão, agora isso...
str_dale_rumor_2|Como se os orcs vindos do norte não fossem ruins o suficiente, agora as hordas do leste estão sobre nós!
str_dale_rumor_3|Desde a derrota do dragão, sabemos como procurar o ponto fraco do inimigo.
str_dale_rumor_4|Os Orientais nunca passarão por nós e nossos aliados anões.
str_dale_rumor_5|Você já viu o sol nascer sobre o Longo Lago? As cores costumavam fazer meu coração cantar. Mas agora tudo o que vejo é um amanhecer vermelho. Um mau presságio.
str_dale_rumor_6|Anões são apegados demais a tesouros. Ainda não sabemos o que pensar de Thorin Escudo de Carvalho.
str_dale_rumor_7|Os homens de Rohan são nossos primos e nossa língua é muito parecida com a deles.
str_dale_rumor_8|Esgaroth recebeu esse nome de uma palavra élfica para juncos, por causa dos seus bancos de juncos. Você sabia disso?
str_dale_rumor_9|O dragão era uma espécie de monstro que ninguém quer ver nunca mais.
str_dale_rumor_10|Nossa prosperidade vem do comércio com os anões e os elfos. Mas é difícil negociar com os anões. O lucro é muito baixo.
str_harad_rumor_begin|A Cobra Negra atacará rápida e mortalmente.
str_harad_rumor_2|Pela Serpente! Nossas feras vão pisotear os gondorianos até a lama.
str_harad_rumor_3|Odum vermajál otí verthaba av daranaja-e-jatánus!
str_harad_rumor_4|Há muito ouro e pedras preciosas em Gondor. E ainda mais nas terras além.
str_harad_rumor_5|Capturaremos muitos fracos ocidentais e os sacrificaremos ao Deus Serpente.
str_harad_rumor_6|Os corsários têm suas utilidades, eles navegam bem, mas são barulhentos e sujos na aparência e sorrateiros no comportamento.
str_harad_rumor_7|As Panteras de Far Harad caçam suas presas na calada da noite. Nossos inimigos não os verão chegando.
str_harad_rumor_8|Os guerreiros de Khand são ferozes e destemidos, mas sua estratégia é muito simples.
str_harad_rumor_9|Estou contando com bons saques no Oeste. Foi o que nos prometeram. Aí poderei voltar para casa e administrar minha loja de tapetes em paz.
str_harad_rumor_10|Fique longe dos Mumakil. Eles são animais mal-humorados e vão te esmagar num piscar de olhos.
str_harad_rumor_11|Em Harad, temos desertos e selvas, montanhas e mar. Nossos povos são tão diversos quanto nossas terras e tão numerosos quanto os grãos de areia.
str_harad_rumor_12|Muitos cavaleiros de Harondor preferem sabres a lâminas retas. Eles são muito bons para abater camponeses em fuga, mas é necessária uma lança ou uma boa espada para penetrar armaduras fortes.
str_harad_rumor_13|Meu irmão de sangue se alistou no Karka — agora ele é um batedor. Os cavaleiros da "Finga" levam uma vida perigosa, mas é uma boa experiência para jovens impetuosos.
str_harad_rumor_14|Nunca brigue com a Irmandade do Leão! A reputação deles é bem merecida.
str_harad_rumor_15|Gostaria que tivéssemos mais armas de ferro negro. Muitos ainda precisam se virar com bronze, alguns até com porretes de madeira e dardos de vidro negro, correndo nus para a batalha.
str_gunda_rumor_begin|Nós viemos, tomemos terras quentes dos homens!
str_gunda_rumor_2|Sharkû prometia cavernas quentes.
str_gunda_rumor_3|Chega de nos esconder nas montanhas frias! Agora marchamos para as terras quentes dos homens.
str_gunda_rumor_4|Vimos um esquilo viscoso em nossos túneis na montanha, mas nunca conseguimos pegá-lo. Ele simplesmente desapareceu quando nos aproximamos.
str_gunda_rumor_5|Os Isengardianos acham que são especiais porque o velho os está equipando.
str_gunda_rumor_6|Queimaremos as aldeias dos homens para nos mantermos aquecidos.
str_gunda_rumor_7|Os Manlings sentirão o frio que lhes causaremos. E depois o fogo. Ha ha ha!
str_gunda_rumor_8|Azog e Bolg quase derrotaram anões, elfos e homens da última vez. Mas monstros-pássaros e homens-ursos os salvaram. *cospe*
str_gunda_rumor_9|A carne do anão é dura e fibrosa. A carne do homem é melhor.
str_gunda_rumor_10|Homens-urso vieram da floresta e comeram Boldush. Azar do Boldush! Ha ha ha!
str_gunda_rumor_11|Alguns se mudaram para Moria, onde há muito espaço. Mas também Ghâsh nas profundezas. Melhor ficar longe!
str_moria_rumor_begin|Quando você ouvir tambores - corra e se esconda!
str_moria_rumor_2|Ghâsh está nas profundezas!
str_moria_rumor_3|Ruína! Ruína! Ruína! Tambores das profundezas.
str_moria_rumor_4|Moria é grande, mas não há mais anões se escondendo nela.
str_moria_rumor_5|Os anões cavaram fundo demais. Melhor para nós. Ha ha ha!
str_moria_rumor_6|Há muitos túneis em Moria. Não vamos a todos.
str_moria_rumor_7|Alguns humanos e anões passaram furtivamente pelas nossas sentinelas nas minas há algum tempo. Dobramos a vigília desde então.
str_moria_rumor_8|Anões nunca mais pisarão aqui! Nunca mais!
str_moria_rumor_9|Quando reunirmos tropas suficientes, iremos queimar as florestas dos elfos.
str_moria_rumor_10|Não tem muita comida em Moria. Estamos com fome. Precisamos capturar homens e elfos!
str_moria_rumor_11|Alguns vão para a floresta no sul. Ninguém sai.
str_umbar_rumor_begin|Todos os mares pertencerão às velas negras!
str_umbar_rumor_2|Não há mais navios de Gondor para afundar, agora vamos saquear o interior.
str_umbar_rumor_3|Nossos Saqueadores Noturnos podem lutar no escuro tão bem quanto em plena luz do dia. Eles lideram nossos grupos de reconhecimento para o interior.
str_umbar_rumor_4|Os gondorianos não sabem velejar! Eles têm pernas para terra firme.
str_umbar_rumor_5|Já matamos reis gondorianos no passado. Agora eles nem têm um rei para matarmos.
str_umbar_rumor_6|Os sorrateiros gondorianos queimaram nossa frota anos atrás. Agora é Gondor que vai queimar.
str_umbar_rumor_7|Nada que o mar possa nos lançar assusta um corsário. Mas ouvimos alguns rumores perturbadores sobre abominações em terra.
str_umbar_rumor_8|Nós invadiremos Gondor como uma onda gigante e recuperaremos nossas terras perdidas há muito tempo.
str_umbar_rumor_9|Haradrim não bebem rum. Você sabia? Nós gostamos de um pouco, para firmar a mão do arpão.
str_umbar_rumor_10|Vi alguns Variags de Khand lutando. Não gostaria de enfrentá-los em batalha. Ainda bem que estão do nosso lado.
str_khand_rumor_begin|Luta é luta, por mais sangrenta que seja. Mas recuar é a maior vergonha!
str_khand_rumor_2|Nossas espadas, uma vez desembainhadas, devem ter sangue!
str_khand_rumor_3|O chão treme sob nossos cavalaria pesada de catafractários, mas nossos inimigos tremem À mera menção de nós!
str_khand_rumor_4|Desta vez deixamos os Carroceiros para trás, nosso ataque pegará os inimigos desprevenidos.
str_khand_rumor_5|Nós somos os Variags de Khand, os guerreiros mais ferozes de qualquer lugar!
str_khand_rumor_6|Os guerreiros Rhun também são ferozes, mas eles lutam a cavalo; nós preferimos atacar nossos inimigos a pé.
str_khand_rumor_7|Já lutamos contra gondorianos no passado, desta vez vamos acabar com eles de uma vez por todas!
str_khand_rumor_8|Ocidente é fraco e decadente. Eles não têm espírito guerreiro. Eles cairão sob nossas espadas e machados.
str_khand_rumor_9|Nós não lutamos por ouro ou escravos, nós lutamos por honra e glória!
str_khand_rumor_10|Os homens do Ocidente são arrogantes, eles não sabem o que podem enfrentar!
str_khand_rumor_11|Negociamos com Rhun, Mordor e Harad. E às vezes também lutamos contra eles. É o costume do nosso povo.
str_khand_rumor_12|Já fez sua máscara de guerreiro? Você vai precisar de uma em breve! Se o inimigo não conseguir ver seu rosto, o espírito dele não conseguirá te encontrar.
str_good_rumor_begin|Das cinzas um fogo deve ser acordado, A luz das sombras brotará; Renovada será a lâmina que estava quebrado, O sem coroa novamente será rei.
str_good_rumor_2|Orcs lutam melhor à noite, mas são mais fracos durante o dia.
str_good_rumor_3|Urukhai são uma raça diferente de orc que não tem medo da luz do sol!
str_good_rumor_4|Sempre após uma derrota e uma trégua, a Sombra toma outra forma e cresce novamente.
str_good_rumor_5|O Pântano dos Mortos... uma terra contaminada, doente e sem possibilidade de cura.
str_good_rumor_6|Sombra que gerou só pode zombar, não pode criar: não cria coisas novas e reais por si só. Não creio que tenha dado vida aos orcs, apenas os arruinou e os perverteu.
str_good_rumor_7|Antigamente se chamava Floresta Verde e era cheia de elfos. A maior das florestas do mundo nórdico. Mas agora é Floresta das Trevas. Repleta de todo tipo de criaturas malignas.
str_good_rumor_8|Os Argonath, os Pilares dos Reis, grandes guardiões da antiga fronteira norte de Gondor.
str_good_rumor_9|Amon Hen é o pico mais ocidental dos três no extremo sul de Nen Hithoel.
str_neutral_rumor_begin|Amanhã tudo pode mudar...
str_neutral_rumor_2|Pântano dos Mortos... um lugar contaminado e doente.
str_neutral_rumor_3|A terra costumava ser muito diferente antigamente.
str_neutral_rumor_4|Os homens lutam mais fracos à noite. Mas há alguns que estão acostumados a enxergar no escuro.
str_evil_rumor_begin|Orcs lutam melhor à noite, homens lutam melhor durante o dia.
str_evil_rumor_2|Lute contra um cavaleiro e uma lança, contra um soldado com uma flecha e contra um arqueiro use um escudo!
str_evil_rumor_3|Grandes estátuas de fracotes no grande rio não resistirão por muito mais tempo.
str_legendary_rumor_begin|Diz a lenda que as árvores se encontram para conversar em Fangorn.
str_legendary_rumor_amonhen|Dizem que há um lugar especial no Anduin, em algum lugar onde ficam as grandes estátuas.
str_legendary_rumor_deadmarshes|Há rumores de que todos os mortos parecem vivos no meio do Pântano dos Mortos.
str_legendary_rumor_mirkwood|Outras criaturas além de orcs rastejam pela Floresta das Trevas.
str_legendary_rumor_fangorn|Fangorn é uma floresta que é melhor evitar. Coisas incomuns acontecem lá.
str_last_rumor|Não ouvi nada de interessante ultimamente.
str_ent_rumor_begin|Não tenha pressa agora...
str_ent_rumor_2|Aprenda agora a sabedoria das Criaturas Vivas! Nomeie primeiro os quatro, os povos livres: O mais velho de todos, os filhos dos elfos; Anão, o explorador, escuras são suas casas; Ent, o nascido na terra, velho como montanhas; Homem, o mortal, mestre dos cavalos.
str_ent_rumor_3|O entês antigo é uma língua adorável, mas demora muito tempo para dizer qualquer coisa nela, porque não dizemos nada nela, a menos que valha a pena gastar muito tempo para dizer e ouvir.
str_gondor_rank_0|Plebeu de Gondor
str_gondor_rank_1|Soldado de Gondor
str_gondor_rank_2|Sargento de Gondor
str_gondor_rank_3|Cavaleiro de Gondor
str_gondor_rank_4|Guarda da Torre de Gondor
str_gondor_rank_5|Cavaleiro da Cidadela de Gondor
str_gondor_rank_6|Guarda do Regente de Gondor
str_gondor_rank_7|Capitão de Gondor
str_gondor_rank_8|Campeão de Gondor
str_gondor_rank_9|Herói de Gondor
str_dwarf_rank_0|Anão Barba Verde
str_dwarf_rank_1|Anão Mineiro
str_dwarf_rank_2|Anão Guerreiro
str_dwarf_rank_3|Anão Barba Longa
str_dwarf_rank_4|Anão com Machado
str_dwarf_rank_5|Anão Mestre do Machado
str_dwarf_rank_6|Anão Barba Cinzenta
str_dwarf_rank_7|Anão Capitão
str_dwarf_rank_8|Anão Chefe
str_dwarf_rank_9|Herói dos Salões
str_rohan_rank_0|Ceorl, Plebeu de Rohan
str_rohan_rank_1|Thain, Servo de Rohan
str_rohan_rank_2|Léod, Homem Livre de Rohan
str_rohan_rank_3|Rohir, Cavaleiro de Rohan
str_rohan_rank_4|Scyldbora, Portador do Escudo de Rohan
str_rohan_rank_5|Swéordbora, Portador da Espada de Rohan
str_rohan_rank_6|Frumgar, Primeira Lança de Rohan
str_rohan_rank_7|Bealdoraed, Mestre Conselheiro de Rohan
str_rohan_rank_8|Eorl, Nobre de Rohan
str_rohan_rank_9|Haleth, Herói de Rohan
str_mordor_rank_0|Minhoca
str_mordor_rank_1|Snaga
str_mordor_rank_2|Traidor de Gorgoroth
str_mordor_rank_3|Sentinela de Cirith Ungol
str_mordor_rank_4|Escravagista de Udûn
str_mordor_rank_5|Destruidor de Durthang
str_mordor_rank_6|Vigia de Morannon
str_mordor_rank_7|Capitão de Minas Morgul
str_mordor_rank_8|Comandante de Barad-dûr
str_mordor_rank_9|Flagelo da Humanidade
str_isengard_rank_0|Rato
str_isengard_rank_1|Snaga
str_isengard_rank_2|Virabrequim
str_isengard_rank_3|Queimador de Árvores
str_isengard_rank_4|Alimentador de Warg
str_isengard_rank_5|Derretedor de Ferro
str_isengard_rank_6|Mestre da Forja
str_isengard_rank_7|Capitão de Orthanc
str_isengard_rank_8|Comandante de Legiões
str_isengard_rank_9|Branca Mão Direita do Mago
str_lorien_rank_0|Sador, Fiel a Lorien
str_lorien_rank_1|Tauron, Silvicultor de Lorien
str_lorien_rank_2|Mifaron, Caçador Cinzento de Lorien
str_lorien_rank_3|Thindirith, Guarda Cinzento de Lorien
str_lorien_rank_4|Thangyl, Portador do Escudo de Lorien
str_lorien_rank_5|Maglagyl, Portador da Espada de Lorien
str_lorien_rank_6|Tiribrannon, Guardião de Lorien
str_lorien_rank_7|Glaurchir, Grão-Mestre de Lorien
str_lorien_rank_8|Galadhir, Senhor Radiante de Lórien
str_lorien_rank_9|Thalion, Herói de Lórien
str_imladris_rank_0|Háno, irmão de Imladris
str_imladris_rank_1|Macar, Guerreiro de Imladris
str_imladris_rank_2|Sindacollo, Manto Cinzento de Imladris
str_imladris_rank_3|Luinëcollo, Manto Azul de Imladris
str_imladris_rank_4|Turmacolindo, Portador do Escudo de Imladris
str_imladris_rank_5|Langocolindo, Portador da Espada de Imladris
str_imladris_rank_6|Aráto, Campeão de Imladris
str_imladris_rank_7|Hesto, Capitão de Imladris
str_imladris_rank_8|Runando, Redentor de Imladris
str_imladris_rank_9|Callo, Herói de Imladris
str_woodelf_rank_0|Sador, Fiel a Floresta Verde
str_woodelf_rank_1|Tauron, Silvicultor da Floresta Verde
str_woodelf_rank_2|Hirfaron, Mestre Caçador da Floresta Verde
str_woodelf_rank_3|Calendirith, Guarda Verde da Floresta Verde
str_woodelf_rank_4|Thangyl, Portador do Escudo da Floresta Verde
str_woodelf_rank_5|Maglagyl, Portador da Espada da Floresta Verde
str_woodelf_rank_6|Tiribrannon, Guardião da Floresta Verde
str_woodelf_rank_7|Pengherdir, Mestre do Arco da Floresta Verde
str_woodelf_rank_8|Armagor, Espada Real da Floresta Verde
str_woodelf_rank_9|Thalion, Herói da Floresta Verde
str_dale_rank_0|Plebeu de Valle
str_dale_rank_1|Homem Livre de Valle
str_dale_rank_2|Soldado de Valle
str_dale_rank_3|Barqueiro de Valle
str_dale_rank_4|Portador do Escudo de Valle
str_dale_rank_5|Portador da Espada de Valle
str_dale_rank_6|Barding, Arqueiro de Valle
str_dale_rank_7|Capitão de Valle
str_dale_rank_8|Mestre do Lago de Valle
str_dale_rank_9|Herói de Valle
