trp_unarmed_troop|Tropa desarmada
trp_knight_1_19|Gridash O Morde Árvores
trp_knight_1_20|Gronk O Comedor de Homens
trp_knight_2_1|Capitão Mortakh
trp_knight_2_2|Berúthiel
trp_knight_2_3|Skang
trp_knight_2_4|Pharakhâd O Batardo
trp_knight_2_5|Grishnakh
trp_knight_2_51|Gothmog
trp_knight_2_51_pl|Tenente
trp_knight_2_6|Chefe Karna O Leão
trp_knight_2_7|Chefe Na’man
trp_knight_2_8|Chefe Haarith
trp_knight_2_11|Kusulak
trp_knight_2_12|Ulwarth O Balchoth
trp_knight_2_13|Brodda
trp_knight_2_16|Torask
trp_knight_2_17|Lurmsakun
trp_knight_3_1|Capitão Morbir
trp_knight_3_2|Capitão Angamaitë
trp_knight_3_3|Capitão Sangahyando
trp_knight_3_6|Haldir
trp_knight_3_7|Orophin
trp_knight_3_11|Elladan
trp_knight_3_12|Elrohir
trp_knight_3_13|Halbarad
trp_knight_3_16|Miriel
trp_knight_3_17|Gladvaethor
trp_knight_4_1|Chicote Snog
trp_knight_4_2|Chicote Snotgor
trp_knight_4_6|General Tuskim
trp_knight_4_7|General Mugslag
trp_knight_4_11|Beranhelm
trp_knight_4_12|Beranor Couronegro
trp_knight_4_16|Chicote Brolgukhsh
trp_knight_4_17|Chicote Grumrunt
trp_knight_4_18|Chicote Grimsob
trp_knight_5_1|Senhor Halward
trp_knight_5_2|Senhor Bard
trp_knight_5_3|Senhor Esgarain
trp_knight_5_6|Fulgni Barbalonga
trp_knight_5_7|Thorin Elmopetreo
trp_knight_5_11|Chefe Fudreim
trp_knight_5_12|Chefe Wulf
trp_knight_6_1|Dervorin
trp_smith_mtirith|Berethor O Ferreiro
trp_smith_mtirith_pl|Ferreiros do Regente
trp_smith_pelargir|Hallatan Mestre do Metal
trp_smith_pelargir_pl|Ferreiro
trp_smith_linhir|Bor O Vendedor de Armaduras
trp_smith_linhir_pl|Ferreiro
trp_smith_dolamroth|Haldad O Ferreiro
trp_smith_dolamroth_pl|Ferreiros de Amroth
trp_smith_edhellond|Ryis Dobraferro
trp_smith_edhellond_pl|Ferreiro
trp_smith_lossarnach|Berin Fazedor de Machados
trp_smith_lossarnach_pl|Ferreiro
trp_smith_tarnost|Harandil Marteloaço
trp_smith_tarnost_pl|Ferreiro
trp_smith_erech|Lorne O Negro
trp_smith_erech_pl|Ferreiro
trp_smith_pinnath|Tarandil Fazedor de Espadas
trp_smith_pinnath_pl|Ferreiro
trp_smith_eosgiliath|Bzurg O Saqueador
trp_smith_eosgiliath_pl|Ferreiro
trp_smith_wosgiliath|Gardil
trp_smith_wosgiliath_pl|Ferreiro Improvisado
trp_smith_calembel|Agronom
trp_smith_calembel_pl|Ferreiro
trp_smith_hannun|Fal O Ranger Ferreiro
trp_smith_hannun_pl|Esconderijo de Equipamento Ranger
trp_smith_candros|Kalimdor
trp_smith_candros_pl|Ferreiro
trp_smith_edoras|Eaoden Mestre do Aço
trp_smith_edoras_pl|Ferreiro do Rei
trp_smith_aldburg|Fulm Cascometalico
trp_smith_aldburg_pl|Ferreiro
trp_smith_hornburg|Aldelmo
trp_smith_hornburg_pl|Ferreiro
trp_smith_eastemnet|Eadfrid
trp_smith_eastemnet_pl|Ferreiro
trp_smith_westfold|Deor Fazedor de Elmos
trp_smith_westfold_pl|Ferreiro
trp_smith_westemnet|Armourer
trp_smith_westemnet_pl|Ferreiro
trp_smith_eastfold|Eaderan Escultor de Ferro
trp_smith_eastfold_pl|Ferreiro
trp_smith_morannon|Hurbag Forjador de Portões
trp_smith_morannon_pl|Ferreiro
trp_smith_mmorgul|Orgurz Guardafogo
trp_smith_mmorgul_pl|Ferreiro
trp_town_24_smith|Boz Estragaferro
trp_town_24_smith_pl|Ferreiro
trp_smith_orc_patrol|Glugz Dedoferreo
trp_smith_orc_patrol_pl|Acampamento de Ferreiro
trp_smith_oscamp|Kugash Amaferro
trp_smith_oscamp_pl|Acampamento de Ferreiro
trp_smith_isengard|Burz Bateferro
trp_smith_isengard_pl|Ferreiro Subterrâneo
trp_smith_uoutpost|Gurzuk Denteferreo
trp_smith_uoutpost_pl|Ferreiro do Posto Avançado
trp_smith_uhcamp|Rabzug Comeferrugem
trp_smith_uhcamp_pl|Acampamento de Ferreiro
trp_smith_urcamp|Glurk
trp_smith_urcamp_pl|Acampamento de Ferreiro
trp_smith_cgaladhon|Dirufin O Fazedor de Arcos
trp_smith_cgaladhon_pl|Elfos Fazedores de Armas
trp_smith_cdolen|Dimirian O Fazedor de Flechas
trp_smith_cdolen_pl|Elfos Fazedores de Armas
trp_smith_camroth|Getasistan
trp_smith_camroth_pl|Elfos Fazedores de Armas
trp_smith_thranduils_halls|Thurinor
trp_smith_thranduils_halls_pl|Ferreiro
trp_smith_woodelf_camp|Calechir
trp_smith_woodelf_camp_pl|Ferreiro
trp_smith_beorn|Beornalaf Fazedor de Machados
trp_smith_beorn_pl|Ferreiro
trp_smith_moria|Burgak Forjador
trp_smith_moria_pl|Ferreiro
trp_smith_dale|Ardel Mãochama
trp_smith_dale_pl|Ferreiro
trp_smith_esgaroth|Kelegarn O Fazedor de Arcos
trp_smith_esgaroth_pl|Ferreiro
trp_smith_erebor|Thror O Martelador
trp_smith_erebor_pl|Anões Ferreiros Aclamados
trp_smith_dunland|Dorrowuld Piqueferreo
trp_smith_dunland_pl|Ferreiro
trp_smith_harad|Har Dobraço
trp_smith_harad_pl|Ferreiro
trp_smith_khand|Pushurt O Pechincheiro
trp_smith_khand_pl|Ferreiro
trp_smith_umbar|Fuinir O Forjador
trp_smith_umbar_pl|Ferreiro
trp_smith_imladris|Duifirian
trp_smith_imladris_pl|Elfos Fazedores de Armas
trp_smith_dolguldur|Shtazg Dulbash
trp_smith_dolguldur_pl|Ferreiro
trp_smith_north_rhun|Ognjemir Kladivo
trp_smith_north_rhun_pl|Ferreiro Improvisado
trp_smith_gundabad|Blurg Vendeneve
trp_smith_gundabad_pl|Ferreiro
trp_smith_ironhill|Ferreiro de Colinas de Ferro
trp_smith_ironhill_pl|Acampamento Anão de Ferreiros
trp_town_50_weaponsmith|Shruklug Amolador de Faca
trp_town_50_weaponsmith_pl|Ferreiro
trp_smith_gondor_ac|Bor Fazedor de Armaduras
trp_smith_gondor_ac_pl|Acampamento de Ferreiro
trp_smith_rohan_ac|Deor Fazedor de Elmos
trp_smith_rohan_ac_pl|Acampamento de Ferreiro
trp_smith_mordor_ac|Hurbag Forjador de Portões
trp_smith_mordor_ac_pl|Ferreiro
trp_smith_isengard_ac|Burz Bateferro
trp_smith_isengard_ac_pl|Ferreiro Subterrâneo
trp_smith_lorien_ac|Dimirian O Fazedor de Flechas
trp_smith_lorien_ac_pl|Elfos Fazedores de Armas
trp_smith_woodelf_ac|Dhoelath
trp_smith_woodelf_ac_pl|Ferreiro
trp_smith_dwarf_ac|Ferreiro de Colinas de Ferro
trp_smith_dwarf_ac_pl|Acampamento Anão de Ferreiros
trp_smith_gundabad_ac|Blurg Vendeneve
trp_smith_gundabad_ac_pl|Ferreiro
trp_smith_rhun_ac|Branimir Bronnik
trp_smith_rhun_ac_pl|Ferreiro Improvisado
trp_smith_guldur_ac|Shtazg Dulbash
trp_smith_guldur_ac_pl|Ferreiro
trp_smith_imladris_ac|Duifirian
trp_smith_imladris_ac_pl|Elfos Fazedores de Armas
trp_smith_dunland_ac|Dorrowuld Piqueferreo
trp_smith_dunland_ac_pl|Ferreiro
trp_smith_harad_ac|Har Dobraço
trp_smith_harad_ac_pl|Ferreiro
trp_smith_khand_ac|Pushurt O Pechincheiro
trp_smith_khand_ac_pl|Ferreiro
trp_smith_umbar_ac|Fuinir O Forjador
trp_smith_umbar_ac_pl|Ferreiro
trp_barman_mtirith|Gerente da Taverna
trp_barman_mtirith_pl|A Cidadela
trp_barman_pelargir|Gerente da Taverna
trp_barman_pelargir_pl|O Castelo
trp_barman_linhir|Gerente da Taverna
trp_barman_linhir_pl|O Castelo
trp_barman_dolamroth|Gerente da Taverna
trp_barman_dolamroth_pl|O Castelo
trp_barman_edhellond|Gerente da Taverna
trp_barman_edhellond_pl|O Castelo
trp_barman_lossarnach|Gerente da Taverna
trp_barman_lossarnach_pl|O Castelo
trp_barman_tarnost|Gerente da Taverna
trp_barman_tarnost_pl|O Castelo
trp_barman_erech|Gerente da Taverna
trp_barman_erech_pl|O Castelo
trp_barman_pinnath|Gerente da Taverna
trp_barman_pinnath_pl|O Castelo
trp_barman_hannun|Gerente da Taverna
trp_barman_hannun_pl|A Caverna Secreta
trp_barman_calembel|Gerente da Taverna
trp_barman_calembel_pl|O Castelo
trp_barman_edoras|Gerente da Taverna
trp_barman_edoras_pl|Meduseld, O Salão Dourado
trp_barman_aldburg|Gerente da Taverna
trp_barman_aldburg_pl|O Castelo
trp_barman_hornburg|Gerente da Taverna
trp_barman_hornburg_pl|Os Salões dos Senhores
trp_barman_eastemnet|Gerente da Taverna
trp_barman_eastemnet_pl|O Castelo
trp_barman_westfold|Gerente da Taverna
trp_barman_westfold_pl|O Castelo
trp_barman_westemnet|Gerente da Taverna
trp_barman_westemnet_pl|O Castelo
trp_barman_eastfold|Gerente da Taverna
trp_barman_eastfold_pl|O Castelo
trp_barman_baraddur|Gerente da Taverna
trp_barman_baraddur_pl|O Castelo
trp_barman_morannon|Gerente da Taverna
trp_barman_morannon_pl|O Líder Fez a Caverna
trp_barman_mmorgul|Gerente da Taverna
trp_barman_mmorgul_pl|A Torre
trp_barman_cungol|Gerente da Taverna
trp_barman_cungol_pl|O Castelo
trp_barman_isengard|Gerente da Taverna
trp_barman_isengard_pl|A Torre de Orthanc
trp_barman_cgaladhon|Gerente da Taverna
trp_barman_cgaladhon_pl|O Castelo Árvore
trp_barman_cdolen|Gerente da Taverna
trp_barman_cdolen_pl|O Castelo Árvore
trp_barman_camroth|Gerente da Taverna
trp_barman_camroth_pl|O Castelo Árvore
trp_barman_thalls|Gerente da Taverna
trp_barman_thalls_pl|A Sala do Trono
trp_barman_beorn|Gerente da Taverna
trp_barman_beorn_pl|Casa de Beorn
trp_barman_moria|Gerente da Taverna
trp_barman_moria_pl|O Chefe Fez a Câmara
trp_barman_dale|Gerente da Taverna
trp_barman_dale_pl|O Castelo
trp_barman_esgaroth|Gerente da Taverna
trp_barman_esgaroth_pl|O Corredor
trp_barman_erebor|Gerente da Taverna
trp_barman_erebor_pl|a Grande Câmara de Thrór
trp_barman_dolguldur|Gerente da Taverna
trp_barman_dolguldur_pl|O Castelo
trp_merchant_mtirith|Mestre dos Suprimentos
trp_merchant_mtirith_pl|Estábulo e Armazém
trp_merchant_pelargir|Mestre dos Suprimentos
trp_merchant_pelargir_pl|Estábulo e Armazém
trp_merchant_linhir|Mestre dos Suprimentos
trp_merchant_linhir_pl|Estábulo e Armazém
trp_merchant_dolamroth|Mestre dos Suprimentos
trp_merchant_dolamroth_pl|Estábulo e Armazém
trp_merchant_edhellond|Mestre dos Suprimentos
trp_merchant_edhellond_pl|Estábulo e Armazém
trp_merchant_lossarnach|Mestre dos Suprimentos
trp_merchant_lossarnach_pl|Estábulo e Armazém
trp_merchant_tarnost|Mestre dos Suprimentos
trp_merchant_tarnost_pl|Estábulo e Armazém
trp_merchant_erech|Mestre dos Suprimentos
trp_merchant_erech_pl|Estábulo e Armazém
trp_merchant_pinnath|Mestre dos Suprimentos
trp_merchant_pinnath_pl|Estábulo e Armazém
trp_merchant_eosgiliath|Mestre dos Suprimentos
trp_merchant_eosgiliath_pl|Estábulo e Armazém
trp_merchant_wosgiliath|Mestre dos Suprimentos
trp_merchant_wosgiliath_pl|Estábulo e Armazém
trp_town_12_horse_merchant|Mestre dos Suprimentos
trp_town_12_horse_merchant_pl|Estábulo e Armazém
trp_town_13_horse_merchant|Mestre dos Suprimentos
trp_town_13_horse_merchant_pl|Estábulo e Armazém
trp_merchant_edoras|Mestra dos Suprimentos
trp_merchant_edoras_pl|Estábulo e Armazém
trp_merchant_aldburg|Mestre dos Suprimentos
trp_merchant_aldburg_pl|Estábulo e Armazém do Rei
trp_merchant_hornburg|Mestre dos Suprimentos
trp_merchant_hornburg_pl|Estábulo e Armazém
trp_merchant_eastemnet|Mestre dos Suprimentos
trp_merchant_eastemnet_pl|Estábulo e Armazém
trp_merchant_westfold|Mestra dos Suprimentos
trp_merchant_westfold_pl|Estábulo e Armazém
trp_merchant_westemnet|Mestra dos Suprimentos
trp_merchant_westemnet_pl|Estábulo e Armazém
trp_merchant_eastfold|Mestra dos Suprimentos
trp_merchant_eastfold_pl|Estábulo e Armazém
trp_town_21_horse_merchant|Mestre dos Suprimentos
trp_town_21_horse_merchant_pl|Cova e Armazém
trp_merchant_morannon|Mestre dos Suprimentos
trp_merchant_morannon_pl|Cova e Armazém
trp_merchant_mmorgul|Mestre dos Suprimentos
trp_merchant_mmorgul_pl|Cova e Armazém
trp_town_24_horse_merchant|Mestre dos Suprimentos
trp_town_24_horse_merchant_pl|Cova e Armazém
trp_merchant_orc_patrol|Mestre dos Suprimentos
trp_merchant_orc_patrol_pl|Esconderijo de Acampamento
trp_merchant_isengard|Mestre dos Suprimentos
trp_merchant_isengard_pl|Acampamento de stash
trp_town_27_horse_merchant|Mestre dos Suprimentos
trp_town_27_horse_merchant_pl|Cova de Warg e Suprimentos
trp_merchant_uoutpost|Mestre dos Suprimentos
trp_merchant_uoutpost_pl|Cova de Warg e Suprimentos
trp_merchant_uhcamp|Mestre dos Suprimentos
trp_merchant_uhcamp_pl|Cova de Warg e Suprimentos
trp_merchant_urcamp|Mestre dos Suprimentos
trp_merchant_urcamp_pl|Cova de Warg e Suprimentos
trp_merchant_cgaladhon|Mestre dos Suprimentos
trp_merchant_cgaladhon_pl|Suprimentos Élficos
trp_merchant_cdolen|Mestre dos Suprimentos
trp_merchant_cdolen_pl|Suprimentos Élficos
trp_merchant_camroth|Mestre dos Suprimentos
trp_merchant_camroth_pl|Suprimentos Élficos
trp_merchant_thranduils_halls|Mestre dos Suprimentos
trp_merchant_thranduils_halls_pl|Suprimentos Élficos
trp_merchant_woodelf_camp|Mestre dos Suprimentos
trp_merchant_woodelf_camp_pl|Suprimentos Élficos
trp_merchant_woodmen|Mestre dos Suprimentos
trp_merchant_woodmen_pl|Estábulo e Armazém
trp_merchant_beorn|Mestre dos Suprimentos
trp_merchant_beorn_pl|Estábulo e Armazém
trp_merchant_moria|Mestre dos Suprimentos
trp_merchant_moria_pl|Cova de Warg e Suprimentos
trp_merchant_dale|Mestre dos Suprimentos
trp_merchant_dale_pl|Estábulo e Armazém
trp_merchant_esgaroth|Mestre dos Suprimentos
trp_merchant_esgaroth_pl|Estábulo e Armazém
trp_merchant_erebor|Mestre dos Suprimentos
trp_merchant_erebor_pl|Suprimentos Anões
trp_merchant_dunland|Mestre do Esconderijo Terrapardense
trp_merchant_dunland_pl|Esconderijo do Acampamento
trp_merchant_harad|Mestre do Esconderijo de Harad
trp_merchant_harad_pl|Esconderijo do Acampamento
trp_merchant_khand|Mestre do Esconderijo de Khand
trp_merchant_khand_pl|Esconderijo do Acampamento
trp_merchant_umbar|Mestre dos Suprimentos
trp_merchant_umbar_pl|Esconderijo do Acampamento
trp_merchant_imladris|Mestre dos Suprimentos
trp_merchant_imladris_pl|Acampamento de Suprimentos
trp_merchant_dolguldur|Mestre dos Suprimentos
trp_merchant_dolguldur_pl|Estábulo e Armazém
trp_merchant_north_rhun|Mestre dos Suprimentos
trp_merchant_north_rhun_pl|Esconderijo do Acampamento
trp_merchant_south_rhun|Mestre dos Suprimentos
trp_merchant_south_rhun_pl|Esconderijo do Acampamento
trp_merchant_gundabad|Mestre dos Suprimentos
trp_merchant_gundabad_pl|Esconderijo do Acampamento
trp_merchant_ironhill|Mestre dos Suprimentos
trp_merchant_ironhill_pl|Suprimentos Anões
trp_town_50_horse_merchant|Gobrip Dente-Amarelo
trp_town_50_horse_merchant_pl|Cova de Warg e Suprimentos
trp_merchant_calembel|Mestre dos Suprimentos
trp_merchant_calembel_pl|Estábulo e Armazém
trp_elder_mtirith|Mestre da Guilda de Minas Tirith
trp_elder_mtirith_pl|a cidade branca
trp_elder_pelargir|Mestre da Guilda dos Marinheiros
trp_elder_pelargir_pl|a cidade
trp_elder_linhir|Mestre da Guilda de Linhir
trp_elder_linhir_pl|a cidade
trp_elder_dolamroth|Mestre da Guilda de Dol Amroth
trp_elder_dolamroth_pl|a cidade
trp_elder_edhellond|Mestre da Guilda de Edhellond
trp_elder_edhellond_pl|a cidade
trp_elder_lossarnach|Mestre da Guilda de Lossarnach
trp_elder_lossarnach_pl|a cidade
trp_elder_tarnost|Mestre da Guilda de Tarnost
trp_elder_tarnost_pl|a cidade
trp_elder_erech|Mestre da Guilda de Erech
trp_elder_erech_pl|a cidade
trp_elder_pinnath|Ancião Tribal de Pinnath
trp_elder_pinnath_pl|a cidade
trp_elder_ethring|Mestre da Guilda de Calembel
trp_elder_ethring_pl|a cidade
trp_elder_henneth|estre da Guilda Ranger
trp_elder_henneth_pl|O Esconderijo
trp_elder_cairandros|Mestre da Guilda de Cair Andros
trp_elder_cairandros_pl|O Forte da Ilha
trp_elder_edoras|Governador de Edoras
trp_elder_edoras_pl|a cidade
trp_elder_aldburg|Governador de Aldburg
trp_elder_aldburg_pl|a cidade
trp_elder_hornburg|Governador de Hornburg
trp_elder_hornburg_pl|the fortress
trp_elder_eastemnet|Governador de Estemnete
trp_elder_eastemnet_pl|a cidade
trp_elder_westfold|Governador de Folde Ocidental
trp_elder_westfold_pl|a cidade
trp_elder_westemnet|Governador de Vestemnete
trp_elder_westemnet_pl|a cidade
trp_elder_eastfold|Governador de Folde Oriental
trp_elder_eastfold_pl|a cidade
trp_elder_morannon|Chefe de Morannon
trp_elder_morannon_pl|As Cavernas Sobre o Grande Portão
trp_elder_mmorgul|Chefe de Morgul
trp_elder_mmorgul_pl|A Cidade Sinistra
trp_elder_cungol|Acampamento do Chefe
trp_elder_cungol_pl|O Acampamento
trp_elder_isengard|Grima Língua de Cobra
trp_elder_isengard_pl|A Cidade
trp_elder_cgaladhon|Historiador de Lorien
trp_elder_cgaladhon_pl|the elven forest fortress
trp_elder_cdolen|Historiador de Lorien
trp_elder_cdolen_pl|Acampamento
trp_elder_camroth|Historiador de Lorien
trp_elder_camroth_pl|Acampamento
trp_elder_thalls|Ancião da Floresta das Trevas
trp_elder_thalls_pl|As Cavernas Élficas
trp_elder_imladris|Mestre do Acampamento de Valfenda
trp_elder_imladris_pl|O Acampamento
trp_elder_wvillage|Camponês Pierre
trp_elder_wvillage_pl|A Vila
trp_elder_beorn|Ancião Beorn
trp_elder_beorn_pl|A Aldeia
trp_elder_harad|Chefe do Acampamento de Harad
trp_elder_harad_pl|O Acampamento
trp_elder_rhun|Chefe do Acampamento de Rhun
trp_elder_rhun_pl|O Acampamento
trp_elder_khand|Chefe do Acampamento de Khand
trp_elder_khand_pl|O Acampamento
trp_elder_dunland|Chefe do Acampamento Terrapardense
trp_elder_dunland_pl|O Acampamento
trp_elder_umbar|Contramestre de Umbar
trp_elder_umbar_pl|O Acampamento Fortificado
trp_elder_moria|Chefe de Moria
trp_elder_moria_pl|As Minas
trp_elder_gunda|Mestre das Cavernas
trp_elder_gunda_pl|As Cavernas
trp_elder_dale|Contramestre de Valle
trp_elder_dale_pl|A Cidade
trp_elder_esgaroth|Contramestre de Esgaroth
trp_elder_esgaroth_pl|A Cidade do Lago
trp_elder_erebor|Mestre da Guilda de Erebor
trp_elder_erebor_pl|Os Salões
trp_elder_dolguldur|Chefe de Guldur
trp_elder_dolguldur_pl|O Castelo Negro
trp_elder_gondor_ac|Mestre do Acampamento
trp_elder_gondor_ac_pl|O Acampamento
trp_elder_rohan_ac|Mestre do Acampamento
trp_elder_rohan_ac_pl|O Acampamento
trp_elder_mordor_ac|Mestre do Acampamento
trp_elder_mordor_ac_pl|O Acampamento
trp_elder_isengard_ac|Mestre do Acampamento
trp_elder_isengard_ac_pl|O Acampamento
trp_elder_lorien_ac|Mestre do Acampamento
trp_elder_lorien_ac_pl|O Acampamento
trp_elder_woodelf_ac|Mestre do Acampamento
trp_elder_woodelf_ac_pl|O Acampamento
trp_elder_imladris_ac|Mestre do Acampamento
trp_elder_imladris_ac_pl|O Acampamento
trp_elder_beorn_ac|Mestre do Acampamento
trp_elder_beorn_ac_pl|O Acampamento
trp_elder_harad_ac|Chefe do Acampamento de Harad
trp_elder_harad_ac_pl|O Acampamento
trp_elder_rhun_ac|Chefe do Acampamento de Rhun
trp_elder_rhun_ac_pl|O Acampamento
trp_elder_khand_ac|Chefe do Acampamento de Khand
trp_elder_khand_ac_pl|O Acampamento
trp_elder_dunland_ac|Chefe do Acampamento Terrapardense
trp_elder_dunland_ac_pl|O Acampamento
trp_elder_umbar_ac|Contramestre de Umbar
trp_elder_umbar_ac_pl|O Acampamento
trp_elder_moria_ac|Chefe do Acampamento de Moria
trp_elder_moria_ac_pl|O Acampamento
trp_elder_gunda_ac|Chefe do Acampamentode Gundabad
trp_elder_gunda_ac_pl|O Acampamento
trp_elder_dale_ac|Contramestre de Valle
trp_elder_dale_ac_pl|O Acampamento
trp_elder_guldur_ac|Chefe do Acampamento de Guldur
trp_elder_guldur_ac_pl|O Acampamento
trp_elder_dwarf_ac|Anão Mestre do Acampamento
trp_elder_dwarf_ac_pl|O Acampamento
trp_village_1_elder|Lorde do Chicote
trp_village_1_elder_pl|As Cavernas
trp_tutorial_chest_1|Baú de Armas Brancas
trp_tutorial_chest_2|Baú de Armas a Distância
trp_bonus_chest_1|Baú Bônus
trp_bonus_chest_2|Baú Bônus
trp_bonus_chest_3|Baú Bônus
trp_camp_chest_faction|Baú de Facção
trp_camp_chest_none|Baú Para Ninguém
trp_player_chest|Seu Baú
trp_local_merchant|Mercador Local
trp_local_merchant_pl|Mercadores Locais
trp_tax_rebel|Cidadão rebelde
trp_tax_rebel_pl|Cidadãos Rebeldes
trp_trainee_peasant|Cidadão
trp_trainee_peasant_pl|Cidadãos
trp_fugitive_man|Homem Suspeito
trp_fugitive_man_pl|Homens Suspeitos
trp_fugitive_elf|Elfo Suspeito
trp_fugitive_elf_pl|Elfos Suspeitos
trp_fugitive_dwarf|Anão Suspeito
trp_fugitive_dwarf_pl|Anões Suspeitos
trp_fugitive_orc|Orc Suspeito
trp_fugitive_orc_pl|Orcs Suspeitos
trp_spy|Corsário de Olhos Furtivos
trp_spy_pl|Corsários de Olhos Furtivos
trp_spy_evil|Sulista de Olhos Furtivos
trp_spy_evil_pl|Sulistas de Olhos Furtivos
trp_spy_partner|Cuidador de Espiões
trp_spy_partner_pl|Cuidadores de Espiões
trp_spy_partner_evil|Cuidador de Espiões
trp_spy_partner_evil_pl|Cuidadores de Espiões
trp_easter_egg_troll|O Troll
trp_treebeard|Barbárvore
trp_ent_1|Bregalad
trp_ent_2|Finglas
trp_ent_3|Fladrif
trp_gandalf|Gandalf
trp_gandalf_pl|Gandalves Cultivados em casa
trp_nazgul|Nazgul
trp_nazgul_pl|Nazgul Domesticado
trp_barman|Barman
trp_elder|Ancião Central
trp_gear_merchant|Vendedor de Equipamento
trp_goods_merchant|Vendedor de Itens
trp_start_quest_caravaneer|Torbal O Comerciante
trp_dorwinion_bandit|Bandido de Dorwinion
trp_dorwinion_bandit_pl|Bandidos de Dorwinion
trp_dorwinion_raider|Saqueador de Dorwinion
trp_dorwinion_raider_pl|Saqueadores de Dorwinion
trp_city_guard|Guarda da Cidade
trp_city_guard_pl|Guardas da Cidade
trp_orc_sentry|Orc Sentinela
trp_orc_sentry_pl|Orcs Sentinelas
trp_uruk_hai_sentry|Uruk-hai Sentinela
trp_uruk_hai_sentry_pl|uruk hai Sentinelas
trp_black_numenorean_sorcerer|Numenoriano Negro Feiticeiro
trp_black_numenorean_sorcerer_pl|Numenorianos Negros Feiticeiros
trp_black_numenorean_acolyte|Numenoriano Negro Acolito
trp_black_numenorean_acolyte_pl|Numenorianos Negros Acolitos
trp_wolf_rider_of_mirkwood|Cavaleiro de Lobo da Floresta das Trevas
trp_wolf_rider_of_mirkwood_pl|Cavaleiros de Lobo da Floresta das Trevas
trp_warg_rider_of_mirkwood|Cavaleiro de Warg da Floresta das Trevas
trp_warg_rider_of_mirkwood_pl|Cavaleiros de Warg da Floresta das Trevas
trp_gate_aggravator|Defesa do Portão
trp_orc_pretender|Orc Fingidor
trp_human_prisoner|Prisioneiro Humano
trp_spider|Aranhas
trp_spider_pl|Aranhas
trp_bear|Urso
trp_bear_pl|Ursos
trp_wolf|Lobo
trp_wolf_pl|Lobos
trp_dorwinion_sack|Saco de Dorwinion
trp_ring_hunter_captain|Capitão de caçador de anel
trp_ring_hunter_lt|Capitão de caçador de anel
trp_ring_hunter_one|Caçador de anel
trp_ring_hunter_one_pl|Anéis dos caçadores
trp_ring_hunter_two|anel do caçador
trp_ring_hunter_two_pl|Anéis
trp_ring_hunter_three|Caçador de aneis
trp_ring_hunter_three_pl|Caçador de aneis
trp_ring_hunter_four|Caçador de aneis
trp_ring_hunter_four_pl|Caçador de aneis
trp_start_quest_uruk|Uruk Capitão de Mordor
trp_start_quest_orc|Orc Lieutenant de Mordor
trp_start_quest_orc_pl|Orcs Grandes de Mordor
trp_start_quest_woodelf|Atirador Real de Galadhrim
trp_start_quest_woodelf_pl|Atiradores Reais de Galadhrim
trp_start_quest_mordor_scout|O que fazer em Mordor
trp_start_quest_mordor_scout_pl|O que fazer em Mordor
trp_start_quest_beorning|Beorning Berserker de Carrock
trp_start_quest_beorning_pl|Beornings Berserkers de Carrock
trp_i6_beorning_bear_warrior|Guerreiro Urso
trp_i6_beorning_bear_warrior_pl|Guerreiros Ursos
trp_morannon_healer|Okstuk, o Curandeiro
trp_minas_tirith_healer|Ioreth
trp_edoras_healer|Freya, a Curandeira
trp_isengard_healer|Nurgal, o Remendador
trp_guldur_healer|Mornagar, o Gramariano
trp_gundabad_healer|Lurgakh Terceiro-Olho
trp_mirkwood_healer|Corwiel, o Mão-Suave
trp_hungry_uruk|Uruk Faminto
trp_hungry_orc|Orc Faminto
trp_longing_lorien|Elfo Ansioso
trp_longing_woodelf|Elfo Ansioso
trp_longing_imladris|Elfo Ansioso
trp_i5_deep_dweller_of_moria|Escavador Profundo de Moria
trp_i5_deep_dweller_of_moria_pl|Escavadores Profundos de Moria
trp_i5_orc_chieftain_of_moria|Chefe Orc de Moria
trp_i5_orc_chieftain_of_moria_pl|Chefes Orc de Moria
trp_c5_rhovanion_noble|Nobre Rhovanion
trp_c5_rhovanion_noble_pl|Nobres Rhovanion
trp_npc18|Turmbathu
trp_npc19|Heidrek
trp_npc20|Zigûrphel
trp_werewolf|Lobisomem
trp_werewolf_pl|Licantropos
trp_mountain_goblin2|Goblin das Montanhas
trp_mountain_goblin2_pl|Goblins das Montanhas
trp_tribal_orc2|Orc Tribal
trp_tribal_orc2_pl|Orcs tribais
trp_tribal_orc_warrior2|Orc Tribal Guerreiro
trp_tribal_orc_warrior2_pl|Orcs Tribais Guerreiros
trp_tribal_orc_chief2|Orc Tribal Chefe
trp_tribal_orc_chief2_pl|Orcs Tribais Chefes
