qstr_Received_{reg0}_dama|Otrzymano {reg0} obrażeń.
qstr_{reg1}_kills_of_{s1}|{reg1} zabójstwa oddziałów frakcji {s1} wliczają się do Przysięgi. TOTAL Kills: {reg0}
qstr_Perhaps_I_m_getting_|Chyba zaczynam mieć pecha...
qstr_Retirement_is_starti|Przejście w stan spoczynku zaczyna brzmieć coraz przyjemniej.
qstr_No_matter!_I_will_pe|Nieważne! Wytrwam!
qstr_What_did_I_do_to_des|Czym sobie na to zasłużył{e/a}m?
qstr_I_suppose_it_ll_make|Przynajmniej będzie o czym opowiadać przy piwie...
qstr__{s17}|, {s17}
qstr_You_retreated_from_b|Uciekasz z pola bitwy
qstr_{s9}_wants_you_to_fo|{s9} chce, byś podążał{/a} za jego armią aż do otrzymania dalszych rozkazów.
qstr_{s8}_of_{s9}|{s8} ({s9})
qstr__Your_own_banner_fli| Twój własny sztandar powiewa nad bramą zamku.
qstr__You_see_the_banner_| Widząc powiewający nad bramą sztandar wnioskujesz, że zamkiem tym włada {s7}.
qstr__This_castle_seems_t| Ten zamek najwyraźniej nie należy do nikogo.
qstr__Your_own_banner_flie| Twój własny sztandar powiewa nad bramami miasta.
qstr__You_see_the_banner_o| Widząc powiewający nad bramami sztandar wnioskujesz, że miastem tym włada {s7}.
qstr__The_townsfolk_here_| Miejscowi uważają się za niepodległych.
qstr_Go_to_the_secret_ent|Idź do sekretnego wejścia do Morii
qstr_Search_for_a_secret_|Szukaj sekretnego wejścia do Morii
qstr_Get_book.|Zdobądź książkę.
qstr_The_{reg6?town_s:cas|Zapas żywności {reg6?miasta:zamku} wystarczy na {reg3} dni.
qstr_The_{reg6?town_s:cast|Zapasy żywności {reg6?miasta:zamku} skończyły się i obrońcy głodują.
qstr_You_re_preparing_to_|Przygotowujesz się do ataku na mury ({reg9} godzin by zakończyć przygotowania).
qstr_Your_forces_are_buil|Twoje oddziały budują wieżę oblężniczą ({reg9} do końca).
qstr_You_are_ready_to_att|Jesteś got{ów/owa} do ataku na mury w każdej chwili.
qstr_The_siege_tower_is_b|Wieża oblężnicza została ukończona i jest gotowa do ataku.
qstr_As_a_last_defensive_|W ramach ostatniej próby obrony barykadujesz się w głównej sali zamku. Ty i resztka twoich żołnierzy podejmiecie tu desperacką walkę. Jeśli zostaniecie pokonani, nie będzie się już dokąd wycofać.
qstr_You_ve_been_driven_a|Odparto cię z murów. Najeźdźcy wlewają się na ulice. JEŚLI uda ci się ich pokonać, możesz przechylić szalę zwycięstwa na swoją korzyść.
qstr_You_ve_breached_the_|Przebił{e/a}ś się przez mury otaczające miasto, ale uparci obrońcy dalej stawiają opór na ulicach! Będziesz najpierw musiał{/a} rozprawić się z nimi, nim zaatakujesz twierdzę w samym sercu miasta.
qstr_The_town_centre_is_y|Centrum miasta jest twoje, ale pozostali obrońcy schronili się w zamku. Musi go zdobyć, by zwycięstwo było pełne.
qstr_The_remaining_defende|Pozostali obrońcy wycofali się do zamku, swej ostatniej linii obrony. Musisz ruszyć za nimi i złamać ostatnie przejawy oporu.
qstr_However_since_you_ar|Jako że nie składał{e/a}ś przysięgi lojalności, nie ma szans, by {s9} uznał cię jako {pana/panią} tego {reg8?zamku:miasta}.
qstr_The_enemy_has_been_f|Wróg został zmuszony do odwrotu. Szturm się skończył, ale oblężenie nadal trwa.
qstr_The_assasins_beat_yo|Skrytobójcy skatowali cię i zostawili, byś się wykrwawił{/a}...
qstr_You_have_fallen._The|Pokonano cię. Bandyci szybko przeszukują twe ciało z nadzieją, że znajdą trochę złota, po czym rozpływają się w mroku. Zostawili cię żyw{ego/ą}, nawet jeśli ledwie.
qstr_Luckily_some_of_your|Na szczęście niektórzy z twoich towarzyszy się zaniepokoili i poszli cię szukać, gdy przez pewien czas nie wracał{e/a}ś, by znaleźć cię leżąc{ego/ą} bezwładnie przy drodze. Szybko zanoszą cię w bezpieczne miejsce i opatrują twe rany.
qstr_Luckily_some_passing|Na szczęście jacyś miejscowi znajdują cię leżąc{ego/ą} bezwładnie przy drodze i poznają, że jesteś kimś więcej, niźli tylko zwykłym żebrakiem. Zanoszą cię do pobliskiej gospody i opatrują twe rany.
qstr_{s13}^^You_have_succ|{s13}^^Udało ci się przekraść niepostrzeżenie.
; qstr_The_tomb_is_destroye|The tomb is destroyed. A fierce fight took place here.
; qstr_Nothing_of_interest|Nothing of interest
qstr_the_place|miejsce
qstr_the_castle|zamek
qstr_the_Throne_Room|Sala Tronowa 
qstr_the_Secret_Cave|Ukryta Jaskinia
qstr_Meduseld_the_Golden_|Meduseld, Złoty Dwór
qstr_the_Lord_Halls|Sala Władców
qstr_the_Leader_s_Cave|Jaskinia Lidera
qstr_the_Tower|Wieża
qstr_the_tower_of_Orthanc|Wieża Orthancu
qstr_Beorn_s_Hall|Sale Beorna
qstr_the_Hall|Hala
qstr_the_Great_Chamber_of|Wielka Hala Thróra
qstr_Stay_indoors_for_som|Odpocznij tu przez jakiś czas ({reg1} Pkt Prestiżu za noc)
qstr_Camp_outside_for_som|Rozbij obóz na zewnątrz (za darmo)
; qstr_As_you_enter_the_vas|As you enter the vast caverns underneath the Ring of Isengard, where thousands of orcs work to supply the growing armies of the White Hand, you gain confidence in the rise of a new power and the demise of the old world.
; qstr_You_have_found_the_G|You have found the Glittering Caves, one of the marvels of the Northern World.
; qstr_As_the_party_member_|As the party member with the highest Bargainer skill ({reg2}), {reg3?you estimate:{s3} estimates} that it will take {reg4} hours to find the most notable persons in town. [Costs {reg5}/{reg6} influence]
; qstr_You_have_already_fou|You have already found all persons of interest.
; qstr_the_captain_of_the_g|the captain of the garrison, and the civil authority.
; qstr_and_the_captain_of_t|and the captain of the garrison. As this place was recently captured, it has not civil authority.
; qstr_You_also_heard_of_a_|You also heard of a healer, but you will have to find them on your own.
qstr_{s4}_s_scouts_have_s|Zwiadowcy {s4} widzieli i zgłosili twoją porażkę. Przyniosłeś wstyd {s4}, a odpowiedzialność za tę porażkę spoczywa wyłącznie na Tobie.
qstr_{s1}_s_Ship|Statek
qstr_Time_passes...|Po pewnym czasie...
qstr_Forces_of_Good|Siły Dobra
qstr_Forces_of_Mordor|Siły Mordoru
qstr_Forces_of_Isengard|Siły Isengardu
qstr_their_enemies|ich wrogowie
qstr_{s11}_and_{s13}|{s11} i {s13}
qstr_{s11}_{s13}|{s11}, {s13}
qstr_a_scout_party_from_{|grupa zwiadowców z {s3}
qstr_two_scout_parties_an|dwie grupy zwiadowców i grupa wypadowa z {s3}
qstr_two_scout_parties_and|dwie grupy zwiadowców i grupa łupieżcza z {s3}
qstr_three_scouts_two_for|trzech zwiadowców, dwóch braci i patrol z {s3}
qstr_three_scouts_two_rai|trzech zwiadowców, dwóch raiderów i wojenne z {s3}
qstr_You_see_the_village_|Widzisz wioskę najeżdżaną przez bandytów. Prosisz większość swoich żołnierzy, aby uważali na innych najeźdźców, kiedy bierzesz małą grupę i przygotowujesz się do obrony mieszkańców.
qstr_You_see_the_village_y|Widzisz wioskę, na którą miałeś najechać. Wraz z niewielką grupą najeźdźców przygotowujesz się do ataku na wioskę, tak aby nie rzucać się w oczy.
qstr_The_raiders_are_defe|Udało ci się pokonać najeźdźców! Tych kilku którzy przeżyli, uciekają teraz skąd przybyli przerażeni wieśniakami i ich nowym bochaterem.
qstr_Try_as_you_might_you|Starałeś się jak mogłeś, ale nie powstrzymałeś najeźdźców. Spalili wioskę doszczętnie i wyrżnęli pozostałych wieśniaków.
qstr_The_village_has_been|Wioska została zniesiona z powierzchni ziemi, wieśniacy zabici lub pojmani jako niewolnicy. Mroczny Władca będzie zadowolony.
qstr_You_failed_to_raid_t|Nie udało Ci się splądrować wioski przez co zostałeś zmuszony do ucieczki. Uciekając wyczuwasz zawiedzione spojrzenie Oka.
qstr_The_Scout_Camp_has_b|Obóz Zwiadowców został zrównany z ziemią, to spowolni postęp wroga.
qstr_You_failed_to_destro|Nie udało ci się zniszczyć Obozu Zwiadowców. Wróg podjął miarę twojej frakcji i zdecydowanie utknął.
qstr_You_have_defeated_the|Pokonałeś flotę nalotową! To jest ciężki cios w plany wroga!
qstr_You_defeated_the_int|Pokonałeś przechwytującą flotę! Nawet jeśli nie masz dość siły, by napaść na miasto, jest to wielkie zwycięstwo!
qstr_You_drove_back_the_e|Odrzuciłeś wrogą flotę, ale straciłeś większość swoich statków!
qstr_You_were_defeated_by|Zostałeś pokonany przez przechwytującą flotę i nie udało ci się napaść na miasto!
qstr_^^^^^^^You_come_upon|^^^^^^^ Natrafiasz na uchodźców opuszczających {s2} i w drodze do {s3}. ^ ^ W większości są to ludzie starzy i zarażeni, w towarzystwie kobiet i dzieci. ^ ^ Są strażnicy, ale nie na tyle, aby ochronić wszystkich przed napadem.
qstr_^^^^^^^You_come_upon_|^^^^^^^ Natrafiasz na uchodźców, których śledziłeś od {s2}. Wygląda na to, że są w drodze do {s3} i są w większości starsi i zarażeni. ^ ^ Jest niewielu strażników, ale nie na tyle, aby powstrzymać ciebie i twoich ludzi przed zabiciem ich wszystkich.
qstr_^^At_last_the_Master|Wreszcie Mistrz wykonuje swój ruch! Pochodnie płoną jasno. Ostra broń błyszczy. Ty i twoi krzepcy chłopcy wkrótce otrzymacie rozkazy marszowe. Zapowiada się walka, dużo walki, a chwały wystarczy dla wszystkich! ^^ Masz zaszczyt zostać wezwany na audiencję do Mistrza w Jego wieży. Prawdopodobnie twoje pierwsze rozkazy będą polegały na pracy snaga - tu napad na wioskę, tam na karawanę. Ale wkrótce udowodnisz swoją wartość. Kto powie, że nie odegrasz tak wielkiej roli, jak każdy dowódca {s2} w {s3}? ^^ Wojna się rozpoczęła; zaczyna się upadek ludzi i ich sojuszników!
qstr_^^Your_head_suddenly|^^ Twoją głowę nagle wypełnia wizja - płonące Oko. Wokół ciebie twoi wojownicy zatrzymują się w miejscu. W jakiś sposób wiesz, że wszyscy słyszą to samo wezwanie i widzą tę samą wizję. Wielka jest sztuka Bezzamkniętego Oka - wielka jest potęga Barad-dûr! ^^ Niewypowiedziana wiedza przesiąka do twoich kości. Nadszedł czas. Mroczny Pan rozkazuje - wszyscy macie wyruszyć na swoich wrogów w otwartej wojnie. Rozkazy od {s2} w {s3} nadejdą. Wasza rola na początku nie będzie wielka, ale wkrótce się sprawdzicie ^^ Wojna się rozpoczęła, upadek Zachodu rozpoczęty!
qstr_{s13}_asked_you_to_j|{s13} poprosił cię o dołączenie do niego z co najmniej {reg13} żołnierzami i spotkanie z Ostatnim Standem Isengard.
qstr_You_defeated_{reg5}_|Pokonałeś {reg5} wrogów i zachwyciłeś swojego dowódcę.
qstr_You_defeated_{reg5}_e|Pokonałeś wrogów {reg5}.
qstr_You_failed_to_defeat|Nie udało Ci się pokonać żadnego wroga.
qstr_The_sorcerer_slain_y|Po zabiciu czarnoksiężnika, Ty i Twoi towarzysze pospiesznie opatrzyliście rany i wymknęliście się w noc. Zewsząd dobiegają Cię ochrypłe głosy i czujesz, że w cieniu szuka Cię wiele płonących oczu. Wkrótce gniew zamienia się w rozczarowanie, a odgłosy pościgu cichną, zastąpione przez zwyczajową, ciężką ciszę Mirkwood. Udało ci się uciec
qstr_The_sorcerer_slipped|Czarownik wymknął się z twojego uścisku i wślizgnął się w ciemność swojej domeny. Z sercami obciążonymi porażką, ty i twoi towarzysze pospiesznie zabandażowaliście rany i wycofaliście się w noc. Szydercze głosy wrzeszczą na wasze plecy i czujecie wiele płonących oczu, które próbują przebić się przez cień. Śmiechy i obelgi wkrótce zostają litościwie stłumione, a na ich miejsce pojawia się zwyczajowa, ciężka cisza Mrocznej Puszczy. Udało Ci się uciec.
qstr_You_approach_a_heavi|Zbliżasz się do silnie strzeżonego obszaru lasu... Musisz zdecydować, czy pójdziesz naprzód sam, czy zabierzesz ze sobą kilka oddziałów.
qstr_You_have_a_good_chan|Masz duże szanse na uniknięcie strażników i prześlizgnięcie się niezauważonym.
qstr_You_may_have_a_chanc|Możesz mieć szansę na uniknięcie strażników.
qstr_You_will_probably_ha|Prawdopodobnie będziesz musiał walczyć ze strażnikami.
qstr_You_wait_for_darknes|Czekasz do zmroku...
qstr_You_are_quickly_disc|Zostajesz szybko odkryt{y/a} przez wroga.
qstr_You_advance_stealthi|Ukrywasz się głęboko w lesie.
qstr_You_have_evaded_the_|Udaje ci się uniknąć patroli i zbliżyć nieodkryt{ym/ej} do ruin!
qstr_You_have_found_the_s|Odnajdujesz czarownika!
qstr_You_cannot_leave_unt|Nie możesz wyjść, dopóki nie zgubisz strażników!
qstr_Kill_him_quickly_bef|Zabij szybko nim ucieknie!
qstr_Enraged_by_the_death|Rozwścieczony śmiercią {s4}, poprzysiągłeś zemstę na siłach {s3}. W ciągu najbliższych dni musisz zniszczyć jak najwięcej oddziałów {s3}. Doskonale zdajesz sobie sprawę, że twoi zwolennicy byli świadkami tej przysięgi i nie chcesz, by znano cię jako ten który nie dotrzymuje obietnicy. Orgia upuszczania krwi musi się teraz rozpocząć!
qstr_flooded._Somebody_or|zalane. Ktoś albo coś musiało zniszczyć tamy na Isenie.
qstr_destroyed._Only_smol|zniszczone. Zostały tylko zgliszcza.
qstr_^^^You_lost_your_fig|^^^Poniosł{e/a}ś porażkę! ^Wygląda na to, że twoi orkowie mają nowego dowódcę.
qstr_^^^You_have_slain_th|^^^Zabijasz szczura, reszta wraca szybko do szeregu. ^ Przez jakiś czas będzie spokój.
qstr_You_cover_up_your_tr|Ukryłeś ślady i ruszyłeś do przodu.
qstr_Breaking_camp...|Zwijasz obóz...
qstr_Party_morale_is_low.|Morale oddziału są niskie. Jednostki opuszczają twój odział.
; qstr_Desertion|Desertion
qstr_{s1}_has_deserted_fr|{s1} opuścił twój oddział.
qstr_You_have_left_{s1}.|Opuściłeś {s1}.
qstr_You_are_entering_{s1|Wkraczasz {s1} ({s2}).
qstr_You_are_entering_{s1}|Wkraczasz {s1}.
qstr_The_war_expands_comm|Wojna się rozrasta, komendanci stają się odważniejsi! (wymagania szturmu zmniejszone)
qstr_Your_party_is_spotte|Twój oddział został zauważony przez: {s1}.
qstr_The_effects_of_the_O|Efekty działania Orkowego Naparu zniknęły.
qstr_The_effects_of_the_M|Efekty działania Miruvoru zniknęły.
qstr_Athelas_used_up.|Athelas wyczerpał się.
qstr_Party_has_nothing_to|Oddział nie ma nic do jedzenia!
qstr_You_pay_for_accommod|Płacisz za zakwaterowanie.
qstr_The_troll_outside_{s|Trol na zewnątrz {s2} został zabity. Zadanie anulowane.
qstr_{s1}_was_killed_on_t|{s1} został/a zabity/a podczas bitwy. Misja anulowana.
qstr_{s1}_has_been_defeat|{s1} został/a pokonany/a. Misja anulowana.
qstr_You_must_follow_{s1}|{s1} żąda, byś za nim podążał{/a}!
qstr_You_must_follow_{s1}!|{s1} żąda, byś za nim podążał{/a}! To twoje ostatnie ostrzeżenie!
qstr_{s1}_parties_defeate|{s1} oddziały pokonane: {reg1} z {reg2}
qstr_{reg65}_Moria_and/or|{reg65} Moria i / lub wojska Gundabadu zabite. (Licznik odświeża się co godzinę)
qstr_{reg65}_{s3}_troops_|{reg65} {s3} żołnierze zginęli. (Licznik odświeża się co godzinę)
qstr_{reg66}_{s5}_troops_|{reg66} {s5} żołnierze zginęli. (Licznik odświeża się co godzinę)
qstr_{reg67}_{s7}_{s8}_tr|{reg67} {s7} {s8} żołnierze zginęli. (Licznik odświeża się co godzinę)
qstr_{s8}_in_{s9}_asked_y|{s8} w {s9} poprosił cię o zabicie {reg67}. {s10}.^ {reg68} {s11} zabity/ch. (Licznik odświeża się co godzinę)
qstr_{s1}_is_scouted.|Spatrolowano {s1} i okolice.
qstr_{s2}_was_defeated!|{s2} poniósł porażkę!
qstr_The_Age_of_Men_has_f|Era Ludzi w końcu minęła. Teraz Dwie Wieże zbierają rozproszone zastępy i sojuszników by zadecydować kto będzie rządził Śródziemiem!
qstr_The_War_of_the_Two_T|Wojna Dwóch Wież się rozpoczęła!
qstr_The_forces_of_{s22}_|Siły {s22} wzrosła! {s22} jest teraz {s23}.
qstr_The_might_of_{s22}_h|Potęga {s22} została złamana! {s22} jest teraz {s23}.
qstr_In_a_desperate_attem|W desperackiej próbie obrony przed wrogami, Sauron wysyła swój legion z Mordoru!
qstr_Guardians_of_{s6}|Obrońcy {s6}
qstr_Guard_Legion_of_{s6}|Strzeż Legion {s6}
qstr_Scouts_report_that_{|Zwiadowcy meldują, że {s6} pozyskał wielką armię w pobliżu {s7}, w ostatniej próbie obrony swej stolicy.
qstr_The_forces_of_{s2}_e|Siły {s2} założyły obóz w {s15}!
qstr_The_hosts_of_{s2}_ma|Zastępy {s2} wracają by bronić własnych domów!
qstr_{playername}_s_Reser|Rezerwy {playername}
qstr_Gondor_has_called_fo|Gondor wezwał pomocnika!
qstr_Gondor_is_accompanyi|Gondor towarzyszy marszałkowi!
qstr_{s5}_has_stopped_fol|{s5} przestał Cię obserwować.
qstr_You_have_{reg69}_all|Masz {reg69} sojuszniczą imprezę za tobą
qstr_You_have_{reg69}_ally|Masz {reg69} sojusznicze strony za tobą
qstr_The_forces_of_{s2}_h|Siły {s2} przegrupowały się i maszerowały do ​​{s15}!
qstr_Your_scouts_report_s|Twoi zwiadowcy donoszą o oznakach obecności {s2} w pobliżu.
qstr_{s1}_from_{s2}|{s1} z {s2}
qstr_When_dealing_with_lo|Gdy prowadzisz handel z {s11}, pamiętaj, że cię nie znają i nie wiedzą o twych zasługach dla {s10}.^^(Pkt. Prestiżu zdobyte wśród ludzi z {s11} nie mają tej samej wartości u {s10} -- patrz ekran Raportów)
qstr_Info|Info
qstr_You_came_into_a_poss|{Wszedłeś/Weszłaś} w posiadanie dziwnego, trochę dużego naczynia z czystą wodą. Zalatuje odrobinę piżmem.
qstr_Obtained:_Ent_water.|Uzyskano: Woda Entów.
qstr_A_little_after_you_f|Nieco po wypiciu zatrutej wody zaczynasz odczuwać dziwne efekty uboczne. Robaki z twej grupy wydają się... cię szanować i jednocześnie bać, tak jakbyś był{/a}... większ{y/a}. I możesz przysiąc, rzeczywiście, jesteś nieco wyższ{y/a}. Czy to naprawdę możliwe?
qstr_Ent_water_effect.|Skutek wypicia wody Entów.
qstr_The_water_you_drank_|Woda entów, którą wypił{e/a}ś dziwnie wpłynęła na twe ciało. Początkowo nie wierzył{e/a}ś, że to możliwe, ale teraz,  musisz przyznać, urosł{e/a}ś! Jednakże trucizna omal cię zabiła. Niegdy więcej nie podejmiesz tego ryzyka.
qstr_Ent_water_effect:_in|Skutek wypicia wody Entów: zwiekszenie wzrostu!
qstr__+1_to_Strength__per| +1 do Siły (permanent)
qstr__+1_to_Charisma__per| +1 do Charyzmy (permanent)
qstr_The_dark_shadow_fina|Cień w końcu ruszył, hordy zła rozpaczeły swój marsz przeciw wolnym ludom Śródziemia. Mordor przeciw Gondorowi na Południu, Isengard przeciw Rohanowi na Zachodzie, Dol Guldur przeciw Elfom. Nawet na dalekiej Północy trwa wojna.
qstr_The_War_has_started!|Wojna się rozpoczęła!
qstr_The_forest_seems_pea|Las wydaje się spokojny.
qstr_There_is_a_sense_of_|W powietrzu czuć zagrożenie.
qstr_You_have_a_feeling_y|Przeczucie mówi ci, że niepokoisz las wystarczająco długo.
qstr_Get_out_now!|Wynoście się!
qstr_You_are_inside_Fango|Znajdujsz się w lesie Fangorn. {s11}
qstr_Your_party_witnessed|Twój oddział ogląda orków zjadających więźniów.
qstr_Your_party_s_morale_|Morale twojej drużyny zostały zwiększone z nienawiści. 
qstr_Your_party_s_morale_h|Morale twojej drużyny spadły ze strachu.
qstr_{s27}:_Influence_wit|{s27}: Wpływ z {s1} zwiększył się z {reg2} do {reg1}.
qstr_{s27}:_Influence_with|{s27}: Wpływ z {s1} zmniejszył się z {reg2} do {reg1}.
qstr_{s27}:_Party_morale_|{s27}: Morale oddziału wzrosło.
qstr_{s27}:_Party_morale_d|{s27}: Morale oddziału spadło.
qstr_You_have_failed_to_f|Nie udało Ci się spełnić twojej przysięgi pomścić Balina i jego firmę!
qstr_You_have_failed_to_fu|Nie udało ci się wypełnić obietnicy i pomścić heroicznej śmierci {s1}!
qstr_Your_troops_value_yo|Twoi żołnierze doceniają twoje starania, by wypełnić przysięgę, ale przyznają, że wydarzenia potoczyły się zbyt szybko. W związku z tym, 
qstr_{s22}You_have_fulfil|{s22} Spełniłeś swoją przysięgę pomścić Balina i jego firmę!
qstr_{s22}You_have_fulfill|{s22} Spełniłeś przysięgę zemsty za bohaterską śmierć {s1}!
qstr_Reinforcements|Wzmocnienia
qstr_Refugees_Escaped:_{r|Refugees Escaped: {reg10} --- Refugees Killed: {reg11}
qstr_Raider_Parties_Kille|Zabójstwa stron zabitych: {reg12}
qstr_One_of_the_target_ce|Jeden z ośrodków docelowych przez pociągi uchodźców został zniszczony. Uchodźcy rozproszyli się i nigdzie nie można ich znaleźć.
qstr_As_an_Orc_or_a_Dwarf|Jako Ork lub Krasnolud, możesz skorzystać z naszej Kamery która stworzyliśmy aby poprawić doznania z mniejszymi rasami w TLD. Zobacz Game Concepts aby dowiedzieć się więcej.
qstr_Custom_Camera|Kamera niestandardowa
qstr_{reg65?my_Lady:my_Lo|{reg65?moja Pani:mój Panie}
qstr_{reg65?My_Lady:My_Lo|{reg65?Moja Pani:Mój Panie}
qstr_{reg65?mistress:mast|{reg65?mistrzyni:mistrzu}
qstr_{reg65?Mistress:Mast|{reg65?Mistrzyni:Mistrzu}
qstr_{reg65?madame:sir}|{reg65?Pani:Panie}
qstr_{reg65?Madame:Sir}|{reg65?Pani:Panie}
qstr_How_do_magnets_work?|Jak działają magnesy?
qstr_Um..._by_enchanting_|Um ... poprzez zaklęcie żelaza?
qstr_Magnets_are_made_of_|Magnesy są wykonane z metalu, który wykopuje się ziemi.Mają właściwości magnetyczne gdyż metal wciąż zawiera cząsteczki grawitacji w sobie.
qstr_i_wont_a_bonerlrord_|Chcę NAO Boner portu panie !! 11!
qstr_Install_TLD_in_your_|Zainstaluj TLD w Twoim folderze Bannerlord Modules, dodaj linię 'compatible_with_wfas = 1' do pliku module.ini, aby grać zarówno w Warband-zie ORAZ Warrider-ze 0.202!
qstr_Bannerlord_runs_on_a|Bannerlord działa na innym silniku. Nie będziemy w stanie przenieść TLD do Bannerlorda tak jak zrobiliśmy to w przypadku Warbanda.
qstr_dis_mod_takes_2_long|Piehdole!!!21@ kiedy ten mod wyjdzie!!11!
qstr_Well_there_s_a_lot_o|Cóż, jest dużo nowych grafik i innych rzeczy, wydaje mi się, że to zajmuje czas.
qstr_It_has_been_recently|Został on niedawno wydany, jeśli przegapiłeś link, możesz go pobrać ze strony lemonparty.org.
qstr_i_wont_decapitated_e|Nie chcę zdekapitowanych słoni w multi, nao!!!11!
qstr_I_don_t_think_there_|Nie wydaje mi się, żeby w TLD był multiplayer, ale słonie byłyby miłe.
qstr_There_is_a_hidden_el|W TLD jest ukryty tryb słoniowego deathmatchu, ale musisz najpierw usunąć wszystkie swoje zapisy, grać przez 100 dni bez zapisywania, a następnie przejść do ekranu postaci i nacisnąć Alt+F4. Całkowicie warto!
qstr_Y_NO_ChINESE??|TAK NIE CHIŃSKI??
qstr_Just_to_troll_you_tr|Żeby cię strollować, Trollu!
qstr_Thanks_to_our_volunt|Przy pomocy naszych ochotniczych tłumaczy, tłumaczenia na tradycyjny oraz uproszczony Chiński są dostępne. Musisz jednak użyć naszego poradnika na warsztacie Steam, aby z nich skorzystać.
qstr_Wai_no_plate_armour_|Dlaczego w modzie nie ma pancerzy płytowych?
qstr_What_is_plate_armour|Co to jest zbroja płytowa? Nigdy o tym nie słyszałem.
qstr_Wai_no_female_trolls|Dlaczego nie ma kobiet-trolli? Eh? Eh? Ty będziesz babą!
qstr_WHEN_U_REALSE_MOD?!!|Kiedy wydacie moda?!!?
qstr_But_we_did_release._|Ale udało nam się wydać. Ty w tym jesteś. I dlaczego krzyczysz?
qstr_YES!_ALSO_SOMETIMES_|TAK! TEŻ CZASEM TAK JEST!
qstr_Wai_u_no_work_wiht_o|Czy nie współpracujesz z innymi modami, aby stworzyć super mod do LOTR?
qstr_Every_mod_team_works|Każdy zespół modów pracuje według własnych standardów, nie można zmusić modów do współpracy, jeśli ich wizja jest inna.
qstr_Because_we_don_t_hav|Ponieważ nie mamy poczucia humoru, a większość z nich jest dla nas po prostu zbyt zabawna.
qstr_In_movies_trolls_are|W filmach trolle są duże i grube, dlaczego ja mam być chudy?
qstr_We_interpreted_Tolki|Tolkiena interpretowaliśmy w ten sposób.
qstr_But_we_did_make_you_|Ale udało nam się zrobić z Ciebie takiego głupka, jak na filmach. To musi się liczyć.
qstr_What_is_news?_Got_an|Co to są wiadomości? Masz jakieś zrzuty ekranu?
qstr_Well_just_look_aroun|Rozejrzyj się wokół siebie, do czego potrzebne są zrzuty ekranu?
qstr_Say_cheese!|Powiedz ser!
qstr_Why_did_you_make_mod|Czemu instalacja modyfikacji jest taka skomplikowana?
qstr_Well_if_you_are_here|Dobrze... jeśli tutaj jesteś i rozmawiasz ze mną to musisz mieć skończone RTFM po wszystkim!
qstr_You_just_got_windyfl|Właśnie zdobyłeś windyflorated!
qstr_Merry|Merry
qstr_Pippin|Pippin
qstr_the_Citadel|the Citadel
qstr_Minas_Tirith|Minas Tirith
qstr_Steward_Denethor|Namiestnik Denethor
qstr_the_Golden_Hall|Złota Sala
qstr_Edoras|Edoras
qstr_King_Theoden|Król Theoden
qstr_Merry_asked_you_to_d|Merry poprosił cię o przesłanie wiadomości do swojego kuzyna Pippina w Minas Tirith.
qstr_Pippin_asked_you_to_|Pippin poprosił cię o dostarczenie wiadomości do swojej kuzynki, Merry, w Edoras.
qstr_Tell_him_I_ve_grown_|Powiedz mu, że dorastałem o cal!
qstr_Tell_Pip_he_smokes_t|Powiedz Pipowi, że za dużo pali!
qstr_Tell_him_I_can_ride_|Powiedz mu, że mogę teraz jeździć dorosłym koniem!
qstr_Ask_him_if_he_has_an|Zapytaj go, czy nie ma już chwastów!
qstr_Tell_him_I_ll_be_the|Powiedz mu, że będę wysoki, kiedy znów się zobaczymy!
qstr_Ask_if_he_s_seen_Gan|Zapytaj, czy widział Gandalfa!
qstr_You_gained_250_exper|Zdobyłeś 250 punktów doświadczenia.
; qstr_Hrooom..._Hmmm...Who|Hrooom... Hmmm...Who are you?
; qstr_Hrooom..._Hmmm...Oh_|Hrooom... Hmmm...Oh, it's you again, {playername}.
qstr_Treebeard_wants_you_|Drzewiec pragnie byś odnalazł{/a} i pokonała orków karczujących las Fangorn.
qstr_Something_wrong_not_e|Coś nie tak, dość żołnierzy na imprezę zwiadowczą
qstr_my_home_town|moje rodzinne miasto
qstr_I_am_in_perfect_heal|Jestem w pełni zdrów.
qstr_I_am_suffering_from_|Cierpi z powodu {s1}.
qstr_I_am_suffering_from_{|Cierpi z powodu {s1} i {s2}
qstr_I_am_suffering_from_{s|Cierpi z powodu {s1}, {s2}, i {s3}.
qstr_I_am_suffering_from_{s1|Cierpi z powodu {s1}, {s2}, {s3} i {s4}.
qstr_I_don_t_have_any_ser|Nie mam żadnych poważnych ran, dziękuję.
qstr_Good_day_to_you.|Dzień dobry.
qstr_Ah_it_s_you_again._G|Ach, to znowu ty. Do widzenia.
qstr_My_apologies_if_I_wa|Przepraszam, że był{e/a}m niegrzeczn{y/a}. Możesz powtórzyć swą opowieść?
qstr_I_was_reconsidering_|Rozważył{e/a}m ponownie ostatnią naszą rozmowę. Możesz powtórzyć swą opowieść?
qstr_Zigrphel_gained_{reg|Zigûrphel zdobył {reg78} doświadczenia.
qstr_Greetings_{s23}_{s24|Witaj, {s23}, {s24}.
qstr_Greetings_{s23}.|Witaj, {s23}
qstr_So_you_are_{s23}._I_|Więc jesteś {s23}. Słyszałem, że wspomagasz naszych przyjaciół, chyba powinienem zastanowić się i nad naszym przymierzem.
