trp_unarmed_troop|Ongewapende Troep
; trp_knight_5_11|Chief Fudreim
; trp_knight_5_12|Chief Wulf
; trp_knight_6_1|Dervorin
; trp_smith_mtirith|Berethor the Smith
; trp_smith_mtirith_pl|Steward's smiths
; trp_smith_pelargir|Hallatan Metalmaster
; trp_smith_pelargir_pl|smithy
; trp_smith_linhir|Bor the Armorer
; trp_smith_linhir_pl|smithy
; trp_smith_dolamroth|Haldad the Smith
; trp_smith_dolamroth_pl|Amroth smiths
; trp_smith_edhellond|Ryis Ironbender
; trp_smith_edhellond_pl|smithy
; trp_smith_lossarnach|Berin Axemaker
; trp_smith_lossarnach_pl|smithy
; trp_smith_tarnost|Harandil Steelhammer
; trp_smith_tarnost_pl|smithy
; trp_smith_erech|Lorne the Black
; trp_smith_erech_pl|smithy
; trp_smith_pinnath|Tarandil Swordmaker
; trp_smith_pinnath_pl|smithy
; trp_smith_eosgiliath|Bzurg the Looter
; trp_smith_eosgiliath_pl|smithy
; trp_smith_wosgiliath|Gardil
; trp_smith_wosgiliath_pl|makeshift smithy
; trp_smith_calembel|Agronom
; trp_smith_calembel_pl|smithy
; trp_smith_hannun|Fal the Ranger Smith
; trp_smith_hannun_pl|ranger gear stash
; trp_smith_candros|Kalimdor
; trp_smith_candros_pl|smithy
; trp_smith_edoras|Eaoden Steelmaster
; trp_smith_edoras_pl|King's smithy
; trp_smith_aldburg|Fulm Ironhoof
; trp_smith_aldburg_pl|smithy
; trp_smith_hornburg|Aldhelm
; trp_smith_hornburg_pl|smithy
; trp_smith_eastemnet|Eadfrid
; trp_smith_eastemnet_pl|smithy
; trp_smith_westfold|Deor Helmmaker
; trp_smith_westfold_pl|smithy
; trp_smith_westemnet|Armourer
; trp_smith_westemnet_pl|smithy
; trp_smith_eastfold|Eaderan Ironcarver
; trp_smith_eastfold_pl|smithy
; trp_smith_morannon|Hurbag Gateforger
; trp_smith_morannon_pl|smithy
; trp_smith_mmorgul|Orgurz Firebelcher
; trp_smith_mmorgul_pl|smithy
; trp_town_24_smith|Boz Ironspoiler
; trp_town_24_smith_pl|smithy
; trp_smith_orc_patrol|Glugz Ironfinger
; trp_smith_orc_patrol_pl|camp smithy
; trp_smith_oscamp|Kugash Ironlover
; trp_smith_oscamp_pl|camp smithy
; trp_smith_isengard|Burz Ironbasher
; trp_smith_isengard_pl|underground smithy
; trp_smith_uoutpost|Gurzuk Irontooth
; trp_smith_uoutpost_pl|outpost smithy
; trp_smith_uhcamp|Rabzug Rusteater
; trp_smith_uhcamp_pl|camp smithy
; trp_smith_urcamp|Glurk
; trp_smith_urcamp_pl|camp smithy
; trp_smith_cgaladhon|Dirufin the Bowyer
; trp_smith_cgaladhon_pl|elven weaponmakers
; trp_smith_cdolen|Dimirian the Fletcher
; trp_smith_cdolen_pl|elven weaponmakers
; trp_smith_camroth|Getasistan
; trp_smith_camroth_pl|elven weaponmakers
; trp_smith_thranduils_halls|Thurinor
; trp_smith_thranduils_halls_pl|smithy
; trp_smith_woodelf_camp|Calechir
; trp_smith_woodelf_camp_pl|smithy
; trp_smith_beorn|Beornalaf Axemaker
; trp_smith_beorn_pl|smithy
; trp_smith_moria|Burgak Forger
; trp_smith_moria_pl|smithy
; trp_smith_dale|Ardel Firehand
; trp_smith_dale_pl|smithy
; trp_smith_esgaroth|Kelegarn The Bowyer
; trp_smith_esgaroth_pl|smithy
; trp_smith_erebor|Thror the Hammerer
; trp_smith_erebor_pl|praised Dwarven smiths
; trp_smith_dunland|Dorrowuld Ironpike
; trp_smith_dunland_pl|smithy
; trp_smith_harad|Har Steelbender
; trp_smith_harad_pl|smithy
; trp_smith_khand|Pushurt The Haggler
; trp_smith_khand_pl|smithy
; trp_smith_umbar|Fuinir the Forger
; trp_smith_umbar_pl|smithy
; trp_smith_imladris|Duifirian
; trp_smith_imladris_pl|elven weaponmakers
; trp_smith_dolguldur|Shtazg Dulbash
; trp_smith_dolguldur_pl|smithy
; trp_smith_north_rhun|Ognjemir Kladivo
; trp_smith_north_rhun_pl|makeshift smithy
; trp_smith_gundabad|Blurg Snowseller
; trp_smith_gundabad_pl|smithy
; trp_smith_ironhill|Ironhill Smith
; trp_smith_ironhill_pl|Dwarven camp smiths
; trp_town_50_weaponsmith|Shruklug Knife Grinder
; trp_town_50_weaponsmith_pl|smithy
; trp_smith_gondor_ac|Bor the Armorer
; trp_smith_gondor_ac_pl|camp smithy
; trp_smith_rohan_ac|Deor Helmmaker
; trp_smith_rohan_ac_pl|camp smithy
; trp_smith_mordor_ac|Hurbag Gateforger
; trp_smith_mordor_ac_pl|smithy
; trp_smith_isengard_ac|Burz Ironbasher
; trp_smith_isengard_ac_pl|underground smithy
; trp_smith_lorien_ac|Dimirian the Fletcher
; trp_smith_lorien_ac_pl|elven weaponmakers
; trp_smith_woodelf_ac|Dhoelath
; trp_smith_woodelf_ac_pl|smithy
; trp_smith_dwarf_ac|Ironhill Smith
; trp_smith_dwarf_ac_pl|Dwarven camp smiths
; trp_smith_gundabad_ac|Blurg Snowseller
; trp_smith_gundabad_ac_pl|smithy
; trp_smith_rhun_ac|Branimir Bronnik
; trp_smith_rhun_ac_pl|makeshift smithy
; trp_smith_guldur_ac|Shtazg Dulbash
; trp_smith_guldur_ac_pl|smithy
; trp_smith_imladris_ac|Duifirian
; trp_smith_imladris_ac_pl|elven weaponmakers
; trp_smith_dunland_ac|Dorrowuld Ironpike
; trp_smith_dunland_ac_pl|smithy
; trp_smith_harad_ac|Har Steelbender
; trp_smith_harad_ac_pl|smithy
; trp_smith_khand_ac|Pushurt The Haggler
; trp_smith_khand_ac_pl|smithy
; trp_smith_umbar_ac|Fuinir the Forger
; trp_smith_umbar_ac_pl|smithy
; trp_barman_mtirith|Tavern Keeper
; trp_barman_mtirith_pl|the Citadel
; trp_barman_pelargir|Tavern Keeper
trp_barman_pelargir_pl|het Kasteel
; trp_barman_linhir|Tavern Keeper
trp_barman_linhir_pl|het Kasteel
; trp_barman_dolamroth|Tavern Keeper
trp_barman_dolamroth_pl|het Kasteel
; trp_barman_edhellond|Tavern Keeper
trp_barman_edhellond_pl|het Kasteel
; trp_barman_lossarnach|Tavern Keeper
trp_barman_lossarnach_pl|het Kasteel
; trp_barman_tarnost|Tavern Keeper
trp_barman_tarnost_pl|het Kasteel
; trp_barman_erech|Tavern Keeper
trp_barman_erech_pl|het Kasteel
; trp_barman_pinnath|Tavern Keeper
trp_barman_pinnath_pl|het Kasteel
; trp_barman_hannun|Tavern Keeper
trp_barman_hannun_pl|de Geheime Grot
; trp_barman_calembel|Tavern Keeper
trp_barman_calembel_pl|het Kasteel
; trp_barman_edoras|Tavern Keeper
; trp_barman_edoras_pl|Meduseld, the Golden Hall
; trp_barman_aldburg|Tavern Keeper
trp_barman_aldburg_pl|het Kasteel
; trp_barman_hornburg|Tavern Keeper
; trp_barman_hornburg_pl|the Lord Halls
; trp_barman_eastemnet|Tavern Keeper
trp_barman_eastemnet_pl|het Kasteel
; trp_barman_westfold|Tavern Keeper
trp_barman_westfold_pl|het Kasteel
; trp_barman_westemnet|Tavern Keeper
trp_barman_westemnet_pl|het Kasteel
; trp_barman_eastfold|Tavern Keeper
trp_barman_eastfold_pl|het Kasteel
; trp_barman_baraddur|Tavern Keeper
trp_barman_baraddur_pl|het Kasteel
; trp_barman_morannon|Tavern Keeper
; trp_barman_morannon_pl|the Leader's Cave
; trp_barman_mmorgul|Tavern Keeper
trp_barman_mmorgul_pl|de Toren
; trp_barman_cungol|Tavern Keeper
trp_barman_cungol_pl|het Kasteel
; trp_barman_isengard|Tavern Keeper
; trp_barman_isengard_pl|the tower of Orthanc
; trp_barman_cgaladhon|Tavern Keeper
; trp_barman_cgaladhon_pl|the Tree castle
; trp_barman_cdolen|Tavern Keeper
; trp_barman_cdolen_pl|the Tree castle
; trp_barman_camroth|Tavern Keeper
; trp_barman_camroth_pl|the Tree castle
; trp_barman_thalls|Tavern Keeper
; trp_barman_thalls_pl|the Throne Room
; trp_barman_beorn|Tavern Keeper
; trp_barman_beorn_pl|Beorn House
; trp_barman_moria|Tavern Keeper
; trp_barman_moria_pl|the Chief's Chamber
; trp_barman_dale|Tavern Keeper
trp_barman_dale_pl|het Kasteel
; trp_barman_esgaroth|Tavern Keeper
; trp_barman_esgaroth_pl|the Hall
; trp_barman_erebor|Tavern Keeper
; trp_barman_erebor_pl|the Great Chamber of Thrór
; trp_barman_dolguldur|Tavern Keeper
trp_barman_dolguldur_pl|het Kasteel
; trp_merchant_mtirith|Supply Master
trp_merchant_mtirith_pl|stal en warenhuis
; trp_merchant_pelargir|Supply Master
trp_merchant_pelargir_pl|stal en warenhuis
; trp_merchant_linhir|Supply Master
trp_merchant_linhir_pl|stal en warenhuis
; trp_merchant_dolamroth|Supply Master
trp_merchant_dolamroth_pl|stal en warenhuis
; trp_merchant_edhellond|Supply Master
trp_merchant_edhellond_pl|stal en warenhuis
; trp_merchant_lossarnach|Supply Master
trp_merchant_lossarnach_pl|stal en warenhuis
; trp_merchant_tarnost|Supply Master
trp_merchant_tarnost_pl|stal en warenhuis
; trp_merchant_erech|Supply Master
trp_merchant_erech_pl|stal en warenhuis
; trp_merchant_pinnath|Supply Master
trp_merchant_pinnath_pl|stal en warenhuis
; trp_merchant_eosgiliath|Supply Master
trp_merchant_eosgiliath_pl|stal en warenhuis
; trp_merchant_wosgiliath|Supply Master
trp_merchant_wosgiliath_pl|stal en warenhuis
; trp_town_12_horse_merchant|Supply Master
trp_town_12_horse_merchant_pl|stal en warenhuis
; trp_town_13_horse_merchant|Supply Master
trp_town_13_horse_merchant_pl|stal en warenhuis
; trp_merchant_edoras|Supply Maiden
trp_merchant_edoras_pl|stal en warenhuis
; trp_merchant_aldburg|Supply Master
; trp_merchant_aldburg_pl|King's stable and warehouse
; trp_merchant_hornburg|Supply Master
trp_merchant_hornburg_pl|stal en warenhuis
; trp_merchant_eastemnet|Supply Master
trp_merchant_eastemnet_pl|stal en warenhuis
; trp_merchant_westfold|Supply Maiden
trp_merchant_westfold_pl|stal en warenhuis
; trp_merchant_westemnet|Supply Maiden
trp_merchant_westemnet_pl|stal en warenhuis
; trp_merchant_eastfold|Supply Maiden
trp_merchant_eastfold_pl|stal en warenhuis
; trp_town_21_horse_merchant|Supply Master
; trp_town_21_horse_merchant_pl|pit and warehouse
; trp_merchant_morannon|Supply Master
; trp_merchant_morannon_pl|pit and warehouse
; trp_merchant_mmorgul|Supply Master
; trp_merchant_mmorgul_pl|pit and warehouse
; trp_town_24_horse_merchant|Supply Master
; trp_town_24_horse_merchant_pl|pit and warehouse
; trp_merchant_orc_patrol|Supply Master
; trp_merchant_orc_patrol_pl|camp stash
; trp_merchant_isengard|Supply Master
; trp_merchant_isengard_pl|camp stash
; trp_town_27_horse_merchant|Supply Master
; trp_town_27_horse_merchant_pl|warg pit and supplies
; trp_merchant_uoutpost|Supply Master
; trp_merchant_uoutpost_pl|warg pit and supplies
; trp_merchant_uhcamp|Supply Master
; trp_merchant_uhcamp_pl|warg pit and supplies
; trp_merchant_urcamp|Supply Master
; trp_merchant_urcamp_pl|warg pit and supplies
; trp_merchant_cgaladhon|Supply Master
; trp_merchant_cgaladhon_pl|elven supplies
; trp_merchant_cdolen|Supply Master
; trp_merchant_cdolen_pl|elven supplies
; trp_merchant_camroth|Supply Master
; trp_merchant_camroth_pl|elven supplies
; trp_merchant_thranduils_halls|Supply Master
; trp_merchant_thranduils_halls_pl|elven supplies
; trp_merchant_woodelf_camp|Supply Master
; trp_merchant_woodelf_camp_pl|elven supplies
; trp_merchant_woodmen|Supply Master
trp_merchant_woodmen_pl|stal en warenhuis
; trp_merchant_beorn|Supply Master
trp_merchant_beorn_pl|stal en warenhuis
; trp_merchant_moria|Supply Master
; trp_merchant_moria_pl|warg pit and supplies
; trp_merchant_dale|Supply Master
trp_merchant_dale_pl|stal en warenhuis
; trp_merchant_esgaroth|Supply Master
trp_merchant_esgaroth_pl|stal en warenhuis
; trp_merchant_erebor|Supply Master
; trp_merchant_erebor_pl|Dwarven supplies
; trp_merchant_dunland|Dun Stash Master
; trp_merchant_dunland_pl|camp stash
; trp_merchant_harad|Harad Stash Master
; trp_merchant_harad_pl|camp stash
; trp_merchant_khand|Khand Stash Master
; trp_merchant_khand_pl|camp stash
; trp_merchant_umbar|Supply Master
; trp_merchant_umbar_pl|camp stash
; trp_merchant_imladris|Supply Master
; trp_merchant_imladris_pl|camp supplies
; trp_merchant_dolguldur|Supply Master
trp_merchant_dolguldur_pl|stal en warenhuis
; trp_merchant_north_rhun|Supply Master
; trp_merchant_north_rhun_pl|camp stash
; trp_merchant_south_rhun|Supply Master
; trp_merchant_south_rhun_pl|camp stash
; trp_merchant_gundabad|Supply Master
; trp_merchant_gundabad_pl|camp stash
; trp_merchant_ironhill|Supply Master
; trp_merchant_ironhill_pl|Dwarven supplies
; trp_town_50_horse_merchant|Gobrip Yellowtooth
; trp_town_50_horse_merchant_pl|warg pit and supplies
; trp_merchant_calembel|Supply Master
trp_merchant_calembel_pl|stal en warenhuis
; trp_elder_mtirith|Tirith Guildmaster
; trp_elder_mtirith_pl|the White City
; trp_elder_pelargir|Sailor Guildmaster
trp_elder_pelargir_pl|de stad
; trp_elder_linhir|Linhir Guildmaster
trp_elder_linhir_pl|de stad
; trp_elder_dolamroth|Dol Amroth Guildmaster
trp_elder_dolamroth_pl|de stad
; trp_elder_edhellond|Edhellond Guildmaster
trp_elder_edhellond_pl|de stad
; trp_elder_lossarnach|Lossarnach Guildmaster
trp_elder_lossarnach_pl|het dorp
; trp_elder_tarnost|Tarnost Guildmaster
trp_elder_tarnost_pl|het dorp
; trp_elder_erech|Erech Guildmaster
trp_elder_erech_pl|het dorp
; trp_elder_pinnath|Pinnath Tribe Elder
trp_elder_pinnath_pl|het dorp
; trp_elder_ethring|Calembel Guildmaster
trp_elder_ethring_pl|de stad
; trp_elder_henneth|Ranger Guildmaster
; trp_elder_henneth_pl|the hideout
; trp_elder_cairandros|Cair Andros Guildmaster
; trp_elder_cairandros_pl|the island fortress
; trp_elder_edoras|Edoras Thain
trp_elder_edoras_pl|de stad
; trp_elder_aldburg|Aldburg Thain
trp_elder_aldburg_pl|het dorp
; trp_elder_hornburg|Hornburg Thain
; trp_elder_hornburg_pl|the fortress
; trp_elder_eastemnet|East Emnet Thain
trp_elder_eastemnet_pl|het dorp
; trp_elder_westfold|Westfold Thain
trp_elder_westfold_pl|het dorp
; trp_elder_westemnet|West Emnet Thain
trp_elder_westemnet_pl|het dorp
; trp_elder_eastfold|Eastfold Thain
trp_elder_eastfold_pl|het dorp
; trp_elder_morannon|Morannon Chief
; trp_elder_morannon_pl|the caves overlooking the Great Gate
; trp_elder_mmorgul|Morgul Chief
; trp_elder_mmorgul_pl|the sinister city
; trp_elder_cungol|Camp Chief
trp_elder_cungol_pl|het kamp
; trp_elder_isengard|Grima Wormtongue
trp_elder_isengard_pl|de stad
; trp_elder_cgaladhon|Lorien Loremaster
; trp_elder_cgaladhon_pl|the elven forest fortress
; trp_elder_cdolen|Lorien Loremaster
; trp_elder_cdolen_pl|the encampment
; trp_elder_camroth|Lorien Loremaster
; trp_elder_camroth_pl|the encampment
; trp_elder_thalls|Mirkwood Elder
; trp_elder_thalls_pl|the elven caves
; trp_elder_imladris|Rivendell Campmaster
trp_elder_imladris_pl|het kamp
; trp_elder_wvillage|Pierre Woodman
; trp_elder_wvillage_pl|the village
; trp_elder_beorn|Beorn Elder
; trp_elder_beorn_pl|the hamlet
; trp_elder_harad|Harad Camp chief
trp_elder_harad_pl|het kamp
; trp_elder_rhun|Rhun Camp Chief
trp_elder_rhun_pl|het kamp
; trp_elder_khand|Khand Camp Chief
trp_elder_khand_pl|het kamp
; trp_elder_dunland|Dun Camp Chief
trp_elder_dunland_pl|het kamp
; trp_elder_umbar|Umbar Quartermaster
; trp_elder_umbar_pl|the fortified camp
; trp_elder_moria|Moria Chief
; trp_elder_moria_pl|the Mines
; trp_elder_gunda|Master of the Caves
; trp_elder_gunda_pl|the caves
; trp_elder_dale|Dale Quartermaster
trp_elder_dale_pl|de Stad
; trp_elder_esgaroth|Esgaroth Quartermaster
; trp_elder_esgaroth_pl|the lake town
; trp_elder_erebor|Erebor Guildmaster
; trp_elder_erebor_pl|the Halls
; trp_elder_dolguldur|Guldur Chief
; trp_elder_dolguldur_pl|the black castle
; trp_elder_gondor_ac|Campmaster
trp_elder_gondor_ac_pl|het kamp
; trp_elder_rohan_ac|Campmaster
trp_elder_rohan_ac_pl|het kamp
; trp_elder_mordor_ac|Campmaster
trp_elder_mordor_ac_pl|het kamp
; trp_elder_isengard_ac|Campmaster
trp_elder_isengard_ac_pl|het kamp
; trp_elder_lorien_ac|Campmaster
trp_elder_lorien_ac_pl|het kamp
; trp_elder_woodelf_ac|Campmaster
trp_elder_woodelf_ac_pl|het kamp
; trp_elder_imladris_ac|Campmaster
trp_elder_imladris_ac_pl|het kamp
; trp_elder_beorn_ac|Campmaster
trp_elder_beorn_ac_pl|het kamp
; trp_elder_harad_ac|Harad Camp Chief
trp_elder_harad_ac_pl|het kamp
; trp_elder_rhun_ac|Rhun Camp Chief
trp_elder_rhun_ac_pl|het kamp
; trp_elder_khand_ac|Khand Camp Chief
trp_elder_khand_ac_pl|het kamp
; trp_elder_dunland_ac|Dun Camp Chief
trp_elder_dunland_ac_pl|het kamp
; trp_elder_umbar_ac|Umbar Quartermaster
trp_elder_umbar_ac_pl|het kamp
; trp_elder_moria_ac|Moria Camp Chief
trp_elder_moria_ac_pl|het kamp
; trp_elder_gunda_ac|Gundabad Camp Chief
trp_elder_gunda_ac_pl|het kamp
; trp_elder_dale_ac|Dale Quartermaster
trp_elder_dale_ac_pl|het kamp
; trp_elder_guldur_ac|Guldur Camp Chief
trp_elder_guldur_ac_pl|het kamp
; trp_elder_dwarf_ac|Dwarven Campmaster
trp_elder_dwarf_ac_pl|het kamp
; trp_village_1_elder|Lord of the Lash
; trp_village_1_elder_pl|the caves
; trp_tutorial_chest_1|Melee Weapons Chest
; trp_tutorial_chest_2|Ranged Weapons Chest
; trp_bonus_chest_1|Bonus Chest
; trp_bonus_chest_2|Bonus Chest
; trp_bonus_chest_3|Bonus Chest
; trp_camp_chest_faction|Faction Chest
; trp_camp_chest_none|Chest for nones
; trp_player_chest|Your Chest
; trp_local_merchant|Local Merchant
; trp_local_merchant_pl|Local Merchants
; trp_tax_rebel|Peasant Rebel
; trp_tax_rebel_pl|Peasant Rebels
; trp_trainee_peasant|Peasant
; trp_trainee_peasant_pl|Peasants
; trp_fugitive_man|Suspicious Man
; trp_fugitive_man_pl|Suspicious Men
; trp_fugitive_elf|Suspicious Elf
; trp_fugitive_elf_pl|Suspicious Elves
; trp_fugitive_dwarf|Suspicious Dwarf
; trp_fugitive_dwarf_pl|Suspicious Dwarves
; trp_fugitive_orc|Suspicious Orc
; trp_fugitive_orc_pl|Suspicious Orcs
; trp_spy|Shifty-eyed Corsair
; trp_spy_pl|Shifty-eyed Corsairs
; trp_spy_evil|Shifty-eyed Southerner
; trp_spy_evil_pl|Shifty-eyed Southerners
; trp_spy_partner|Spy Handler
; trp_spy_partner_pl|Spy Handlers
; trp_spy_partner_evil|Spy Handler
; trp_spy_partner_evil_pl|Spy Handlers
; trp_easter_egg_troll|The Troll
; trp_treebeard|Treebeard
; trp_ent_1|Bregalad
; trp_ent_2|Finglas
; trp_ent_3|Fladrif
; trp_gandalf|Gandalf
; trp_gandalf_pl|Home-grown Gandalves
; trp_nazgul|Nazgul
; trp_nazgul_pl|Domesticated Nazgul
; trp_barman|Barman
; trp_elder|Center Elder
; trp_gear_merchant|Gear Merchant
; trp_goods_merchant|Goods Merchant
; trp_start_quest_caravaneer|Torbal the Caravaneer
; trp_dorwinion_bandit|Dorwinion Bandit
; trp_dorwinion_bandit_pl|Dorwinion Bandits
; trp_dorwinion_raider|Dorwinion Raider
; trp_dorwinion_raider_pl|Dorwinion Raiders
; trp_city_guard|City Guard
; trp_city_guard_pl|city guard
; trp_orc_sentry|Orc Sentry
; trp_orc_sentry_pl|orc sentry
; trp_uruk_hai_sentry|Uruk-hai Sentry
; trp_uruk_hai_sentry_pl|uruk hai sentry
; trp_black_numenorean_sorcerer|Black Numenorean Sorcerer
; trp_black_numenorean_sorcerer_pl|Black numenorean sorcerer
; trp_black_numenorean_acolyte|Black Numenorean Acolyte
; trp_black_numenorean_acolyte_pl|Black Numenorean Acolytes
; trp_wolf_rider_of_mirkwood|Wolf Rider of Mirkwood
; trp_wolf_rider_of_mirkwood_pl|Wolf Riders of Mirkwood
; trp_warg_rider_of_mirkwood|Warg Rider of Mirkwood
; trp_warg_rider_of_mirkwood_pl|Warg Riders of Mirkwood
; trp_gate_aggravator|Gate Defence
; trp_orc_pretender|Orc Pretender
trp_human_prisoner|Menselijke Gevangene
; trp_spider|Mirkwood Spider
; trp_spider_pl|Mirkwood Spiders
trp_bear|Beer
trp_bear_pl|Beren
trp_wolf|Wolf
trp_wolf_pl|Wolven
; trp_dorwinion_sack|Dorwinion Sack
; trp_ring_hunter_captain|Ring Hunter Captain
; trp_ring_hunter_lt|Ring Hunter Captain
; trp_ring_hunter_one|Ring Hunter
; trp_ring_hunter_one_pl|Ring Hunters
; trp_ring_hunter_two|Ring Hunter
; trp_ring_hunter_two_pl|Ring Hunters
; trp_ring_hunter_three|Ring Hunter
; trp_ring_hunter_three_pl|Ring Hunters
; trp_ring_hunter_four|Ring Hunter
; trp_ring_hunter_four_pl|Ring Hunters
; trp_start_quest_uruk|Mordor Uruk Captain
; trp_start_quest_orc|Mordor Orc Lieutenant
; trp_start_quest_orc_pl|Large Orcs of Mordor
trp_start_quest_woodelf|Galadhrim Koninklijke Scherpschutter
trp_start_quest_woodelf_pl|Galadhrim Koninklijke Scherpschutters
; trp_start_quest_mordor_scout|Mordor Guide
; trp_start_quest_mordor_scout_pl|Mordor Guides
trp_start_quest_beorning|Beorning Carrock Berserker
trp_start_quest_beorning_pl|Beorning Carrock Berserkers
; trp_beorning_shield_bear|Bear Warrior
; trp_beorning_shield_bear_pl|Bear Warriors
; trp_morannon_healer|Okstuk the Healer
; trp_minas_tirith_healer|Ioreth
; trp_edoras_healer|Freya the Healer
; trp_isengard_healer|Nurgal the Patcher
; trp_guldur_healer|Mornagar the Gramaryer
; trp_gundabad_healer|Lurgakh Third Eye
; trp_mirkwood_healer|Corwiel the Soft-Handed
; trp_hungry_uruk|Hungry Uruk
; trp_hungry_orc|Hungry Orc
; trp_longing_lorien|Longing Elf
; trp_longing_woodelf|Longing Elf
; trp_longing_imladris|Longing Elf
; trp_i5_deep_dweller_of_moria|Deep-Dweller of Moria
; trp_i5_deep_dweller_of_moria_pl|Deep-Dwellers of Moria
; trp_i5_orc_chieftain_of_moria|Orc Chieftain of Moria
; trp_i5_orc_chieftain_of_moria_pl|Orc Chieftains of Moria
; trp_rhovanion_noble|Rhovanion Noble
; trp_rhovanion_noble_pl|Rhovanion Noblemen
