trp_unarmed_troop|Fegyvertelen katona
trp_smith_mtirith_pl|Helytartó kovácsai
trp_smith_pelargir|Acélmester Hallatan
trp_smith_pelargir_pl|kovács
trp_smith_linhir|Páncélkészítő Bor
trp_smith_linhir_pl|kovács
trp_smith_dolamroth|Haldad a Kovács
trp_smith_dolamroth_pl|Amroth kovácsa
trp_smith_edhellond|Vashajlító Ryis
trp_smith_edhellond_pl|kovács
trp_smith_lossarnach|Baltakészítő Berin
trp_smith_lossarnach_pl|kovács
trp_smith_tarnost|Acélpörölyös Harandil
trp_smith_tarnost_pl|kovács
trp_smith_erech|Fekete Lorne
trp_smith_erech_pl|kovács
trp_smith_pinnath|Kardkészítő Tarandil
trp_smith_pinnath_pl|kovács
trp_smith_eosgiliath|Fosztogató Bzurg
trp_smith_eosgiliath_pl|kovács
trp_smith_wosgiliath|Gardil
trp_smith_wosgiliath_pl|ideglenes kovács
trp_smith_calembel|Agronom
trp_smith_calembel_pl|kovács
trp_smith_hannun|Fal a Kószák Kovácsa
trp_smith_hannun_pl|kószá rejtett felszerelések
trp_smith_candros|Kalimdor
trp_smith_candros_pl|kovács
trp_smith_edoras|Acélmester Eaoden
trp_smith_edoras_pl|Király kovácsa
trp_smith_aldburg|Vaspatájú Fulm
trp_smith_aldburg_pl|kovács
trp_smith_hornburg|Aldhelm
trp_smith_hornburg_pl|kovács
trp_smith_eastemnet|Eadfrid
trp_smith_eastemnet_pl|kovács
trp_smith_westfold|Sisakkészítő Deor
trp_smith_westfold_pl|kovács
trp_smith_westemnet|Armourer
trp_smith_westemnet_pl|kovács
trp_smith_eastfold|Vasfaragó Eaderan
trp_smith_eastfold_pl|kovács
trp_smith_morannon|Kapuműves Hurbag
trp_smith_morannon_pl|kovács
trp_smith_mmorgul|Tűzokádó Orgurz
trp_smith_mmorgul_pl|kovács
trp_town_24_smith|Vasrontó Boz
trp_town_24_smith_pl|kovács
trp_smith_orc_patrol|Vasujjú Glugz
trp_smith_orc_patrol_pl|tábori kovács
trp_smith_oscamp|Vasimádó Kugash
trp_smith_oscamp_pl|tábori kovács
trp_smith_isengard|Vasverő Burz
trp_smith_isengard_pl|földalatti kovács
trp_smith_uoutpost|Vasfogú Gurzuk
trp_smith_uoutpost_pl|előőrsi kovács
trp_smith_uhcamp|Rozsdazabáló Rabzug
trp_smith_uhcamp_pl|tábori kovács
trp_smith_urcamp|Glurk
trp_smith_urcamp_pl|tábori kovács
trp_smith_cgaladhon|Íjkészítő Dirufin
trp_smith_cgaladhon_pl|tünde fegyverkészítők
trp_smith_cdolen|Nyíltollazó Dimirian
trp_smith_cdolen_pl|tünde fegyverkészítők
trp_smith_camroth|Getasistan
trp_smith_camroth_pl|tünde fegyverkészítők
trp_smith_thranduils_halls|Thurinor
trp_smith_thranduils_halls_pl|kovács
trp_smith_woodelf_camp|Calechir
trp_smith_woodelf_camp_pl|kovács
trp_smith_beorn|Baltakészítő Beornalaf
trp_smith_beorn_pl|kovács
trp_smith_moria|Vasműves Burgak
trp_smith_moria_pl|kovács
trp_smith_dale|Tűzkezű Ardel
trp_smith_dale_pl|kovács
trp_smith_esgaroth|Íjkészítő Kelagarn
trp_smith_esgaroth_pl|kovács
trp_smith_erebor|Pörölyverő Thror
trp_smith_erebor_pl|magasztalt törp kovácsok
trp_smith_dunland|Vaspikás Dorrowuld
trp_smith_dunland_pl|kovács
trp_smith_harad|Acélhajlító Har
trp_smith_harad_pl|kovács
trp_smith_khand|Alkudozó Pushurt
trp_smith_khand_pl|kovács
trp_smith_umbar|Vasműves Fuinir
trp_smith_umbar_pl|kovács
trp_smith_imladris|Duifirian
trp_smith_imladris_pl|tünde fegyverkészítők
trp_smith_dolguldur|Shtagz Dulbash
trp_smith_dolguldur_pl|kovács
trp_smith_north_rhun|Ognjemir Kladivo
trp_smith_north_rhun_pl|ideglenes kovács
trp_smith_gundabad|Hóárus Blurg
trp_smith_gundabad_pl|kovács
trp_smith_ironhill|Vasdombi kovács
trp_smith_ironhill_pl|törp tábori kovácsok
trp_town_50_weaponsmith|Későrlő Shruklug 
trp_town_50_weaponsmith_pl|kovács
trp_smith_gondor_ac|Páncélkészítő Bor
trp_smith_gondor_ac_pl|tábori kovács
trp_smith_rohan_ac|Sisakkészítő Deor
trp_smith_rohan_ac_pl|tábori kovács
trp_smith_mordor_ac|Kapuműves Hurbag
trp_smith_mordor_ac_pl|kovács
trp_smith_isengard_ac|Vasverő Burz
trp_smith_isengard_ac_pl|földalatti kovács
trp_smith_lorien_ac|Nyíltollazó Dimirian
trp_smith_lorien_ac_pl|tünde fegyverkészítők
trp_smith_woodelf_ac|Dhoelath
trp_smith_woodelf_ac_pl|kovács
trp_smith_dwarf_ac|Vasdombi kovács
trp_smith_dwarf_ac_pl|törp tábori kovácsok
trp_smith_gundabad_ac|Hóárus Blurg
trp_smith_gundabad_ac_pl|kovács
trp_smith_rhun_ac|Branimir Bronnik
trp_smith_rhun_ac_pl|ideglenes kovács
trp_smith_guldur_ac|Shtagz Dulbash
trp_smith_guldur_ac_pl|kovács
trp_smith_imladris_ac|Duifirian
trp_smith_imladris_ac_pl|tünde fegyverkészítők
trp_smith_dunland_ac|Vaspikás Dorrowuld
trp_smith_dunland_ac_pl|kovács
trp_smith_harad_ac|Acélhajlító Har
trp_smith_harad_ac_pl|kovács
trp_smith_khand_ac|Alkudozó Pushurt
trp_smith_khand_ac_pl|kovács
trp_smith_umbar_ac|Vasműves Fuinir
trp_smith_umbar_ac_pl|kovács
trp_smith_moria_ac|Vasműves Burgak
trp_smith_moria_ac_pl|kovács
trp_smith_dale_ac|Tűzkezű Ardel
trp_smith_dale_ac_pl|kovács
trp_smith_beorn_ac|Baltakészítő Beornalaf
trp_smith_beorn_ac_pl|kovács
trp_smith_woodelf_west_camp|Dhoelath
trp_smith_woodelf_west_camp_pl|kovács
trp_smith_woodmen|Baltakészítő Beornalaf
trp_smith_woodmen_pl|kovács
trp_smith_beorn_v|Baltakészítő Beornalaf
trp_smith_beorn_v_pl|kovács
trp_smith_troll_cave|Vasműves Burgak
trp_smith_troll_cave_pl|kovács
trp_smith_dg_outpost|Shtagz Dulbash
trp_smith_dg_outpost_pl|kovács
trp_smith_main_rhun|Branimir Bronnik
trp_smith_main_rhun_pl|ideglenes kovács
trp_smith_south_rhun|Branimir Bronnik
trp_smith_south_rhun_pl|ideglenes kovács
trp_smith_gundabad_ne|Hóárus Blurg
trp_smith_gundabad_ne_pl|kovács
trp_smith_gundabad_nw|Hóárus Blurg
trp_smith_gundabad_nw_pl|kovács
trp_smith_gundabad_s|Hóárus Blurg
trp_smith_gundabad_s_pl|kovács
trp_smith_gundabad_m|Hóárus Blurg
trp_smith_gundabad_m_pl|kovács
trp_barman_eastemnet|Fogadós
trp_barman_eastemnet_pl|a Kastély
trp_barman_westfold|Fogadós
trp_barman_westfold_pl|a Kastély
trp_barman_westemnet|Fogadós
trp_barman_westemnet_pl|a Kastély
trp_barman_eastfold|Fogadós
trp_barman_eastfold_pl|a Kastély
trp_barman_baraddur|Fogadós
trp_barman_baraddur_pl|a Kastély
trp_barman_morannon|Fogadós
trp_barman_morannon_pl|a Parancsnok Barlangja
trp_barman_mmorgul|Fogadós
trp_barman_mmorgul_pl|a Torony
trp_merchant_main_rhun|Ellátmányos mester
trp_merchant_main_rhun_pl|tábori elrejtett készlet
trp_merchant_dg_outpost|Ellátmányos mester
trp_merchant_dg_outpost_pl|istálló és raktár
trp_merchant_woodelf_west_camp|Ellátmányos mester
trp_merchant_woodelf_west_camp_pl|tünde készletek
trp_merchant_gundabad_m|Ellátmányos mester
trp_merchant_gundabad_m_pl|tábori elrejtett készlet
trp_merchant_gundabad_s|Ellátmányos mester
trp_merchant_gundabad_s_pl|tábori elrejtett készlet
trp_merchant_gundabad_nw|Ellátmányos mester
trp_merchant_gundabad_nw_pl|tábori elrejtett készlet
trp_merchant_gundabad_ne|Ellátmányos mester
trp_merchant_gundabad_ne_pl|tábori elrejtett készlet
trp_merchant_troll_cave|Ellátmányos mester
trp_merchant_troll_cave_pl|varg gödör és készletek
trp_merchant_beorn_v|Ellátmányos mester
trp_merchant_beorn_v_pl|istálló és raktár
trp_merchant_orc_sentry|Ellátmányos mester
trp_merchant_orc_sentry_pl|tábori elrejtett készlet
trp_merchant_candros|Ellátmányos mester
trp_merchant_candros_pl|istálló és raktár
trp_merchant_hannun|Ellátmányos mester
; trp_merchant_hannun_pl|ranger supplies
trp_merchant_mtirith|Ellátmányos mester
trp_merchant_mtirith_pl|istálló és raktár
trp_merchant_pelargir|Ellátmányos mester
trp_merchant_pelargir_pl|istálló és raktár
trp_merchant_linhir|Ellátmányos mester
trp_merchant_linhir_pl|istálló és raktár
trp_merchant_dolamroth|Ellátmányos mester
trp_merchant_dolamroth_pl|istálló és raktár
trp_merchant_edhellond|Ellátmányos mester
trp_merchant_edhellond_pl|istálló és raktár
trp_merchant_lossarnach|Ellátmányos mester
trp_merchant_lossarnach_pl|istálló és raktár
trp_merchant_tarnost|Ellátmányos mester
trp_merchant_tarnost_pl|istálló és raktár
trp_merchant_erech|Ellátmányos mester
trp_merchant_erech_pl|istálló és raktár
trp_merchant_pinnath|Ellátmányos mester
trp_merchant_pinnath_pl|istálló és raktár
trp_merchant_eosgiliath|Ellátmányos mester
trp_merchant_eosgiliath_pl|istálló és raktár
trp_merchant_wosgiliath|Ellátmányos mester
trp_merchant_wosgiliath_pl|istálló és raktár
trp_town_12_horse_merchant|Ellátmányos mester
trp_town_12_horse_merchant_pl|istálló és raktár
trp_town_13_horse_merchant|Ellátmányos mester
trp_town_13_horse_merchant_pl|istálló és raktár
trp_merchant_edoras|Ellátmányos hajadon
trp_merchant_edoras_pl|istálló és raktár
trp_merchant_aldburg|Ellátmányos mester
trp_merchant_aldburg_pl|a király istállója és raktára
trp_merchant_hornburg|Ellátmányos mester
trp_merchant_hornburg_pl|istálló és raktár
trp_merchant_eastemnet|Ellátmányos mester
trp_merchant_eastemnet_pl|istálló és raktár
trp_merchant_westfold|Ellátmányos hajadon
trp_merchant_westfold_pl|istálló és raktár
trp_merchant_westemnet|Ellátmányos hajadon
trp_merchant_westemnet_pl|istálló és raktár
trp_merchant_eastfold|Ellátmányos hajadon
trp_merchant_eastfold_pl|istálló és raktár
trp_town_21_horse_merchant|Ellátmányos mester
trp_town_21_horse_merchant_pl|gödör és raktár
trp_merchant_morannon|Ellátmányos mester
trp_merchant_morannon_pl|gödör és raktár
trp_merchant_mmorgul|Ellátmányos mester
trp_merchant_mmorgul_pl|gödör és raktár
trp_town_24_horse_merchant|Ellátmányos mester
trp_town_24_horse_merchant_pl|gödör és raktár
trp_merchant_orc_patrol|Ellátmányos mester
trp_merchant_orc_patrol_pl|tábori elrejtett készlet
trp_merchant_isengard|Ellátmányos mester
trp_merchant_isengard_pl|tábori elrejtett készlet
trp_town_27_horse_merchant|Ellátmányos mester
trp_town_27_horse_merchant_pl|varg gödör és készletek
trp_merchant_uoutpost|Ellátmányos mester
trp_merchant_uoutpost_pl|varg gödör és készletek
trp_merchant_uhcamp|Ellátmányos mester
trp_merchant_uhcamp_pl|varg gödör és készletek
trp_merchant_urcamp|Ellátmányos mester
trp_merchant_urcamp_pl|varg gödör és készletek
trp_merchant_cgaladhon|Ellátmányos mester
trp_merchant_cgaladhon_pl|tünde készletek
trp_merchant_cdolen|Ellátmányos mester
trp_merchant_cdolen_pl|tünde készletek
trp_merchant_camroth|Ellátmányos mester
trp_merchant_camroth_pl|tünde készletek
trp_merchant_thranduils_halls|Ellátmányos mester
trp_merchant_thranduils_halls_pl|tünde készletek
trp_merchant_woodelf_camp|Ellátmányos mester
trp_merchant_woodelf_camp_pl|tünde készletek
trp_merchant_woodmen|Ellátmányos mester
trp_merchant_woodmen_pl|istálló és raktár
trp_merchant_beorn|Ellátmányos mester
trp_merchant_beorn_pl|istálló és raktár
trp_merchant_moria|Ellátmányos mester
trp_merchant_moria_pl|varg gödör és ellátmányok
trp_merchant_dale|Ellátmányos mester
trp_merchant_dale_pl|istálló és raktár
trp_merchant_esgaroth|Ellátmányos mester
trp_merchant_esgaroth_pl|istálló és raktár
trp_merchant_erebor|Ellátmányos mester
trp_merchant_erebor_pl|törp készletek
trp_merchant_dunland|Dúm rejtett készletek mestere
trp_merchant_dunland_pl|tábori elrejtett készlet
trp_merchant_harad|Haradi rejtett készletek mestere
trp_merchant_harad_pl|tábori elrejtett készlet
trp_merchant_khand|Khandi rejtett készletek mestere
trp_merchant_khand_pl|tábori elrejtett készlet
trp_merchant_umbar|Ellátmányos mester
trp_merchant_umbar_pl|tábori elrejtett készlet
trp_merchant_imladris|Ellátmányos mester
trp_merchant_imladris_pl|tábori készletek
trp_merchant_dolguldur|Ellátmányos mester
trp_merchant_dolguldur_pl|istálló és raktár
trp_merchant_north_rhun|Ellátmányos mester
trp_merchant_north_rhun_pl|tábori elrejtett készlet
trp_merchant_south_rhun|Ellátmányos mester
trp_merchant_south_rhun_pl|tábori elrejtett készlet
trp_merchant_gundabad|Ellátmányos mester
trp_merchant_gundabad_pl|tábori elrejtett készlet
trp_merchant_ironhill|Ellátmányos mester
trp_merchant_ironhill_pl|törp készletek
trp_town_50_horse_merchant|Sárgafogú Gobrip
trp_town_50_horse_merchant_pl|varg gödör és készletek
trp_merchant_calembel|Ellátmányos mester
trp_merchant_calembel_pl|istálló és raktár
trp_elder_mtirith|Tirith céhmestere
trp_elder_mtirith_pl|a Fehér Város
trp_elder_pelargir|tengerész céhmester
trp_elder_pelargir_pl|a város
trp_elder_linhir|Linhir céhmestere
trp_elder_linhir_pl|a város
trp_elder_dolamroth|Dol Amroth céhmestere
trp_elder_dolamroth_pl|a város
trp_elder_edhellond|Edhellond céhmestere
trp_elder_edhellond_pl|a város
trp_elder_lossarnach|Lossarnach céhmestere
trp_elder_lossarnach_pl|a kisváros
trp_elder_tarnost|Tarnost céhmestere
trp_elder_tarnost_pl|a kisváros
trp_elder_erech|Erech céhmestere
trp_elder_erech_pl|a kisváros
trp_elder_pinnath|Pinnath törzsi elöljárója
trp_elder_pinnath_pl|a kisváros
trp_elder_ethring|Calembel céhmestere
trp_elder_ethring_pl|a város
trp_elder_henneth|kósza céhmester
trp_elder_henneth_pl|a rejtekhely
trp_elder_cairandros|Cair Andros céhmestere
trp_elder_cairandros_pl|a szigeti Erőd
trp_elder_edoras|Edoras thainje
trp_elder_edoras_pl|a város
trp_elder_aldburg|Öregvár thainje
trp_elder_aldburg_pl|a kisváros
trp_elder_hornburg|Kürtvár thainje
trp_elder_hornburg_pl|az erőd
trp_elder_eastemnet|Keletelve thainje
trp_elder_eastemnet_pl|a kisváros
trp_elder_westfold|Nyugathalom thainje
trp_elder_westfold_pl|a kisváros
trp_elder_westemnet|Nyugatelve thainje
trp_elder_westemnet_pl|a kisváros
trp_elder_eastfold|Kelethalom thainje
trp_elder_eastfold_pl|a kisváros
trp_elder_morannon|Fekete Kapu törzsfője
trp_elder_morannon_pl|A Nagy Kapura lenéző barlangok
trp_elder_mmorgul|Morgul törzsfője
trp_elder_mmorgul_pl|a baljóslatú város
trp_elder_cungol|Tábori törzsfő
trp_elder_cungol_pl|a tábor
trp_elder_isengard|Kígyónyelvű Gríma
trp_elder_isengard_pl|a város
trp_elder_cgaladhon|Lórieni Mítoszmester
trp_elder_cgaladhon_pl|a tünde erdei erőd
trp_elder_cdolen|Lórieni Mítoszmester
trp_elder_cdolen_pl|táborhely
trp_elder_camroth|Lórieni Mítoszmester
trp_elder_camroth_pl|táborhely
trp_elder_thalls|Bakacsinerdei előljáró
trp_elder_thalls_pl|a tünde barlangok
trp_elder_imladris|Völgyzugolyi tábormester
trp_elder_imladris_pl|a tábor
trp_elder_wvillage|Erdőnépi Pierre
trp_elder_wvillage_pl|a falu
trp_elder_beorn|Beorn elöljáró
trp_elder_beorn_pl|a község
trp_elder_harad|Haradi táborfő
trp_elder_harad_pl|a tábor
trp_elder_rhun|Rhûni táborfő
trp_elder_rhun_pl|a tábor
trp_elder_khand|Khandi táborfő
trp_elder_khand_pl|a tábor
trp_elder_dunland|Dún táborfő
trp_elder_dunland_pl|a tábor
trp_elder_umbar|Umbari szállásmester
trp_elder_umbar_pl|a megerősített tábor
trp_elder_moria|Móriai törzsfő
trp_elder_moria_pl|a Bányák
trp_elder_gunda|A Barlangok Mestere
trp_elder_gunda_pl|a barlangok
trp_elder_dale|Suhatagi szállásmester
trp_elder_dale_pl|a város
trp_elder_esgaroth|Tóvárosi szállásmester
trp_elder_esgaroth_pl|a tóváros
trp_elder_erebor|Erebor céhmestere
trp_elder_erebor_pl|a Csarnok
trp_elder_dolguldur|Guldur törzsfő
trp_elder_dolguldur_pl|a fekete kastély
trp_elder_wosgiliath|Tábormester
trp_elder_wosgiliath_pl|a tábor
trp_elder_oscamp|Tábormester
trp_elder_oscamp_pl|a tábor
trp_elder_eosgiliath|Tábormester
trp_elder_eosgiliath_pl|a tábor
trp_elder_uoutpost|Tábormester
trp_elder_uoutpost_pl|a tábor
trp_elder_uhcamp|Tábormester
trp_elder_uhcamp_pl|a tábor
trp_elder_urcamp|Tábormester
trp_elder_urcamp_pl|a tábor
; trp_elder_woodelf_camp|Elder
trp_elder_woodelf_camp_pl|a tábor
; trp_elder_woodelf_west_camp|Elder
trp_elder_woodelf_west_camp_pl|a tábor
; trp_elder_beorn_v|Beorning Elder
trp_elder_beorn_v_pl|a falu
; trp_elder_troll_cave|Cave Chief
trp_elder_troll_cave_pl|a barlangok
trp_elder_dg_outpost|Tábormester
trp_elder_dg_outpost_pl|a tábor
trp_elder_rhun_sc|Rhûni táborfő
trp_elder_rhun_sc_pl|a tábor
trp_elder_rhun_nc|Rhûni táborfő
trp_elder_rhun_nc_pl|a tábor
; trp_elder_gunda_ne|Orc Elder
trp_elder_gunda_ne_pl|a tábor
; trp_elder_gunda_nw|Orc Elder
trp_elder_gunda_nw_pl|a tábor
; trp_elder_gunda_s|Orc Elder
trp_elder_gunda_s_pl|a tábor
; trp_elder_gunda_m|Orc Elder
trp_elder_gunda_m_pl|a tábor
trp_elder_ironhill|Tábori törzsfő
trp_elder_ironhill_pl|a tábor
trp_village_1_elder|Korbács Ura
trp_village_1_elder_pl|a barlangok
trp_tutorial_chest_1|Közelharci fegyverláda
trp_tutorial_chest_2|Távolsági fegyverláda
trp_bonus_chest_1|Bónusz láda
trp_bonus_chest_2|Bónusz láda
trp_bonus_chest_3|Bónusz láda
trp_camp_chest_faction|Népi láda
trp_camp_chest_none|Senki ládája
trp_player_chest|A ládád
trp_local_merchant|Helyi kereskedő
trp_local_merchant_pl|Helyi kereskedők
trp_tax_rebel|Zsellér lázadó
trp_tax_rebel_pl|Zsellér lázadók
trp_trainee_peasant|Zsellér
trp_trainee_peasant_pl|Zsellérek
trp_fugitive_man|Gyanús férfi
trp_fugitive_man_pl|Gyanús férfiak
trp_fugitive_elf|Gyanús tünde
trp_fugitive_elf_pl|Gyanús tündék
trp_fugitive_dwarf|Gyanús törp
trp_fugitive_dwarf_pl|Gyanús törpök
trp_fugitive_orc|Gyanús ork
trp_fugitive_orc_pl|Gyanús orkok
trp_spy|Ravasz-tekintetű kalóz
trp_spy_pl|Ravasz-tekintetű kalózok
trp_spy_evil|Ravasz-tekintetű keletlakó
trp_spy_evil_pl|Ravasz-tekintetű keletlakók
trp_spy_partner|Kém összeköttető
trp_spy_partner_pl|Kém összeköttetők
trp_spy_partner_evil|Kém összeköttető
trp_spy_partner_evil_pl|Kém összeköttető
trp_easter_egg_troll|A Troll
trp_treebeard|Szilszakáll
trp_ent_1|Hamariberkenye
trp_ent_2|Lombfürt
trp_ent_3|Kéregirha
trp_gandalf|Gandalf
trp_gandalf_pl|Otthon-nevelt Gandalfok
trp_nazgul|Nazgûl
trp_nazgul_pl|Szelídített nazgûl
; trp_radagast|Radagast
trp_barman|Csapos
trp_elder|Központi elöljáró
trp_gear_merchant|Felszerelés kereskedő
trp_goods_merchant|Termék kereskedő
trp_start_quest_caravaneer|Torbal a Karavánvezető
trp_dorwinion_bandit|Dorwinioni bandita
trp_dorwinion_bandit_pl|Dorwinioni banditák
trp_dorwinion_raider|Dorwinioni rabló
trp_dorwinion_raider_pl|Dorwinioni rablók
trp_city_guard|Városőr
trp_city_guard_pl|városőr
trp_orc_sentry|Ork őrszem
trp_orc_sentry_pl|ork őrszem
trp_uruk_hai_sentry|Uruk-hai őrszem
trp_uruk_hai_sentry_pl|uruk-hai őrszem
trp_black_numenorean_sorcerer|Fekete númenori varázsló
trp_black_numenorean_sorcerer_pl|fekete númenori varázsló
; trp_evil_priest|Evil Priest
; trp_evil_priest_pl|Evil Priests
trp_wolf_rider_of_mirkwood|Bakacsinerdei farkaslovas
trp_wolf_rider_of_mirkwood_pl|Bakacsinerdei farkaslovasok
trp_warg_rider_of_mirkwood|Bakacsinerdei varglovas
trp_warg_rider_of_mirkwood_pl|Bakacsinerdei varglovasok
trp_gate_aggravator|Kapuvédelem
trp_orc_pretender|Ork tettető
trp_human_prisoner|Emberi fogoly
trp_spider|Bakacsinerdei pók
trp_spider_pl|Bakacsinerdei pókok
trp_bear|Medve
trp_bear_pl|Medvék
trp_wolf|Farkas
trp_wolf_pl|Farkasok
trp_dorwinion_sack|Dorwinioni zsák
trp_ring_hunter_captain|Gyűrűvadász kapitány
trp_ring_hunter_lt|Gyűrűvadász kapitány
trp_ring_hunter_one|Gyűrűvadász
trp_ring_hunter_one_pl|Gyűrűvadászok
trp_ring_hunter_two|Gyűrűvadász
trp_ring_hunter_two_pl|Gyűrűvadászok
trp_ring_hunter_three|Gyűrűvadász
trp_ring_hunter_three_pl|Gyűrűvadászok
trp_ring_hunter_four|Gyűrűvadász
trp_ring_hunter_four_pl|Gyűrűvadászok
trp_start_quest_uruk|Mordor uruk kapitánya
trp_start_quest_orc|Mordor ork hadnagya
trp_start_quest_orc_pl|Mordori hatalmas orkok
trp_start_quest_woodelf|Galadhrimi királyi mesterlövész
trp_start_quest_woodelf_pl|Galadhrimi királyi mesterlövészek
trp_start_quest_mordor_scout|Mordori felderítő
trp_start_quest_mordor_scout_pl|Mordori felderítők
trp_start_quest_beorning|Beornfi szirtfői berzerker
trp_start_quest_beorning_pl|Beornfi szirtfői berzerkerek
trp_i6_beorning_bear_warrior|Medveharcos
trp_i6_beorning_bear_warrior_pl|Medveharcosok
trp_morannon_healer|Okstuk a Gyógyító
trp_minas_tirith_healer|Ioreth
trp_edoras_healer|Freya a Gyógyító
trp_isengard_healer|Nurgal a Foltozó
trp_guldur_healer|Mornagar a Holtkeltő
trp_gundabad_healer|Lurgakh Harmadik Szem
trp_mirkwood_healer|Corwiel a Finom-Kezű
trp_hungry_uruk|Éhes uruk
trp_hungry_orc|Éhes ork
trp_longing_lorien|Vágyakozó tünde
trp_longing_woodelf|Vágyakozó tünde
trp_longing_imladris|Vágyakozó tünde
trp_i5_moria_deep_dweller|Móriai mélylakó
trp_i5_moria_deep_dweller_pl|Móriai mélylakók
trp_i5_moria_orc_chieftain|Mória ork törzsfője
trp_i5_moria_orc_chieftain_pl|Mória ork törzsfői
trp_c5_rhovanion_noble|Rhovanioni nemes
trp_c5_rhovanion_noble_pl|Rhovanioni nemesek
trp_npc18|Turmbathu
trp_npc19|Heidrek
trp_npc20|Zigurphel
trp_werewolf|Vérfarkas
trp_werewolf_pl|Farkasember
trp_moria_troll|Barlangi troll
trp_moria_troll_pl|Barlangi trollok
trp_moria_vet_troll|Képzett barlangi troll
trp_moria_vet_troll_pl|Képzett barlangi trollok
trp_moria_armored_troll|Páncélozott barlangi troll
trp_moria_armored_troll_pl|Páncélozott barlangi trollok
trp_gunda_troll|Hegyi troll
trp_gunda_troll_pl|Hegyi trollok
trp_gunda_vet_troll|Képzett hegyi troll
trp_gunda_vet_troll_pl|Képzett hegyi trollok
trp_gunda_placeholder|Képzett hegyi troll
trp_gunda_placeholder_pl|Képzett hegyi trollok
trp_isen_troll|Vasudvardi troll
trp_isen_troll_pl|Vasudvardi trollok
trp_isen_vet_troll|Vasudvardi képzett troll
trp_isen_vet_troll_pl|Vasudvardi képzett trollok
trp_isen_armored_troll|Vasudvardi páncélozott troll
trp_isen_armored_troll_pl|Vasudvardi páncélozott trollok
trp_mordor_troll|Mordori troll
trp_mordor_troll_pl|Mordori trollok
trp_mordor_vet_troll|Mordori képzett troll
trp_mordor_vet_troll_pl|Mordori képzett trollok
trp_mordor_olog_hai|Mordori Olog-Hai
trp_mordor_olog_hai_pl|Mordori Olog-Hai
trp_troll_placeholder_1|Barlangi troll
trp_troll_placeholder_1_pl|Barlangi trollok
trp_troll_placeholder_2|Barlangi troll
trp_troll_placeholder_2_pl|Barlangi trollok
trp_troll_placeholder_3|Barlangi troll
trp_troll_placeholder_3_pl|Barlangi trollok
trp_troll_placeholder_4|Barlangi troll
trp_troll_placeholder_4_pl|Barlangi trollok
trp_troll_placeholder_5|Barlangi troll
trp_troll_placeholder_5_pl|Barlangi trollok
trp_troll_placeholder_6|Barlangi troll
trp_troll_placeholder_6_pl|Barlangi trollok
trp_wild_troll|Vad barlangi troll
trp_wild_troll_pl|Vad barlangi trollok
trp_ent|Ent
trp_ent_pl|Entek
trp_mountain_goblin|Hegyi kobold
trp_mountain_goblin_pl|Hegyi koboldok
trp_tribal_orc|Törzsi ork
trp_tribal_orc_pl|Törzsi orkok
trp_tribal_orc_warrior|Törzsi ork harcos
trp_tribal_orc_warrior_pl|Törzsi ork harcosok
trp_tribal_orc_chief|Törzsi ork főnök
trp_tribal_orc_chief_pl|Törzsi ork főnök
trp_a3_dism_skirmisher_of_rohan|Rohani csatározó
trp_a3_dism_skirmisher_of_rohan_pl|Rohani csatározók
trp_a4_dism_veteran_skirmisher_of_rohan|Rohani talpas veterán csatározó
trp_a4_dism_veteran_skirmisher_of_rohan_pl|Rohani talpas veterán csatározók
trp_a5_dism_elite_skirmisher_of_rohan|Rohani talpas elit csatározó
trp_a5_dism_elite_skirmisher_of_rohan_pl|Rohani talpas elit csatározók
; trp_ac5_camel_rider|Harad Camel Rider
; trp_ac5_camel_rider_pl|Harad Camel Riders
; trp_aragorn|Aragorn
; trp_legolas|Legolas
; trp_gimli|Gimli
trp_pippin_notmet|félszerzet
trp_merry_notmet|félszerzet
trp_pippin|Pippin
trp_merry|Trufa
