qstr_Received_{reg0}_dama|{reg0} 피해 입음.
qstr_I_want_you_and_your_|너와 네 부하들이 죽였으면 좋겠다
qstr_{playername}_you_nee|{playername}, 당신은 당신 부하들과 내 신뢰를 얻어야한다. {s6} {reg22} {s7} troops!
qstr_{s9}_wants_you_to_per|{s9}는 {reg22} 명의 {s6} 병력을 개인적으로 죽이기를 원한다.
qstr_{s9}_wants_you_and_y|{s9}는 {reg22} 명의 {s6} 병력을 죽이기를 원한다.
qstr_{playername}_we_have|{playername}, 우리는 아이센가드를 무릎꿇게 했다. 그들은 최후의 항전을 시작했으며, 그의 탑에서 사루만을 보호하고 있다. 나와 함께 달려 그들을 맞아주자!
qstr_{playername}_we_have_|{playername}, 우리는 암울한 소식을 받았다. 룬의 야만인들은 우리가 생각했던 것보다 더 교활하고 대담하다 - 우리의 정찰병들에게 보이지 않고, 그들은 긴 호수를 가로질러 그들을 실어 나르기 위해 충분한 보트와 뗏목을 만들었고, 그들은 에스가로스를 직접 공격하고 있다!^^ 함대가 도시에 도착하기 전에 요격해야 한다. 가능한 한 빨리 군대를 이끌고 야만인들을 물 건너로 몰아내라!
qstr_If_you_seek_pillage_|약탈과 약탈품을 찾고 있다면, 여기 견줄 수 없을 만한 기회가 있다, {playername}.^^ 해적 함대가 {s7}의 항구를 떠났다, 그리고 수확하기에 무르익은 {s6}까지 곧장 가는 항로를 잡았지. 그들의 공격에 가담하고, 약탈품을 나눠가져라!
qstr_The_soft_weaklings_o|에스가로스의 나약한 약골들은 우리의 빠른 기병들과 흉포한 전사들의 상대가 되지 않는다, {playername}. 모두가 알고 있다. 호수 사람들은 자신들이 물 건너의 우리들로부터 안전하다 믿을 지 몰라도, 우리는 곧 그들에게 전혀 다르다는 것을 보여줄 것이다!^^우리는 보트와 뗏목을 만들었는데, 우리 전사들을 호수를 가로질러 운반하기에 충분하다. 그들은 우리를 예상하지 못할 것이다!^^공격에 합류하고 싶으면 본진으로 가서 캠프 지휘관과 대화하라.
qstr_{s9}_asked_you_to_he|{s9}이 해적의 습격으로부터 {s3}을 방어해달라 요청했습니다. 서둘로 도시로 가서 guild master에게 말하고 지역 수비대에게 당신의 도움을 빌려주십시오.
qstr_{s9}_asked_you_to_hel|{s9}은 룬 해군의 침입으로부터 에스가로스를 방어하도록 도와달라고 부탁했다. 호수마을로 서둘러 가서 guild master에게 말하고 지역 수비대에게 당신의 도움을 빌려주시오.
qstr_{s9}_offered_you_an_|{s9}은 {s3}에 대한 해안 약탈에 동참할 기회를 제공했다. {s4}에 도착하여 캠프 지휘관과 대화한 후 공격에 가담하십시오.
qstr_{s9}_offered_you_an_o|{s9}은 에스가로스에 대한 해안 약탈에 동참할 기회를 제공했다. {s4}에 도착하여 캠프 지휘관과 대화한 후 공격에 가담하십시오.
qstr_We_will_go_as_swiftl|우리는 최대한 빠르게 갈 테지만, 우리가 너무 늦지 않기를 기도하세.
qstr_We_shall_plunder_the|우리는 그들의 항구를 약탈하고, 우리를 위해 그들의 부를 빼앗을 것이다!
qstr_We_shall_plunder_the_|우리는 호수 마을을 약탈하고, 우리를 위해 그들의 부를 빼앗을 것이다!
qstr_I_m_sorry_but_we_can|죄송하지만, 지금은 그들을 도울 수 없습니다.
qstr_Bah!_Far_more_glory_|흥! 하찮은 해적들 말고 다른 곳에서 이기는 것이 훨씬 더 영광스러울 것이다.
qstr_This_raid_does_not_i|도적들은 내 관심사가 아니오. 다른 곳에서 영광을 쟁취해야겠군.
qstr_{s9}_asked_you_to_de|{s9}는 당신에게 {s1} 근처의 정찰 캠프를 파괴하라고 요청했다.
qstr_Your_party_must_be_at|당신의 부대는 적어도 10 보다 강해야 이 임무를 수행할 수 있습니다.
qstr_{s9}_asked_you_to_def|{s9}은 당신에게 {s1} 근처에 있는 습격당하고 있는 마을을 보호해달라 요청했다.
qstr_{s9}_asked_you_to_ra|{s9}는 당신에게 {s1} 근처의 마을을 약탈하라고 명령했다.
qstr_These_soldiers_may_w|이 군인들은 내 계획의 흐름을 바꿔줄 걸세, {playername}. 나는 그대가 그들을 잘 훈련시켰다고 확신하네. 그대의 노고를 치하하며 감사하겠네.
qstr_I_wish_you_had_train|그들을 모두 훈련시킬 수 있었다면 좋았을텐데, {playername}. 하지만 이런 악의 시대에 자네가 주는 건 무엇이든 받겠네.
qstr_Good_work_in_shaping|신병들 군기를 잡느라 수고했다, {playername}. 너는 참 쓸만하군. 이번 놈들은 지난번 놈들보다 더 오래갔으면 좋겠는데. 아니면 다시 나와 만나야할거야.
qstr_Is_that_all_you_coul|이게 네 최선인가, {playername}? 이건 어제 죽은 자들을 메꾸기도 힘들겠군. 전부 내놔!
qstr_Well_the_soldiers_ar|음, 병사들이 당신의 명령을 따를 준비가 되었습니다, 경. 그들 상태가 매우 좋다고 확신합니다.
qstr_Well_you_may_do_as_y|음, 네 마음대로 해도 된다. 나와 나의 동료들은 필요하다면 더 강해질 수 있다.
qstr_{s9}_asked_you_to_br|{s9}는 그의 군대에 사용할 수 있도록 사나운 트롤을 가져오라고 지시한다.
qstr_{s9}_asked_you_to_fi|{s9}는 당신에게 팡고른 숲에서 무슨 일이 일어나고 있는지 조사하고, 돌아와 보고하길 요청했다.
qstr_{s9}_asked_you_to_fin|{s9}이 난장이들이 블라도르신 왕에게 만들어 줬던, 잃어버린 창을 찾아주길 요청했습니다. 외로운 산 심처를 수색하려면 {s5}의 허가를 받아야 합니다.
qstr_{s9}_has_asked_you_t|{s9}는 당신에게 어둠숲 안에 있는 돌 굴두르의 마술사를 처치해달라 부탁했다.
qstr_{s9}_asked_you_to_ta|{s9}이 당신에게 이 메시지를 {s13}에게 전달하라는 임무를 주었다. {s13}은 이 임무를 받을쯤에 {s4}에 있을것이다
qstr_{s9}_asked_you_to_tak|{s9}이 당신에게 이 메시지를 {s15}의 {s13}에게 전달하라는 임무를 주었다. {s13}은 이 임무를 받을쯤에 {s4}에 있을것이다
qstr_{s11}_asked_you_to_e|{s11}은 당신에게 그의 전령을 {s14}까지 호위해달라 요청했다.
qstr_Lend_your_experience|당신의 경험 많은 군의관 {s3}을 {s1}에게 빌려주십시오.
qstr_No_commander_should_|어떤 지휘관에게도 이런 걸 자백할 의무는 없지만, {playername}, 하지만 나는 얼마전 내 병사들을 시찰하다 검을 어느쪽으로 잡아야할지도 모르는 자들을 보았소. 그들은 용맹함의 의미를 보여줄 누군가가 필요하오. {playername}, 당신은 명성 높은 전사이네. 나를 위해 병력을 좀 훈련시켜줄 수 없겠나? 내 마음속 깊이 감사하겠네.
qstr_No_commander_should_h|어떤 지휘관에게도 이런 걸 자백할 의무는 없지만, {playername}, 하지만 나는 얼마전 내 병사들을 시찰하다 몇몇 무능한 병사들을 처형했다. 그들 뒤에 서서 강철들 들고 용기를 북돋아줄 누군가가 필요하다. {playername}, 너는 명성 높은 전사이다. 나를 위해 병력을 좀 훈련시켜 주겠나? 이 일로 네 가치를 높여줄 수 있다.
qstr_{s9}_asked_you_to_rai|{s9}가 {reg1}를 {s14}명 훈련 시켜 그에게 인도하길 요청했다.
qstr_{s9}_asked_you_to_hu|{s9}은 {s4}이름을 가진 탈주자를 추적하라고 말했다. 그는 지금 {s3}에 있는 것으로 알려져있다.
qstr_{s9}_asked_you_to_defe|{s9}는 당신에게 세 그룹으로 나뉘어 {s3}로 향하는 난민들을 보호해달라 요청했다.
qstr_{s9}_asked_you_to_hun|{s9}는 당신에게 세 그룹으로 나뉘어 {s3}로 향하는 난민들을 추격해 없애라 요청했다.
qstr_{s9}_asked_you_to_ca|{s9}가 세 무리의 도망 노예들을 {s4}로 붙잡아 오기를 요청했다. 노예들은 {s3} 방향으로 도망칠 것이라 한다.
qstr_{s11}_asked_you_to_f|{s11}이 {s12}을 떠나는 스파이를 미행할 것을 요청했다. 미행이 발각되면 스파이는 수상히 여겨 돌아갈 것이다. 스파이가 공범과 만나면 그들을 급습해, 생포하여 {s11}로 데려와야 한다.
qstr_{s11}_asked_you_to_c|{s11}은 적의 지휘관을 생포해 심문을 위해 {s11}로 데려와주기를 요청했다.
qstr_{s9}_asked_you_to_le|{s9}는 너가 동료 {s3}을 한 주동안 빌려주기를 요청했다.
qstr_{s9}_has_requested_y|{s9}는 당신에게 {reg1} 명의 적 포로를 데려와주기를 요청했다.
qstr_We_have_reports_that|우리 아군 순찰대 몇 명이 매복에 당해 패배했다는 보고가 들어왔다. 그들 중 몇몇은 아직 적에게 산채로 붙잡혀있다. 포로들이 처형되었거나, 투옥되거나 더 나쁜 일을 겪었다는 소식이 전해지면 우리 부대의 사기에 영향을 줄 것이다. {reg1} 명의 아군 포로를 구출하고 아군의 사기를 북돋아주길 바란다.
qstr_We_have_reports_that_|우리 아군 순찰대 몇 명이 매복에 당해 패배했다는 보고가 들어왔다. 그 겁쟁이들이 아직 살아있긴 하지만, 적들에게 붙잡혀있다. 그들이 소모품인 만큼 놈들이 감옥 구덩이에서 죽는다면 손해가 될 것이다. 나는 네가 {reg1} 명의 포로를 구출하고, 우리를 위해 다시 싸울 수 있게 만들기를 원한다.
qstr_{s9}_has_asked_you_to|{s9}는 당신에게 {reg1} 명의 아군 포로를 구출해주기를 원한다.
qstr_We_have_reports_that_a|적들이 {s13}에 집결중이라는 보고가 들어왔다. 적들이 정확히 얼마나 많은 병력을 보유하고 있는지, 내 병사들이 그들을 전장에서 마주할 수 있는 준비가 되어있는지 알 수 없기 때문에, 이것은 내게 중대사이다. {s13}에 충분히 가까이 다가가 가능한 한 많이 알아봐주길 바라네.
qstr_My_spies_tell_me_of_|내 첩자들이 수많은 전사들이 {s13}에 모이고 있다고 말하더군. 놈들은 우리 노예들의 상대가 되지 않을테지만, 그곳의 놈들이 몇명이나 되는지 알아본다고 해서 손해볼 건 없겠지. 나는 네가 {s13}에 가까이 다가가서 가능한 한 많이 조사해왔으면 한다.
qstr_{s9}_asked_you_to_sco|{s9}는 당신에게 {s13} 주변을 정찰하라고 했다.
qstr_We_have_reports_of_s|{s13} 근처에서 적의 활동이 보고되었습니다. 적이 오고가느라 우리 정찰병들은 지금까지 충분히 가까이 다가가지 못했고 그 지역을 정찰하는데 실패했습니다. 정찰대를 소집하여 {s13}과 충분히 가까워진 뒤, 정찰병들을 놓아주십시오. 당신에게 정찰병을 몇 명 합류시킬테니, 그들만 보내서는 안 됩니다.
qstr_My_spies_tell_me_the|내 첩자들이 적이 {s13} 근처에서 뭘 꾸미고 있다더군. 겁쟁이 정찰병들은 충분히 가까이 가질 못해서 중요한 사실을 알아내오질 못 했어. 너만의 정찰대를 모집해서 {s13}과 충분히 가까워진 뒤, 그들을 거기 남겨둬라. 놈들이 또 도망치지 못하게 해! 내 신병들을 좀 보탤테니 실패할 일은 없을거다.
qstr_{s9}_asked_you_to_di|{s9}이 {s13} 근처에 정찰대 파견을 요청하였다.^{s15} {reg1}명의 병사를 편성해야 하며, 그중 하나는 적어도 {s14}이어야한다. {s13}에 충분히 근접한 다음 {s14}와 대화하라.
qstr_We_need_to_take_the_|우리는 적과 싸워야합니다. {playername}. 지금 이 순간, 우리는 그들의 정찰대와 통신망을 공격할 수 있습니다. {reg1}의 {s13} 부대를 제거하면, 우리가 주도권을 다시 되찾아 올 수 있을 것입니다.
qstr_We_need_to_grind_dow|우리는 무가치한 적들을 갈아버려야한다, {playername}. 그들의 정찰대와 보급망은 내 생각에 너무 대담하게 움직이고 있는 것 같다.나는 네가 {reg1}의 {s13} 부대를 제거하기를 원한다. 그럼 그들은 두려움이 무엇인지 알게 될 것이다.
qstr_{s9}_asked_you_to_el|{s9}는 당신에게 {reg1}의 {reg13} 부대를 제거하라 요청했다.
qstr_{s9}_asked_you_to_fr|{s9}이 {s19}를 위협하는 교외의 성난 트롤을 처리해 주길 요청했다.
qstr_{reg1}_{s16}_joined_|{reg1} {s16}이 당신의 부대에 합류했다.
; qstr_Wait_{playername}._I|Wait, {playername}. I don't say this often, but you are an exceptionally reliable servant.
; qstr_Halt_{playername}._I|Halt, {playername}. I once thought you little more than a snaga, but you are proving to be a useful servant.
; qstr_Take_these_warriors_|Take these warriors, that your horde might continue to serve me.
; qstr_One_last_thing_{play|One last thing, {playername}. In a land filled with backstabbers and rivals, you have always been a true ally.
; qstr_Wait_{playername}._W|Wait, {playername}. When we met I sensed in you a rival, but I see now I was mistaken.
; qstr_Take_these_warriors_a|Take these warriors, and use them to strike down our foes.
; qstr_Before_you_leave_{pl|Before you leave, {playername}, know that you have always been a good friend to me.
; qstr_Wait_{playername}._I_|Wait, {playername}. I don't know you half as well as I should like, but thus far you have been a good friend.
; qstr_Allow_me_to_repay_yo|Allow me to repay you by giving you some troops.
; qstr_Wait_{playername}._C|Wait, {playername}. Capable servants like you and your warriors deserve the best equipment.
; qstr_Halt_{playername}._It|Halt, {playername}. It's shameful to have my servants using such inferior equipment.
; qstr_Take_this_{s22}_and_|Take this {s22} and let it aid your rampage.
; qstr_Before_you_go_{playe|Before you go, {playername}. Great warriors like you and your companions deserve only the best weapons, armor, and mounts.
; qstr_Wait_{playername}._Y|Wait, {playername}. Your army has done well, but I think you'd do better with superior equipment.
; qstr_Take_this_{s22}._I_h|Take this {s22}. I have no need of it.
; qstr_Just_a_moment_{playe|Just a moment, {playername}. Heroes like you and your companions are worthy of the finest weapons, armor, and horses.
; qstr_Wait_{playername}._Yo|Wait, {playername}. You have been an able commander in the war effort. I think it's time you had some better equipment.
; qstr_Accept_this_{s22}_ma|Accept this {s22}, may it aid you and your companions.
qstr_the_Dwarves_so_that_|난쟁이들, 에레보르나 철산을 지나갈 일이 생긴다면 전설의 난쟁이 무기로 무장해 보라
qstr_Gondor_so_that_if_yo|곤도르, 그들의 땅을 지나갈 일이 생기면, 그들의 고품질 방어구를 살 수도 있을 것이다.
qstr_Rohan_so_that_if_you|로한, 그들의 땅을 지나갈 일이 생긴다면, 그들로부터 전설적인 명마들을 살 수 있을 것이다.
qstr_Dale_so_that_if_you_|너른골, 그들의 땅을 지나갈 일이 생긴다면, 그들로부터 잘 만든 활을 구매할 수 있을 것이다.
qstr_Without_my_help_you_|내 도움이 없었다면 너희들은 모두 죽어 불타고 있었을거다!^^나는 아이센가드의, 사루만의 부름에 답하기 위해 왔다. 위험을 각오하고 내게 거슬러라!
qstr_Without_my_help_you_w|내 도움이 없었다면 너희들은 모두 죽어 불타고 있었을거다!^^나는 머지않아 온 세계의 주인이 되실, 모르도르 군주의 부름에 답하기 위해 왔다.
qstr__*snort*_There_is_on| *코웃음치며* 이 땅은 오직 한 분의 군주만을 섬긴다, 쓰레기야. 늦든 이르든, 너는 루그부즈에게 답하게 될 것이다, 약골!
qstr_*snort*_Another_one_|*코웃음치며* 화살을 먹어치울 고기 방패로 쓸 또다른 놈이 왔군! 물러서라, 약해빠진 놈. 넌 우리에게 쓸모가 없다.
qstr_Go_to_Moria_and_get_|모리아로 가서, 너 자신을 위해 좋은 와르그를 장만해라 - 아니면 너만의 스나가를 좀 데려가든지, 원한다면!
qstr_Go_to_Isengard_and_g|아이센가드로 가서, 너 자신을 위한 것들을 장만해라 - 전투 우루크 하이가 널 따를지도 모른다!
qstr_Go_up_north_to_Gunda|북쪽에 있는 군다바드로 올라가십시오. 멍청하고 못생겼지만 좋은 모피를 구할 수 있으니.
qstr_Get_some_snagas_of_y|너만의 스나가를 좀 가져라, 여기 나를 따라오는 이 놈들처럼 말이야. 어쩌면 너는 곧 너만의 전쟁 부대를 가져야할지도 모른다!
qstr_Our_friends_and_alli|우리의 친구들과 동맹들은 당신의 소식을 듣게 될 것이다, 의심 없이! 아마 그들은 당신에게 새 탈것이나 새 무기를 기꺼이 내줄지도 모른다. 누구도 약자를 위해 쓸 시간은 갖고 있지 않겠지만, 네가 강하다면야, 하, 우리는 우리를 도와주는 사람들 돕지, 알겠나? 그 야갈품들을 좋은 말이나, 아니면, 룬의 병사들과 교환할 수 있을거다 - 탈 것이나 먹을 것도, 네 선택이지, 하!
qstr_Trade_some_of_those_|이 전리품들로 좋은 말이나, 어쩌면, 룬의 병사들과 거래할 수 있을지도 모른다 - 탈 것이나 먹을 것도, 네 선택에 따라서, 하!
qstr_That_is_not_a_smart_|룬 전사 앞에 서는 건 별로 현명하지 않다... 다음에 널 보면, 널 죽여버리겠다.
qstr_They_will_all_know_m|그들은 모두 내 이름을 알게 될 것이다... 그들은 내 이름을 두려워하게 될 것이다
qstr_Suilad_mellon!_It_is|Suilad, mellon! 우리 땅에서 감춰진 골짜기에서 온 사람들을 자주 만나는 것은 아니다. 우리는 당신으로 하여금 우리를 돕게 한 별들과 그대에게 감사한다 - le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! 우리 숲의 친족들이 우리를 도우러 와줄 줄이야 - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon! 이건 - 고맙군, 친구!^^처음에는 우리 재앙을 가져다올 성난 곰이나 고블린 무리인 줄 알았다오. 아아, 별들이 그대를 우리를 돕게끔 보내주었구려.
qstr_Alas_it_is_not_a_ple|아아, 나나 엘론드 공을 섬기는 다른 사람들을 이 땅에 데려오는 것은, 즐거운 목적이나 단순한 방황이 아니다...
qstr_You_wouldn_t_have_ne|당신네들 국경을 잘 지켰다면 우리의 도움도 필요 없었을 것이다!
qstr__*growl*_I_know_your|(*으르렁* 나는 네 혀를 잘 안다, 요정. 네가 나를 조롱하는지 아니면 고맙다는 말을 하는 지 정도는 분간할 수 있다... 
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen(일부는 맞는 말이오), 내 주인의 설계가 깊다. 모든 사람이 보고 이해할 수 있는 것은 아니다.
qstr_Alae!_Our_green_wood|Alae(보라)! 우리 초록숲은 주의 깊게 순찰하고, 두꺼운 성문은 굳게 서 있고, 스란두일 왕의 홀은 안전하게 지키고 있다. 우리를 본받는 것이 현명할 것이다.
qstr__say_nothing_|(아무 말도 하지않는다)
qstr_Alas_it_is_not_a_plea|아아, 나나 엘론드 공을 섬기는 다른 사람들을 이 땅에 데려오는 것은, 즐거운 목적이나 단순한 방황이 아니다.^^고대의 악이 어둠으로부터 몰려와 빛 속에 퍼져나간다. 현명한 이들이 산을 넘어 북부의 전투, 임라드리스의 진군을 위해 부름에 답했다.
qstr_You_wouldn_t_have_nee|당신네들 국경을 잘 지켰다면 우리의 도움도 필요 없었을 것이다! ^^숲의 마녀 이야기들은 멍청이들이나 쫓아내는 것이지 - 우리가 방금 죽인 오르크들은 아니다.
qstr_*growl*_I_know_your_|*으르렁* 나는 네 혀를 잘 안다, 요정. 네가 나를 조롱하는지 아니면 고맙다는 말을 하는 지 정도는 분간할 수 있다.^^별들은 그것과 아무 관련이 없었다. - 나는 오물을 감지하고 흔적을 따라갔다. 네가 위험에 처했든 아니든 난 그들을 죽였을 거야.
qstr_Keep_your_secrets_th|그럼 비밀을 지키시오, 친구. 하지만 황금 숲이 그대의 친족의 도착을 속삭이는군.^^우리는 갈라드리엘 아가씨에게 엘론드 공의 도착을 알릴 것이오, 그 분께서는 미리 알고 계실거라 예상하지만. 그리고 우리는 우리 동족들에게 그대들에 대해서도 말해야겠소. ^^Le maethor veleg a gornui(당신은 강대하고 용감한 전사로군)! 당신의 용기와 행적은 모두가 알게 될 것이고 당신이 우리 빛나는 금빛 골짜기에 올때마다 보답받을 것이오.
qstr_We_walk_under_the_su|우리는 태양과 별 아래를 걷는다. 동굴에 사는 것은 우리의 욕망이 아니다. 그럼에도 불구하고, 당신의 선의의 조언은 좋은 평가를 받고 있다. ^^ 당신의 지혜와 용감한 행동은 알려질 것이며, 당신의 필요는 당신이 우리의 영역을 방문할 때마다 충족될 것이다.
qstr_*he_sighs_and_smiles|*그는 한숨을 쉬고 살짝 웃는다*^매우 잘했다. 우리의 공동의 목적을 위해, 비록 당신이 온 곳의 언어가 짧을지라도, 우리는 모든 것을 공유할 수 있어 기쁘다.
qstr_For_some_months_we_h|몇 달 동안 우리는 오르크 오물이 우리의 숲을 뒤덮고 있는 것을 보아왔다. ^^우리는 우리 갈라드리엘 아가씨에게 엘론드 공의 도착을 알릴 것이오, 그 분께서는 미리 알고 계실거라 예상하지만. 그리고 우리는 우리 동족들에게 그대들에 대해서도 말해야겠소. ^^Le maethor veleg a gornui(당신은 강대하고 용감한 전사로군)! 당신의 용기와 행적은 모두가 알게 될 것이고 당신이 우리 빛나는 금빛 골짜기에 올때마다 보답받을 것이오.
qstr_Calm_yourself_friend|진정하시오, 친구. Pedin i phith in aniron, a nin u-cheniathog(내가 원하는 것을 말한다한들, 네가 못알아먹을 것이다) 그리고 우리는 우리 동족들에게 그대들에 대해서도 말해야겠소. 당신의 용기와 행적은 모두가 알게 될 것이고 당신이 우리 빛나는 금빛 골짜기에 올때마다 보답받을 것이오.
qstr_Stars_sail_through_t|별은 천상의 바다를 항해하고, 사람을 땅 위를 다닌다. 실로, 그들의 길이 서로를 따른다고 누가 말할 수 있겠는가? 우리는 당신에 대해 우리 동족들에게 말할 것이다. 당신이 금빛 골짜기의 별을 쫓는다면, 당신의 행적은 알려지고 필요를 채울 수 있을 것이다.
qstr__RESOURCE_POINT_TUTO|(자원 포인트 튜토리얼)^^. 로리엔 지역에서 구입할 때 사용하는 자원 포인트는 당신 팩션에 상관 없이 로리엔 지역에서만 얻을 수 있습니다. REPORTS에서 더 많은 정보를 확인하세요.
qstr__RESOURCE_POINT_TUTOR|(자원 포인트 튜토리얼)^^. 베오른족에게 구입할 때 사용하는 자원 포인트는 당신 팩션에 상관 없이 베오른족 지역에서만 얻을 수 있습니다. REPORTS에서 더 많은 정보를 확인하세요.
qstr_I_have_long_wished_t|나는 숲의 종족들에 대해 만나기를 염원해왔었지...
qstr_What_form_shall_the_|어떤 형태로든 로리엔의 호의를 받게 될 것이오...
qstr_Our_bees_make_honey_|우리 벌들을 꿀과 밀랍을 만들고, 우리 짐승떼들은 우유와 버터, 치즈를 만든다...
qstr_I_have_long_wished_to|나는 숲의 종족들에 대해 만나기를 염원해왔었고, 그대들의 렘바스 맛을 보고 그대들의 노래를 듣기 위해서! ^^우리는 시냇물이 흐르는 계곡을 상기하기 위해 반짝이는 황금 포도주, 먼지투성이 책자, 자랑스러운 고대 깃발 등을 가지고 시냇물이 흐르는 계곡을 가져왔지만, 이곳 Laurelindorenan에서 어떤 희귀한 것을 찾을 수 있을 지 궁금하다.
qstr_What_form_shall_the_f|어떤 형태로든 로리엔의 호의를 받게 될 것인가? ^^아침이 되면 나뭇잎으로 변해버리는 금? 맑은 무미음료나 부대에게 줄 먼지묻은 요정 빵? ^^ 핏빛 포도주, 날카로운 창과 예리한 화살로 된 무구들! 내가 선호하는 환대다.
qstr_Our_bees_make_honey_a|우리 벌들을 꿀과 밀랍을 만들고, 우리 짐승떼들은 우유와 버터, 치즈를 만든다.^^ 우리는 빵을 직접 만들고, 난쟁이들이 통과할 때 날카로운 도끼와 바꾼다.^^ 하지만 이 한 쌍의 굳센 손보다 내게 필요한 것이 있을까?
qstr_If_fate_wills_it_I_s|만약 운명이 허락한다면, 나는 당신의 땅을 다시 밟고 거기 담긴 비밀들에 대해 알 수 있을 것이오.
qstr_If_I_ever_have_need_|로리엔이 도와줄 수 있는 도움이 생긴다면 다시 오겠소. 무슨 일이 있더라도.
qstr__nod_and_say_nothing|(말 없이 고개를 끄덕인다)
qstr_Oh_there_are_many_an|로리엔의 친구라면 누구나 이 선물에 환영받을 것이오! ^^우리가 다시 전쟁터에서 어깨를 맞대고 나란히 서야 한다면, 아니면 갈라드리엘과 그 분의 가신들의 명령을 따른다면, 우리 동족들은 당신의 친절과 당신의 필요에 보답할것이오 - 빛나는 무기들, 단단한 갑옷, 흰 깃털의 화살, 군대를 위한 식량들. ^^누가 알겠소, 그대 스스로가 로리엔의 다른 사람들에게 조언을 구할 수도 있고, 그들의 호의를 요청할 수도 있는 위대한 {영주/귀부인}이 될지, 
qstr_The_joys_of_the_Gold|금빛 골짜기의 기쁨은 한없고 로리엔의 진정한 친구는 환영받을 것이오. ^^ 우리가 다시 전쟁터에서 어깨를 맞대고 나란히 서야 한다면, 아니면 갈라드리엘과 그 분의 가신들의 명령을 따른다면, 우리 동족들은 당신의 친절과 당신의 필요에 보답할것이오 - 빛나는 무기들, 단단한 갑옷, 흰 깃털의 화살, 군대를 위한 식량들. ^^누가 알겠소, 그대 스스로가 로리엔의 다른 사람들에게 조언을 구할 수도 있고, 그들의 호의를 요청할 수도 있는 위대한 {영주/귀부인}이 될지.
qstr_Our_Golden_Valley_gi|우리 금빛 골짜기는 많은 좋은 것들을 줄 것이고 로리엔의 친구는 환영받을 것이오. ^^우리가 다시 전쟁터에서 어깨를 맞대고 나란히 서야 한다면, 아니면 갈라드리엘과 그 분의 가신들의 명령을 따른다면, 우리 동족들은 당신이 고향으로부터 멀리 떨어져있을 때 당신의 친절과 당신의 필요에 보답할것이오.
qstr_I_shall_keep_that_in|내 마음 속 깊이 명심하지.^^ Hantanyel, áva márië(감사하오, 평안히 가시오)!
qstr_That_may_be_so_some_|그럴지도 모르지만, 세상의 어떤 길은 비뚤어있기도 하오. Boe I waen(가야겠군)!
qstr_I_seldom_wander_far_|나는 좀처럼 고향에서 멀리 떠나지 않소. 가능한 한 빨리 가는 것이 좋겠군. 더 많은 고블린들이 어슬렁거리고 있을지 모르니.
qstr_Who_are_you?_A_mere_|당신은 누구지? 고작 {s25}? 나는 당신 같은 부류에게 쓸 시간이 없다! 당장 떠나라! {s2}
qstr_What_do_you_want?|원하는게 뭡니까?
qstr_Greetings_{playernam|반갑소, {playername}. 무엇을 도와드릴까요?
qstr_What?_You_come_to_me|뭐? 이렇게 나한테 와놓고 내가 뭘 하는지 모르겠다고? 주위를 봐.^^피가 보이나? 우는 소리가 들리나? 그들의 고통이 느껴지는가? 그게 내가 하는 일이야! 나는 그것들을 더 나아지기 위해 그것들을 깨트리지! 네가 아프고 망가져서 나한테 오면, 내가 널 나아지게 만들어줄 수 있어!
qstr_I_am_a_healer._Come_|나는 치유자다. 당신과 당신 동료들이 치명적인 부상을 입으면, 내 능력을 이용해 최선을 다해 당신들의 부상을 살펴주겠다.
qstr__Costs_500_Resource_|(500 자원 포인트, 5 영향력 소모)
qstr_Ha!_I_can_see_that!_|하! 알겠다! 그정도는 할 수 있지, 그래... 네 피를 제외하고, 이건 공짜가 아니다! {s2}
qstr_Yes_I_see_that._We_c|그래, 우리는 당신처럼 할 수 있을 것이다. 알겠어. 응, 하지만 재료를 좀 보내줘야겠어. {s2}
qstr__Costs_1000_Resource_|(1000 자원 포인트, 10 영향력 소모)
qstr_I_ll_have_my_worms_d|내 지렁이들이 널 상대하도록 할게. 그들은 최고는 아니지만 때때로 그들은 그 일을 해낸다. 언제 그들이 여기 오길 원하면 말해줘. {s2}
qstr_I_ll_have_my_assista|내 부하들에게 당신 부하처럼 행동하라 말하겠습니다. 그들은 아직 배우는 중이니 참고 견뎌주길 바랍니다. 필요할 때 알려주십시오. {s2}
qstr_Alright!_Worms!_Get_|좋아! 벌레들아! 어서 와서 이걸 처리해라!
qstr_Let_us_begin._My_ass|시작하자. 내 부하들이 너와 네 병사들을 보살펴줄 것이다.
qstr_All_done!_Ha!_You_di|다 됐어! 하! 비명을 지르지 않을 줄이야, 인상깊군! 이제 떠나라, 날 내버려두고.
qstr_We_ve_done_what_We_c|우린 우리가 할 수 있는 것을 했다. 이제 당신과 당신 병사들은 좀 쉬어야한다.
qstr_Boss_the_lads_are_hu|대장, 우리 애들이 배고파해! 이렇게 힘든 일을 하고 나면 항상 배고프다고!
qstr_Master_the_lads_are_|주인, 우리 애들이 배고파해! 우리는 텅 빈 배를 부여잡고는 이렇게 계속 싸울 수 없어!
qstr_Yes!_With_proper_fed|좋아! 배부른 배와 함께라면, 우리는 널 두 배로 잘 섬길 수 있다!
