trp_unarmed_troop|Tropa desarmada
trp_knight_3_11|Elladan
trp_knight_3_12|Elrohir
trp_knight_3_13|Halbarad
trp_knight_3_16|Miriel
trp_knight_3_17|Gladvaethor
trp_knight_4_1|Castigador Snog
trp_knight_4_2|Castigador Snotgor
trp_knight_4_6|General Tuskim
trp_knight_4_7|General Mugslag
trp_knight_4_11|Ruel
trp_knight_4_12|Beranor Pielnegra
trp_knight_4_16|Castigador Brolgukhsh
trp_knight_4_17|Castigador Grumrunt
trp_knight_4_18|Castigador Grimsob
trp_knight_5_1|Señor Halward
trp_knight_5_2|Señor Bardo
trp_knight_5_3|Señor Esgarain
trp_knight_5_6|Fulgni Barbiluengo
trp_knight_5_7|Thorin Yelmo de Piedra
trp_knight_5_11|Jefe Fudreim
trp_knight_5_12|Jefe Wulf
trp_knight_6_1|Dervorin
trp_smith_mtirith|Berethor el Herrero
trp_smith_mtirith_pl|herreros del Senescal
trp_smith_pelargir|Hallatan Maestro del Metal
trp_smith_pelargir_pl|herrero
trp_smith_linhir|Bor el Armero
trp_smith_linhir_pl|herrero
trp_smith_dolamroth|Haldad el Herrero
trp_smith_dolamroth_pl|herreros de Amroth
trp_smith_edhellond|Ryis Tuercehierro
trp_smith_edhellond_pl|herrero
trp_smith_lossarnach|Berin, maestro hachero
trp_smith_lossarnach_pl|herrero
trp_smith_tarnost|Harandil Martillo de Acero
trp_smith_tarnost_pl|herrero
trp_smith_erech|Lorne el Negro
trp_smith_erech_pl|herrero
trp_smith_pinnath|Tarandil el Espadero
trp_smith_pinnath_pl|herrero
trp_smith_eosgiliath|Bzurg el Saqueador
trp_smith_eosgiliath_pl|herrero
trp_smith_wosgiliath|Gardil
trp_smith_wosgiliath_pl|herrero improvisado
trp_smith_calembel|Agronom
trp_smith_calembel_pl|herrero
trp_smith_hannun|Fal el herrero Montaraz
trp_smith_hannun_pl|alijo de equipamiento montaraz
trp_smith_candros|Kalimdor
trp_smith_candros_pl|herrero
trp_smith_edoras|Eaoden Maestro del Acero
trp_smith_edoras_pl|herrero del Rey
trp_smith_aldburg|Fulm el Herrador
trp_smith_aldburg_pl|herrero
trp_smith_hornburg|Aldhelm
trp_smith_hornburg_pl|herrero
trp_smith_eastemnet|Eadfrid
trp_smith_eastemnet_pl|herrero
trp_smith_westfold|Deor Hacedor de Yelmos
trp_smith_westfold_pl|herrero
trp_smith_westemnet|Armero
trp_smith_westemnet_pl|herrero
trp_smith_eastfold|Eaderan Tallahierro
trp_smith_eastfold_pl|herrero
trp_smith_morannon|Hurbar Forjaverjas
trp_smith_morannon_pl|herrero
trp_smith_mmorgul|Orgurz Escupefuego
trp_smith_mmorgul_pl|herrero
trp_town_24_smith|Boz Rompehierro
trp_town_24_smith_pl|herrero
trp_smith_orc_patrol|Glugz Dedo de Hierro
trp_smith_orc_patrol_pl|herrero del campamento
trp_smith_oscamp|Kugash Amante del Hierro
trp_smith_oscamp_pl|herrero del campamento
trp_smith_isengard|Burz Machaca-Hierro
trp_smith_isengard_pl|herrero subterráneo
trp_smith_uoutpost|Gurzuk Diente de Hierro
trp_smith_uoutpost_pl|herrero del puesto de avanzada
trp_smith_uhcamp|Rabzug Comeherrumbre
trp_smith_uhcamp_pl|herrero del campamento
trp_smith_urcamp|Glurk
trp_smith_urcamp_pl|herrero del campamento
trp_smith_cgaladhon|Dirufin Tallador de Arcos
trp_smith_cgaladhon_pl|armeros élficos
trp_smith_cdolen|Dimirian el Flechero
trp_smith_cdolen_pl|armeros élficos
trp_smith_camroth|Getasistan
trp_smith_camroth_pl|armeros élficos
trp_smith_thranduils_halls|Thurinor
trp_smith_thranduils_halls_pl|herrero
trp_smith_woodelf_camp|Calechir
trp_smith_woodelf_camp_pl|herrero
trp_smith_beorn|Beornalaf, maestro hachero
trp_smith_beorn_pl|herrero
trp_smith_moria|Burgak el Forjador
trp_smith_moria_pl|herrero
trp_smith_dale|Ardel Mano de Fuego
trp_smith_dale_pl|herrero
trp_smith_esgaroth|Kelegarn Tallador de Arcos
trp_smith_esgaroth_pl|herrero
trp_smith_erebor|Thror el Martillador
trp_smith_erebor_pl|a los reputados herreros enanos
trp_smith_dunland|Dorrowuld Pica de Hierro
trp_smith_dunland_pl|herrero
trp_smith_harad|Har Doblador de Acero
trp_smith_harad_pl|herrero
trp_smith_khand|Pushurt el Regateador
trp_smith_khand_pl|herrero
trp_smith_umbar|Fuinir el Forjador
trp_smith_umbar_pl|herrero
trp_smith_imladris|Duifirian
trp_smith_imladris_pl|armeros élficos
trp_smith_dolguldur|Shtazg Golpegrís
trp_smith_dolguldur_pl|herrero
trp_smith_north_rhun|Ognjemir Kladivo
trp_smith_north_rhun_pl|herrero improvisado
trp_smith_gundabad|Blurg Vende-Nieve
trp_smith_gundabad_pl|herrero
trp_smith_ironhill|Herrero de las Colinas de Hierro
trp_smith_ironhill_pl|herreros del campamento enano
trp_town_50_weaponsmith|Shruklug Afilador de Cuchillos
trp_town_50_weaponsmith_pl|herrero
trp_smith_gondor_ac|Bor el Armero
trp_smith_gondor_ac_pl|herrero del campamento
trp_smith_rohan_ac|Deor Hacedor de Yelmos
trp_smith_rohan_ac_pl|herrero del campamento
trp_smith_mordor_ac|Hurbar Forjaverjas
trp_smith_mordor_ac_pl|herrero
trp_smith_isengard_ac|Burz Machaca-Hierro
trp_smith_isengard_ac_pl|herrero subterráneo
trp_smith_lorien_ac|Dimirian el Flechero
trp_smith_lorien_ac_pl|armeros élficos
trp_smith_woodelf_ac|Dhoelath
trp_smith_woodelf_ac_pl|herrero
trp_smith_dwarf_ac|Herrero de las Colinas de Hierro
trp_smith_dwarf_ac_pl|herreros del campamento enano
trp_smith_gundabad_ac|Blurg Vende-Nieve
trp_smith_gundabad_ac_pl|herrero
trp_smith_rhun_ac|Branimir Bronnik
trp_smith_rhun_ac_pl|herrero improvisado
trp_smith_guldur_ac|Shtazg Golpegris
trp_smith_guldur_ac_pl|herrero
trp_smith_imladris_ac|Duifirian
trp_smith_imladris_ac_pl|armeros elfos
trp_smith_dunland_ac|Dorrowuld Pica de Hierro
trp_smith_dunland_ac_pl|herrero
trp_smith_harad_ac|Har Doblador de Acero
trp_smith_harad_ac_pl|herrero
trp_smith_khand_ac|Pushurt el Regateador
trp_smith_khand_ac_pl|herrero
trp_smith_umbar_ac|Fuinir el Forjador
trp_smith_umbar_ac_pl|herrero
trp_smith_moria_ac|Burgak el Forjador
trp_smith_moria_ac_pl|herrero
trp_smith_dale_ac|Ardel Mano de Fuego
trp_smith_dale_ac_pl|herrero
trp_smith_beorn_ac|Beornalaf, maestro hachero
trp_smith_beorn_ac_pl|herrero
trp_smith_woodelf_west_camp|Dhoelath
trp_smith_woodelf_west_camp_pl|herrero
trp_smith_woodmen|Beornalaf, maestro hachero
trp_smith_woodmen_pl|herrero
trp_smith_beorn_v|Beornalaf, maestro hachero
trp_smith_beorn_v_pl|herrero
trp_smith_troll_cave|Burgak el Forjador
trp_smith_troll_cave_pl|herrero
trp_smith_dg_outpost|Shtazg Golpegrís
trp_smith_dg_outpost_pl|herrero
trp_smith_main_rhun|Branimir Bronnik
trp_smith_main_rhun_pl|herrero improvisado
trp_smith_south_rhun|Branimir Bronnik
trp_smith_south_rhun_pl|herrero improvisado
trp_smith_gundabad_ne|Blurg Vende-Nieve
trp_smith_gundabad_ne_pl|herrero
trp_smith_gundabad_nw|Blurg Vende-Nieve
trp_smith_gundabad_nw_pl|herrero
trp_smith_gundabad_s|Blurg Vende-Nieve
trp_smith_gundabad_s_pl|herrero
trp_smith_gundabad_m|Blurg Vende-Nieve
trp_smith_gundabad_m_pl|herrero
trp_barman_eastemnet|Tabernero
trp_barman_eastemnet_pl|l castillo
trp_barman_westfold|Tabernero
trp_barman_westfold_pl|l castillo
trp_barman_westemnet|Tabernero
trp_barman_westemnet_pl|l castillo
trp_barman_eastfold|Tabernero
trp_barman_eastfold_pl|l castillo
trp_barman_baraddur|Tabernero
trp_barman_baraddur_pl|l castillo
trp_barman_morannon|Tabernero
trp_barman_morannon_pl| la cueva del cabecilla
trp_barman_mmorgul|Tabernero
trp_barman_mmorgul_pl| la Torre
trp_merchant_main_rhun|Encargado de suministros
trp_merchant_main_rhun_pl|almacén del campamento
trp_merchant_dg_outpost|Encargado de suministros
trp_merchant_dg_outpost_pl|establo y almacén
trp_merchant_woodelf_west_camp|Encargado de suministros
trp_merchant_woodelf_west_camp_pl|suministros élficos
trp_merchant_gundabad_m|Encargado de suministros
trp_merchant_gundabad_m_pl|almacén del campamento
trp_merchant_gundabad_s|Encargado de suministros
trp_merchant_gundabad_s_pl|almacén del campamento
trp_merchant_gundabad_nw|Encargado de suministros
trp_merchant_gundabad_nw_pl|almacén del campamento
trp_merchant_gundabad_ne|Encargado de suministros
trp_merchant_gundabad_ne_pl|almacén del campamento
trp_merchant_troll_cave|Encargado de suministros
trp_merchant_troll_cave_pl|foso de huargos y suministros
trp_merchant_beorn_v|Encargado de suministros
trp_merchant_beorn_v_pl|establo y almacén
trp_merchant_orc_sentry|Encargado de suministros
trp_merchant_orc_sentry_pl|almacén del campamento
trp_merchant_candros|Encargado de suministros
trp_merchant_candros_pl|establo y almacén
trp_merchant_hannun|Encargado de suministros
trp_merchant_hannun_pl|suministros de los montaraces
trp_merchant_mtirith|Encargado de suministros
trp_merchant_mtirith_pl|establo y almacén
trp_merchant_pelargir|Encargado de suministros
trp_merchant_pelargir_pl|establo y almacén
trp_merchant_linhir|Encargado de suministros
trp_merchant_linhir_pl|establo y almacén
trp_merchant_dolamroth|Encargado de suministros
trp_merchant_dolamroth_pl|establo y almacén
trp_merchant_edhellond|Encargado de suministros
trp_merchant_edhellond_pl|establo y almacén
trp_merchant_lossarnach|Encargado de suministros
trp_merchant_lossarnach_pl|establo y almacén
trp_merchant_tarnost|Encargado de suministros
trp_merchant_tarnost_pl|establo y almacén
trp_merchant_erech|Encargado de suministros
trp_merchant_erech_pl|establo y almacén
trp_merchant_pinnath|Encargado de suministros
trp_merchant_pinnath_pl|establo y almacén
trp_merchant_eosgiliath|Encargado de suministros
trp_merchant_eosgiliath_pl|establo y almacén
trp_merchant_wosgiliath|Encargado de suministros
trp_merchant_wosgiliath_pl|establo y almacén
trp_town_12_horse_merchant|Encargado de suministros
trp_town_12_horse_merchant_pl|establo y almacén
trp_town_13_horse_merchant|Encargado de suministros
trp_town_13_horse_merchant_pl|establo y almacén
trp_merchant_edoras|Encargads de suministros
trp_merchant_edoras_pl|establo y almacén
trp_merchant_aldburg|Encargado de suministros
trp_merchant_aldburg_pl|establo real y almacén
trp_merchant_hornburg|Encargado de suministros
trp_merchant_hornburg_pl|establo y almacén
trp_merchant_eastemnet|Encargado de suministros
trp_merchant_eastemnet_pl|establo y almacén
trp_merchant_westfold|Encargads de suministros
trp_merchant_westfold_pl|establo y almacén
trp_merchant_westemnet|Encargads de suministros
trp_merchant_westemnet_pl|establo y almacén
trp_merchant_eastfold|Encargads de suministros
trp_merchant_eastfold_pl|establo y almacén
trp_town_21_horse_merchant|Encargado de suministros
trp_town_21_horse_merchant_pl|foso y almacén
trp_merchant_morannon|Encargado de suministros
trp_merchant_morannon_pl|foso y almacén
trp_merchant_mmorgul|Encargado de suministros
trp_merchant_mmorgul_pl|foso y almacén
trp_town_24_horse_merchant|Encargado de suministros
trp_town_24_horse_merchant_pl|foso y almacén
trp_merchant_orc_patrol|Encargado de suministros
trp_merchant_orc_patrol_pl|almacén del campamento
trp_merchant_isengard|Encargado de suministros
trp_merchant_isengard_pl|almacén del campamento
trp_town_27_horse_merchant|Encargado de suministros
trp_town_27_horse_merchant_pl|foso de huargos y suministros
trp_merchant_uoutpost|Encargado de suministros
trp_merchant_uoutpost_pl|foso de huargos y suministros
trp_merchant_uhcamp|Encargado de suministros
trp_merchant_uhcamp_pl|foso de huargos y suministros
trp_merchant_urcamp|Encargado de suministros
trp_merchant_urcamp_pl|foso de huargos y suministros
trp_merchant_cgaladhon|Encargado de suministros
trp_merchant_cgaladhon_pl|suministros élficos
trp_merchant_cdolen|Encargado de suministros
trp_merchant_cdolen_pl|suministros élficos
trp_merchant_camroth|Encargado de suministros
trp_merchant_camroth_pl|suministros élficos
trp_merchant_thranduils_halls|Encargado de suministros
trp_merchant_thranduils_halls_pl|suministros élficos
trp_merchant_woodelf_camp|Encargado de suministros
trp_merchant_woodelf_camp_pl|suministros élficos
trp_merchant_woodmen|Encargado de suministros
trp_merchant_woodmen_pl|establo y almacén
trp_merchant_beorn|Encargado de suministros
trp_merchant_beorn_pl|establo y almacén
trp_merchant_moria|Encargado de suministros
trp_merchant_moria_pl|foso de huargos y suministros
trp_merchant_dale|Encargado de suministros
trp_merchant_dale_pl|establo y almacén
trp_merchant_esgaroth|Encargado de suministros
trp_merchant_esgaroth_pl|establo y almacén
trp_merchant_erebor|Encargado de suministros
trp_merchant_erebor_pl|suministros enanos
trp_merchant_dunland|Contrabandista dunlendino
trp_merchant_dunland_pl|almacén del campamento
trp_merchant_harad|Intendente de provisioones Haradrim
trp_merchant_harad_pl|almacén del campamento
trp_merchant_khand|Intendente de provisiones de Khand
trp_merchant_khand_pl|almacén del campamento
trp_merchant_umbar|Encargado de suministros
trp_merchant_umbar_pl|almacén del campamento
trp_merchant_imladris|Encargado de suministros
trp_merchant_imladris_pl|suministros del campamento
trp_merchant_dolguldur|Encargado de suministros
trp_merchant_dolguldur_pl|establo y almacén
trp_merchant_north_rhun|Encargado de suministros
trp_merchant_north_rhun_pl|almacén del campamento
trp_merchant_south_rhun|Encargado de suministros
trp_merchant_south_rhun_pl|almacén del campamento
trp_merchant_gundabad|Encargado de suministros
trp_merchant_gundabad_pl|almacén del campamento
trp_merchant_ironhill|Encargado de suministros
trp_merchant_ironhill_pl|suministros enanos
trp_town_50_horse_merchant|Gobrip Diente Amarillo
trp_town_50_horse_merchant_pl|foso de huargos y suministros
trp_merchant_calembel|Encargado de suministros
trp_merchant_calembel_pl|establo y almacén
trp_elder_mtirith|Portavoz gremial de Tirith
trp_elder_mtirith_pl| la Ciudad Blanca
trp_elder_pelargir|Portavoz de los marineros
trp_elder_pelargir_pl| la ciudad
trp_elder_linhir|Portavoz gremial de Linhir
trp_elder_linhir_pl| la ciudad
trp_elder_dolamroth|Portavoz gremial de Dol Amroth
trp_elder_dolamroth_pl| la ciudad
trp_elder_edhellond|Portavoz gremial de Edhellond
trp_elder_edhellond_pl| la ciudad
trp_elder_lossarnach|Portavoz gremial de Lossarnach
trp_elder_lossarnach_pl| la ciudad
trp_elder_tarnost|Portavoz gremial de Tarnost
trp_elder_tarnost_pl| la ciudad
trp_elder_erech|Portavoz gremial de Erech
trp_elder_erech_pl| la ciudad
trp_elder_pinnath|Anciano de la tribu de Pinnath
trp_elder_pinnath_pl| la ciudad
trp_elder_ethring|Portavoz gremial de Calembel
trp_elder_ethring_pl| la ciudad
trp_elder_henneth|Portavoz de los Montaraces
trp_elder_henneth_pl| la guarida
trp_elder_cairandros|Portavoz gremial de Cair Andros
trp_elder_cairandros_pl| la isla fortificada
trp_elder_edoras|Thain de Édoras
trp_elder_edoras_pl| la ciudad
trp_elder_aldburg|Thain de Aldburg
trp_elder_aldburg_pl| la ciudad
trp_elder_hornburg|Thain del Abismo de Helm
trp_elder_hornburg_pl| la fortaleza
trp_elder_eastemnet|Thain de Estemnet
trp_elder_eastemnet_pl| la ciudad
trp_elder_westfold|Thain del Folde Oeste
trp_elder_westfold_pl| la ciudad
trp_elder_westemnet|Thain de Oestemnet
trp_elder_westemnet_pl| la ciudad
trp_elder_eastfold|Thain del Folde Este
trp_elder_eastfold_pl| la ciudad
trp_elder_morannon|Capataz de la Puerta Negra
trp_elder_morannon_pl| las cuevas que dan a la Gran Puerta
trp_elder_mmorgul|Jefe de Morgul
trp_elder_mmorgul_pl| la ciudad siniestra
trp_elder_cungol|Jefe del campamento
trp_elder_cungol_pl|l campamento
trp_elder_isengard|Grima Lengua de Serpiente
trp_elder_isengard_pl| la ciudad
trp_elder_cgaladhon|Sabio de Lórien
trp_elder_cgaladhon_pl| la fortaleza élfica del bosque
trp_elder_cdolen|Sabio de Lórien
trp_elder_cdolen_pl|l campamento
trp_elder_camroth|Sabio de Lórien
trp_elder_camroth_pl|l campamento
trp_elder_thalls|Anciano del Bosque Negro
trp_elder_thalls_pl| las cuevas de los elfos
trp_elder_imladris|Intendente del campamento de Rivendel
trp_elder_imladris_pl|l campamento
trp_elder_wvillage|Vicent del Bosque
trp_elder_wvillage_pl|l pueblo
trp_elder_beorn|Anciano Beórnida
trp_elder_beorn_pl| la aldea
trp_elder_harad|Jefe del campamento Haradrim
trp_elder_harad_pl|l campamento
trp_elder_rhun|Sumo sacerdote de Rhun
trp_elder_rhun_pl|l campamento
trp_elder_khand|Jefe del campamento de Khand
trp_elder_khand_pl|l campamento
trp_elder_dunland|Jefe del campamento dunlendino
trp_elder_dunland_pl|l campamento
trp_elder_umbar|Intendente de Umbar
trp_elder_umbar_pl|l campamento fortificado
trp_elder_moria|Jefe de Moria
trp_elder_moria_pl| las Minas
trp_elder_gunda|Líder de las Cuevas
trp_elder_gunda_pl| las cuevas
trp_elder_dale|Intendente de Valle
trp_elder_dale_pl| la ciudad
trp_elder_esgaroth|Intendente de Esgaroth
trp_elder_esgaroth_pl| la Ciudad del Lago
trp_elder_erebor|Portavoz gremial de Erebor
trp_elder_erebor_pl| los Salones
trp_elder_dolguldur|Jefe de Dol Guldur
trp_elder_dolguldur_pl|l castillo negro
trp_elder_wosgiliath|Jefe del campamento
trp_elder_wosgiliath_pl|l campamento
trp_elder_oscamp|Jefe del campamento
trp_elder_oscamp_pl|l campamento
trp_elder_eosgiliath|Jefe del campamento
trp_elder_eosgiliath_pl|l campamento
trp_elder_uoutpost|Jefe del campamento
trp_elder_uoutpost_pl|l campamento
trp_elder_uhcamp|Jefe del campamento
trp_elder_uhcamp_pl|l campamento
trp_elder_urcamp|Jefe del campamento
trp_elder_urcamp_pl|l campamento
trp_elder_woodelf_camp|Anciano
trp_elder_woodelf_camp_pl|l campamento
trp_elder_woodelf_west_camp|Anciano
trp_elder_woodelf_west_camp_pl|l campamento
trp_elder_beorn_v|Anciano Beórnida
trp_elder_beorn_v_pl|l pueblo
trp_elder_troll_cave|Jefe de la cueva
trp_elder_troll_cave_pl| las cuevas
trp_elder_dg_outpost|Jefe del campamento
trp_elder_dg_outpost_pl|l campamento
trp_elder_rhun_sc|Jefe del campamento de Rhûn
trp_elder_rhun_sc_pl|l campamento
trp_elder_rhun_nc|Jefe del campamento de Rhûn
trp_elder_rhun_nc_pl|l campamento
trp_elder_gunda_ne|Anciano orco
trp_elder_gunda_ne_pl|l campamento
trp_elder_gunda_nw|Anciano orco
trp_elder_gunda_nw_pl|l campamento
trp_elder_gunda_s|Anciano orco
trp_elder_gunda_s_pl|l campamento
trp_elder_gunda_m|Anciano orco
trp_elder_gunda_m_pl|l campamento
trp_elder_ironhill|Jefe del campamento
trp_elder_ironhill_pl|l campamento
trp_village_1_elder|Señor del Látigo
trp_village_1_elder_pl| las cuevas
trp_tutorial_chest_1|Cofre de armas cuerpo a cuerpo
trp_tutorial_chest_2|Cofre de armas a distancia
trp_bonus_chest_1|Cofre de bonificación
trp_bonus_chest_2|Cofre de bonificación
trp_bonus_chest_3|Cofre de bonificación
trp_camp_chest_faction|Cofre de facción
trp_camp_chest_none|Cofre sin dueño
trp_player_chest|Mi Cofre
trp_local_merchant|Mercaderes locales
trp_local_merchant_pl|Mercaderes locales
trp_tax_rebel|Campesino rebelde
trp_tax_rebel_pl|Campesinos rebeldes
trp_trainee_peasant|Campesino
trp_trainee_peasant_pl|Campesinos
trp_fugitive_man|Hombre sospechoso
trp_fugitive_man_pl|Hombres sospechosos
trp_fugitive_elf|Elfo sospechoso
trp_fugitive_elf_pl|Elfos sospechosos
trp_fugitive_dwarf|Enano sospechoso
trp_fugitive_dwarf_pl|Enanos sospechosos
trp_fugitive_orc|Orco sospechoso
trp_fugitive_orc_pl|Orcos sospechosos
trp_spy|Corsario taimado
trp_spy_pl|Corsarios taimados
trp_spy_evil|Sureño taimado
trp_spy_evil_pl|Sureños taimados
trp_spy_partner|Contacto del espía
trp_spy_partner_pl|Contactos del espía
trp_spy_partner_evil|Contacto del espía
trp_spy_partner_evil_pl|Contactos del espía
trp_easter_egg_troll|El Troll
trp_treebeard|Bárbol
trp_ent_1|Ramaviva
trp_ent_2|Finglas
trp_ent_3|Fladrif
trp_gandalf|Gandalf
trp_gandalf_pl|Gandalfs hechos a mano
trp_nazgul|Nazgûl
trp_nazgul_pl|Nazgûl domesticado
trp_radagast|Radagast
trp_barman|Camarero
trp_elder|Anciano del lugar
trp_gear_merchant|Mercader de equipapiento
trp_goods_merchant|Mercader de bienes
trp_start_quest_caravaneer|Torbal el Caravanero
trp_dorwinion_bandit|Bandido de Dorwinion
trp_dorwinion_bandit_pl|Bandidos de Dorwinion
trp_dorwinion_raider|Incursor de Dorwinion
trp_dorwinion_raider_pl|Invasores de Dorwinion
trp_city_guard|Guardia de la Ciudad
trp_city_guard_pl|guardia de la ciudad
trp_orc_sentry|Centinela orco
trp_orc_sentry_pl|centinela orco
trp_uruk_hai_sentry|Centinela Uruk-hâi
trp_uruk_hai_sentry_pl|centinela uruk-hâi
trp_black_numenorean_sorcerer|Hechicero negro de Númenor
trp_black_numenorean_sorcerer_pl|Hechiceros negros de Númenor
trp_evil_priest|Sacerdote malvado
trp_evil_priest_pl|Sacerdotes malvados
trp_wolf_rider_of_mirkwood|Jinete de lobo del Bosque Negro
trp_wolf_rider_of_mirkwood_pl|Jinetes de lobo del Bosque Negro
trp_warg_rider_of_mirkwood|Jinete de huargo del Bosque Negro
trp_warg_rider_of_mirkwood_pl|Jinetes de huargo del Bosque Negro
trp_gate_aggravator|Defensa de la puerta
trp_orc_pretender|Aspirante a cabecilla orco
trp_human_prisoner|Prisionero humano
trp_spider|Araña del Bosque Negro 
trp_spider_pl|Arañas del Bosque Negro 
trp_bear|Oso
trp_bear_pl|Osos
trp_wolf|Lobo
trp_wolf_pl|Lobos
trp_dorwinion_sack|Saco de Dorwinion
trp_ring_hunter_captain|Capitán de los Caza-anillos
trp_ring_hunter_lt|Capitán de los Caza-anillos
trp_ring_hunter_one|Caza-anillos
trp_ring_hunter_one_pl|Caza-anillos
trp_ring_hunter_two|Caza-anillos
trp_ring_hunter_two_pl|Caza-anillos
trp_ring_hunter_three|Caza-anillos
trp_ring_hunter_three_pl|Caza-anillos
trp_ring_hunter_four|Caza-anillos
trp_ring_hunter_four_pl|Caza-anillos
trp_start_quest_uruk|Capitán uruk de Mordor
trp_start_quest_orc|Teniente orco de Mordor
trp_start_quest_orc_pl|Orcos grandes de Mordor
trp_start_quest_woodelf|Tirador real Galadhrim
trp_start_quest_woodelf_pl|Tiradores reales Galadhrim
trp_start_quest_mordor_scout|Guía de Mordor
trp_start_quest_mordor_scout_pl|Guías de Mordor
trp_start_quest_beorning|Berserker Beórnida de Carroca 
trp_start_quest_beorning_pl|Berserkers Beórnidas de Carroca 
trp_i6_beorning_bear_warrior|Guerrero Oso
trp_i6_beorning_bear_warrior_pl|Guerreros Oso
trp_morannon_healer|Okstuk el Sanador
trp_minas_tirith_healer|Ioreth
trp_edoras_healer|Freya la Sanadora
trp_isengard_healer|Nurgal el Zurcidor
trp_guldur_healer|Mornagar el Hechicero
trp_gundabad_healer|Lurgakh Tercer Ojo
trp_mirkwood_healer|Corwiel Manos Suaves
trp_hungry_uruk|Uruk hambriento
trp_hungry_orc|Orco hambriento
trp_longing_lorien|Elfo melancólico
trp_longing_woodelf|Elfo melancólico
trp_longing_imladris|Elfo melancólico
trp_i5_moria_deep_dweller|Morador de las profundidades de Moria
trp_i5_moria_deep_dweller_pl|Moradores de las profundidades de Moria
trp_i5_moria_orc_chieftain|Cacique orco de Moria
trp_i5_moria_orc_chieftain_pl|Caciques orcos de Moria
trp_c5_rhovanion_noble|Noble de Rhovanion
trp_c5_rhovanion_noble_pl|Nobles de Rhovanion
trp_npc18|Turmbathu
trp_npc19|Heidrek
trp_npc20|Zigûrphel
trp_werewolf|Licántropo
trp_werewolf_pl|Licántropos
trp_moria_troll|Troll de las cavernas
trp_moria_troll_pl|Trolls de las cavernas
trp_moria_vet_troll|Troll de las cavernas entrenado
trp_moria_vet_troll_pl|Trolls de las cavernas entrenados
trp_moria_armored_troll|Troll de las cavernas con armadura
trp_moria_armored_troll_pl|Trolls de las cavernas con armadura
trp_gunda_troll|Troll de las montañas
trp_gunda_troll_pl|Trolls de las montañas
trp_gunda_vet_troll|Troll de las montañas Entrenado
trp_gunda_vet_troll_pl|Troll de las montañas Entrenados
trp_gunda_placeholder|Troll de las montañas Entrenado
trp_gunda_placeholder_pl|Troll de las montañas Entrenados
trp_isen_troll|Troll de Isengard
trp_isen_troll_pl|Trolls de Isengard
trp_isen_vet_troll|Troll Entrenado de Isengard
trp_isen_vet_troll_pl|Trolls Entrenados de Isengard
trp_isen_armored_troll|Troll de Isengard con armadura
trp_isen_armored_troll_pl|Trolls de Isengard con armadura
trp_mordor_troll|Troll de Mordor
trp_mordor_troll_pl|Trolls de Mordor
trp_mordor_vet_troll|Troll de Mordor Entrenado
trp_mordor_vet_troll_pl|Trolls de Mordor Entrenados
trp_mordor_olog_hai|Olog-hai de Mordor
trp_mordor_olog_hai_pl|Olog-hai de Mordor
trp_troll_placeholder_1|Troll de las cavernas
trp_troll_placeholder_1_pl|Trolls de las cavernas
trp_troll_placeholder_2|Troll de las cavernas
trp_troll_placeholder_2_pl|Trolls de las cavernas
trp_troll_placeholder_3|Troll de las cavernas
trp_troll_placeholder_3_pl|Trolls de las cavernas
trp_troll_placeholder_4|Troll de las cavernas
trp_troll_placeholder_4_pl|Trolls de las cavernas
trp_troll_placeholder_5|Troll de las cavernas
trp_troll_placeholder_5_pl|Trolls de las cavernas
trp_troll_placeholder_6|Troll de las cavernas
trp_troll_placeholder_6_pl|Trolls de las cavernas
trp_wild_troll|Troll salvaje de las cavernas
trp_wild_troll_pl|Trolls salvajes de las cavernas
trp_ent|Ent
trp_ent_pl|Ents
trp_mountain_goblin|Trasgo de montaña
trp_mountain_goblin_pl|Trasgos de montaña
trp_tribal_orc|Orco tribal
trp_tribal_orc_pl|Orcos tribales
trp_tribal_orc_warrior|Guerrero tribal orco
trp_tribal_orc_warrior_pl|Guerreros tribales orcos
trp_tribal_orc_chief|Jefe tribal orco
trp_tribal_orc_chief_pl|Jefes tribales orcos
trp_a3_dism_skirmisher_of_rohan|Escaramuzador de Rohan
trp_a3_dism_skirmisher_of_rohan_pl|Escaramuzadores de Rohan
trp_a4_dism_veteran_skirmisher_of_rohan|Escaramuzador veterano de Rohan
trp_a4_dism_veteran_skirmisher_of_rohan_pl|Escaramuzadores veteranos de Rohan
trp_a5_dism_elite_skirmisher_of_rohan|Escaramuzador de élite de Rohan
trp_a5_dism_elite_skirmisher_of_rohan_pl|Escaramuzadores de élite de Rohan
trp_ac5_camel_rider|Jinete de camello Haradrim
trp_ac5_camel_rider_pl|Jinetes de camello Haradrim
trp_aragorn|Aragorn
trp_legolas|Legolas
trp_gimli|Gimli
trp_pippin_notmet|Mediano
trp_merry_notmet|Mediano
trp_pippin|Pippin
trp_merry|Merry
