qstr_Received_{reg0}_dama|受到{reg0}傷害。
qstr_Reached_Gauntlet_wav|達到比賽第{reg1}波！
qstr_Ballista:_out_of_amm|弩砲：彈藥用盡！
qstr_Ballista:_turn_CURSO|弩砲：用滑鼠轉動，LSHIFT瞄準，空白鍵射擊，T點火，F退出
qstr_Ballista:_out_of_ammo|弩砲：彈藥用盡
qstr_The_ladders_on_Deepi|有梯子搭在深谷防禦牆上了！小心！
qstr_THREE.._TWO..._ONE..|三...二...一....開打！
qstr_You_have_come_upon_t|你來到視野之山，阿蒙漢的廢墟，一座剛鐸的瞭望塔獨自佇立，你覺得這個地方曾經偉大但已經早就被遺忘了
qstr_You_have_come_upon_th|你已經到了死亡沼澤，在最後同盟的戰爭中達哥拉之戰的地點。^^沼澤地已經吞沒了曾經的草原，現在唯一的綠色是憂憂水面上深綠雜草的渣滓^^枯草和腐爛的蘆葦在迷霧中如同久被遺忘夏天的陰影搖擺著，人類、精靈和半獸人的屍體漂浮在混濁的水裡^^空氣令人感到濕冷，當你看到水面下精靈屍體的眼睛如蠟燭般閃爍時你只能忍不住顫抖
qstr_You_have_entered_the|你已經進入了南方幽暗密林的樹林中，曾被稱為巨綠森的地方^^多爾哥多的要塞就在附近而其陰影則投射在森林上。這裡的樹林令人感覺黏膩且充滿著腐朽。古老的橡樹被腐爛和真菌覆蓋而巨大的蜘蛛網則延綿纏繞著其樹幹^^空氣是黑暗、悶熱和靜止的，窒息感緩緩的壓迫著你
qstr_You_have_found_the_D|你找到了理當存放傳說之槍的矮人倉庫。向{s3}報告你的發現
qstr_Leave_the_Warehouse?|離開倉庫？
qstr_Leave_the_place_in_s|悄悄地離開此地？
qstr_Leave_scene?|離開現場？
qstr_Trace_back_your_step|要循著原路回到開闊處嗎？
qstr_There_is_no_way_out!|沒有任何出路了！要向半獸人們投降嗎？
qstr_Stealth_mini_game_tu|潛行迷你游戲教學：這裡有兩個警報等級。^^等級1是由守衛看到屍體或看見你來發佈的。^等級2則是由守衛在等級1啟動後仍看見你而發佈的。^^等級2危險之處在於守衛會持續抵達。^你可以透過躲藏來避免被發現。要躲藏只需移動到各種掩體背後。
qstr_You_are_now_hidden.|你正躲藏著。
qstr_You_move_out_of_hidi|你離開了掩體。
qstr_The_guards_have_spot|守衛發現了一具屍體！
qstr_Alarm_Level_is_now_a|警報正處於等級1！
qstr_You_have_been_too_sl|你的行動太慢：警報已在林中響徹，黑法師在你接近前已成功逃脫。
qstr_Alarm_Level_is_now_at|警報正處於等級0！
qstr_The_guards_have_spott|守衛看到了你！
qstr_Alarm_Level_is_now_at_|警報正處於等級2！
qstr_Enemy_reinforcements_|敵方增援已抵達
qstr_Venture_deeper_into_|深入林中，找到前進的道路。
qstr_The_sorcerer_has_fle|巫師已經逃跑了！
qstr_Report_this_ill_news|馬上向凱蘭崔爾女士報告這個壞消息。
qstr_The_sorcerer_is_flee|巫師正在逃跑！殺了他！
qstr_The_sorcerer_has_joi|巫師加入了戰鬥！殺了他！
qstr_The_sorcerer_is_dead|巫師已死！
qstr_The_battle_is_won!|戰鬥勝利！
qstr_A_band_of_tribal_orc|一團部落半獸人出現了！
qstr_Gaaaar!!_We_wants_th|嘎啊啊啊！我們想要那些人肉！
qstr_{s31}_scouts_have_ap|{s31}斥候出現了！
qstr_Those_are_ours!_We_h|那些是我們的！他們離開後我們一直在追蹤他們！沒有人能阻止我們！
qstr_Trolls_appeared!|食人妖出現了！
qstr_Gaaaar!!|嘎啊啊啊！
qstr_{s31}_scouts_have_app|{s31}斥候現身幫助難民！
qstr_Hurry_men!_Help_the_|弟兄們，快點！幫助難民！殺光所有渣滓別讓他們逃了！
qstr_Cannot_leave|不能離開
qstr_Longbeard_Kinsman|長鬍親屬
qstr_Ori_Longbeard|長鬍歐力
qstr_We_shall_make_our_st|我們將在此最後一搏！為了巴林！
qstr_Noooo!_You_orcs_will|不！你們這些半獸人將為此付出代價！
qstr_Arghhh!!_Nooo!!|哇啊啊啊！！不！！
qstr_I_will_take_down_as_|在倒下前我會帶更多一起下地獄的！
qstr_Raaa!!|啦啊啊啊！！
qstr_Kill_the_dwarves!|殺了矮人！
qstr_Finish_them!|了結他們！
qstr_We_will_feast_on_you|我們將用你的血肉開宴會！
qstr_Dwarf_meat!|矮人肉！
qstr_Eru_Iluvatar_has_dec|伊露維塔已決定了巴林一眾的命運，而其無法改變。
qstr_They_are_coming....!|他們來了....！
qstr_Who...dares...enter.|是誰...膽敢...進入...
qstr_You_are_not_welcome_|這裡不歡迎你！
qstr_Finally_I_found_you!|終於，找到你了！讓我們離開這裡吧！
qstr_You...are....ours...|你...是....我們的...
qstr_Look_at_my_over_the_|{playername}，看看我的過肩鏡頭！我從遠距離看起來真漂亮！
qstr_You_wish_old_man_my_|別做夢了，老頭，我的過肩鏡頭看起來才更美！
qstr_You_should_really_se|你真該看看攝政王迪耐瑟二世的臉書照片，他有夠讚！
qstr_Press_Space_to_conti|按空白鍵繼續...
qstr_{s24}__{reg13}____{r|{s24}({reg13})-還需{reg20}到下次晉升^
qstr_Influence:^_{reg11}_|影響力：^{reg11}(對{s16}的)^
qstr_Resource_Points:^_{r|資源點：^{reg12}(在{s16}的)^
qstr_{s11}_{s24}__{reg13}|{s11}{s24}({reg13})-還需{reg21}到下次晉升^
qstr_{s13}_{reg11}__with_|{s13}{reg11}(對{s16}的)^
qstr_{s15}_{reg12}__in_{s|{s15}{reg12}(在{s16}的)^
qstr_Four_years_after_bri|在從孤山帶來一群矮人試圖再次定居於矮人古城凱薩督姆的四年後，巴林在俯視鏡影湖時被一枝半獸人的箭射殺，他的子民立即與許多沿銀流河而上的半獸人交戰。在從東門和第一大殿，然後凱薩督姆之橋和第二大殿連續撤退後，剩下的長鬍們被迫撤到第二十一大殿。在看見嘗試從都靈之門逃跑的歐音失敗死亡之後，馬薩布爾之間變成失去門外第二十一大殿後殖民地最後的防線。封死了大門，歐力和少數倖存者建立了最後的防禦。
qstr_You_chase_an_orc_sco|你追著一隊半獸人斥候進入森林...
qstr_^No_food:___{reg7}|^沒有食物：-{reg7}
qstr_Current_party_morale|當前部隊士氣是：{reg5}。^當前部隊士氣加權為：^^基礎士氣：+50^隊伍規模：{s2}{reg1}^統御：{s3}{reg2}^食物種類：{s4}{reg3}{s5}^特殊物品：{s6}{reg6}^近期事件：{s7}{reg4}^總計：{reg5}
qstr_Defending|防衛中
qstr_Gathering_army|聚集軍隊中
qstr_Besieging_{s11}|圍攻{s11}中
qstr_Raiding_{s11}|掠奪{s11}中
qstr_Attacking_enemies_ar|攻擊{s11}周圍的敵人
qstr_No_one|沒有人
qstr_{s9}{s10}^Current_st|{s9} {s10}^當前狀態：{s11}^元帥：{s12}^上次進攻至今已過：{reg1}小時^攻擊方最多跟隨者：{reg2}^^
qstr_Selected_faction_is:|選擇的陣營為：{s10}^^{s9}
qstr_You_are_in_perfect_h|你非常的健康。
qstr_You_are_suffering_fr|你正被{s1}折磨著。
qstr_You_are_suffering_fro|你正被{s1}和{s2}折磨著。
qstr_You_are_suffering_from|你正被{s1}、{s2}和{s3}折磨著。
qstr_You_are_suffering_from_|你正被{s1}、{s2}、{s3}和{s4}折磨著。
qstr_Troop_upkeep__paid_e|軍餉（每四天支給）:^
qstr_{s12}^^__{s4}:_{reg8|{s12}^^ {s4}: {reg8}/{reg5} 資源點 ^陣營: {reg4}^儲存量: {reg7}
qstr_No_upkeep_costs|無工資費
qstr_Orc_hiring_bonus:_+2|半獸人招募加成：每個半獸人+2/3^
qstr_Current_party_size_l|當前隊伍大小上限是：{reg5}。 ^當前隊伍大小加權為：^^基礎大小：+10^統御：{s2}{reg1}^魅力：{s3}{reg2}^階級：{s4}{reg3}^{s5}總計：{reg5}
qstr_{s2}^_________{s4}:_|{s2}^         {s4}：{reg1}({s23})
qstr__________Faction_str|         陣營力量報告：^{s2}
qstr_{s1}^^Factions_are_n|{s1}^^陣營一般將在力量低於{reg1}被圍攻。
qstr_Savagery|兇猛
qstr_{s2}^^{s5}^{s6}|{s2}^^{s5}^{s6}
qstr_Traits_gained:^{s2}|獲得特質：^{s2}
qstr_^^You_are_{s17}.|^^你是{s17}。
qstr_Assassins_in_the_cam|營地裡有刺客，保護自己！
qstr_Ally_party_size:_{re|友方隊伍大小：{reg1}
qstr_Enemy_party_size:_{r|敵方隊伍大小：{reg1}
qstr_Party_count:_{reg0}|隊伍數量：{reg0}
qstr_Party_position__{reg|隊伍位置({reg2}，{reg3})。
qstr_Party_size_increased|隊伍大小從{reg0}增加至{reg1}！
qstr_Faction_strengths_re|陣營力量報​告：^{s2}
qstr_Attacking_enemy_part|正在攻擊{s11}的敵方隊伍
qstr_Unknown_{reg3}_|未知({reg3})
qstr_ON|開
qstr_OFF__cheat_|關(作弊)
qstr_OFF|關
qstr_All_messages|所有訊息
qstr_{reg0}__will_most_li|{reg0}(極大機率導致存檔崩潰)
qstr_{reg0}__could_possib|{reg0}(有機率導致存檔崩潰)
qstr_Normal|正常
qstr_Defender_only|僅限守方
qstr_Halved|減半
qstr_Battles_only|僅限戰鬥
qstr_Doubled|雙倍
qstr_Tripled|三倍
qstr_Quadrupled|四倍
qstr_You_drank_the_Ent_Wa|你喝了樹人之水...
qstr_You_used_the_Orc_Bre|你使用了半獸人酒。
qstr_You_and_your_compani|你和你的同伴們各喝了一口米盧沃酒。你感到神清氣爽和充滿力量。
qstr_You_give_a_few_leave|你把幾片阿系拉斯葉交給了你的治療師。
qstr_Not_enough_party_spa|部隊空位不足。
qstr_elites|精英
qstr_regulars|正規軍
qstr_recruits|新兵
qstr_wild|野生。
qstr_goblins|半獸人
qstr_lordless|無主的
qstr_orc_stragglers|掉隊半獸人
qstr_You_camp_and_beat_th|你的營地奏響了深淵之鼓。其雄偉的聲音吸引了一群{s1}的{s2}。
qstr_You_camp_and_beat_the|你紮營並擊響了深淵之鼓。這股強而有力的聲音吸引到了一支{s1}{s2}。
qstr_You_camp_and_beat_the_|你紮營並擊響了深淵之鼓。這股微弱的聲音吸引到了一支{s1}{s2}。
qstr_You_camp_and_try_to_|你紮營並擊響了深淵之鼓。然而你卑微的呼喚卻沒有得到任何回應。
qstr_^^^A_great_victory!^|^^^一場偉大的勝利！^^^原來法貢森林的神話是這個意思...
qstr_^^^Defeated...^^^Sca|^^^被擊敗了...^^^在法貢森林裡走散了...獨自一人...
qstr_Troll_caged_in_wheel|食人妖被關在有輪的籠子裡。
qstr_A_second_troll_is_ca|第二隻食人妖被關在有輪的籠子裡。
qstr_Here_you_are.|給你。
qstr_Player_was_moved_to_|玩家被移動到{s10}。
qstr_neutral_whereabouts|中立的下落
qstr_any|任何
qstr_woman|女人
qstr_gondor|剛鐸
qstr_rohan|洛汗
qstr_dunlander|登蘭德人
qstr_urukhai|強獸人
qstr_haradrim|哈拉德人
qstr_dwarf|矮人
qstr_troll|食人妖
qstr_dunedain|登丹
qstr_lothlorien|羅斯洛立安
qstr_rivendell|瑞文戴爾
qstr_mirkwood|幽暗密林
qstr_evil_man|邪惡之人
qstr_{reg11}0___{reg11}9|{reg11}0-{reg11}9
qstr_Regular_troops_only|僅限正規部隊
qstr_Heroes_only|僅限英雄
qstr_Regulars_and_Heroes|正規部隊和英雄
qstr_HP_lost_from_poisoni|因中毒而減少生命值
qstr__{s17}.|，{s17}。
qstr_A_group_of_{s1}_is_{|一群{s1}正向著你{s10}。
qstr_You_are_attacking_a_|你正在攻擊一群{s1}。
qstr_The_battle_against_t|對抗一群{s1}的戰鬥持續著。
qstr_There_are_{reg39}_al|在這場戰鬥中有{reg39}位友軍指揮官。你可以消耗{reg40}/{reg41}影響力來獲得指揮他們及其士兵的權力。
qstr_There_are_{reg39}_all|在這場戰鬥中有{reg39}位友軍指揮官。你沒有足夠的影響力用以指揮他們及其士兵。
qstr_Having_a_small_party|小型的隊伍有其好處...你和你的部隊從敵人面前躲藏了幾個小時。
qstr_Your_ability_to_mast|你適應環境的能力讓你找到了一個安全的藏身之處。(你的野外求生技能讓你可以跟{reg1}名部下一起躲起來)
qstr_{reg4}_will_be_lost.|將會失去{reg4}人。
qstr_{s13}_asked_you_to_r|{s13}要你帶著至少{reg13}名部下向他報到。
qstr_{s13}_ordered_you_to|{s13}命令你參加對{s14}的進攻。
qstr_You_were_victorious!|你勝利了！
qstr_The_battle_was_lost.|戰鬥失敗，你的部隊完全被毀滅了。
qstr_Your_companions_carr|你的同伴帶著你脫離了戰鬥。
qstr_You_have_defeated_th|你擊敗了敵方。
qstr_You_have_retreated_f|你從戰鬥中撤退了。
qstr_^^Ally_Casualties:{s|^^友方傷亡：{s0}
qstr_You_and_{s3}_celebra|你和{s3}慶祝了你們對{s4}的勝利。
qstr_News_of_your_victory|你戰勝{s4}的消息傳到了{s3}。
qstr_{s3}_witnesses_your_|{s3}目睹了你對{s4}的勝利。
qstr_Even_though_there_we|即使沒有友方目睹你的勝利，你的部隊仍慶祝了你們的獲勝。
qstr_{s1}_of_{s3}_managed|{s3}的{s1}設法逃離了。
qstr_Prisoners_rescued_so|目前為止解救的囚犯：{reg1}
qstr_{reg1}_kills_of_{s1}|有{s1}陣營部隊的{reg1}名擊殺數被計入誓言。擊殺總數：{reg0}
qstr_Perhaps_I_m_getting_|也許我的運氣變差了...
qstr_Retirement_is_starti|退休聽起來越來越像個好主意了。
qstr_No_matter!_I_will_pe|無妨！我還能堅持下去！
qstr_What_did_I_do_to_des|我究竟做了什麼得遭到這樣的報應？
qstr_I_suppose_it_ll_make|至少，我想我是個好故事的材料...
qstr__{s17}|，{s17}
qstr_You_retreated_from_b|你從戰場撤退了。
qstr_{s9}_wants_you_to_fo|{s9}想要你在接到進一步的通知前跟隨他的軍隊。
qstr_{s8}_of_{s9}|{s9}的{s8}
qstr__Your_own_banner_fli|你自己的旗幟飄揚在城堡大門上。
qstr__You_see_the_banner_|你看到{s7}的旗幟飄揚在城堡大門上。
qstr__This_castle_seems_t|這個城堡似乎不屬於任何人。
qstr__Your_own_banner_flie|你自己的旗幟飄揚在城鎮大門上。
qstr__You_see_the_banner_o|你看到{s7}的旗幟飄揚在城鎮大門上。
qstr__The_townsfolk_here_|這裡的鎮民宣佈了獨立。
qstr_Go_to_the_secret_ent|前往摩瑞亞的秘密入口
qstr_Search_for_a_secret_|尋找一個進入摩瑞亞的秘密入口
qstr_Get_book.|拿書。
qstr_The_{reg6?town_s:cas|{reg6?城鎮裡:城堡裡}的食物庫存應該還能堅持{reg3}天。
qstr_The_{reg6?town_s:cast|{reg6?城鎮裡:城堡裡}的食物庫存已經沒了而守軍正在挨餓。
qstr_You_re_preparing_to_|你正在準備攻擊城牆，準備還需要{reg9}個小時。
qstr_Your_forces_are_buil|你的勢力正在建造攻城塔。他們估計還需要{reg9}小時才能建完。
qstr_You_are_ready_to_att|你已經準備好攻擊城牆了。
qstr_The_siege_tower_is_b|攻城塔已經建好也準備好進攻了。
qstr_As_a_last_defensive_|作為最後的防禦，你撤退到城堡的大廳。你和你剩餘的士兵將在這裡進行最後一搏。如果你戰敗，就無路可退了。
qstr_You_ve_been_driven_a|你從城牆上被趕下來了，現在攻擊方正在湧進街道上。如果你能擊敗他們，或許還能扭轉局勢反敗為勝。
qstr_You_ve_breached_the_|你突破了城牆，但那些頑固的守軍還在街道上持續抵抗！你得先解決他們才能攻擊城鎮中心的城堡。
qstr_The_town_centre_is_y|城鎮中心是你的了，但剩下的守軍撤退到城堡裡了。你還必須攻下它才能取得完全的勝利。
qstr_The_remaining_defende|剩 下 的 守 軍 撤 退 到 城 堡 這 個 最 後 的 防 線 。 你 必 須 衝 進 去 清 除 剩 餘 的 抵 抗 力 量 。
qstr_However_since_you_ar|然而，只要你不是向{s9}效忠的{人/追隨者}，他絕對不會承認你是這個{reg8?城鎮:城堡}的{主人/女主人}的。
qstr_The_enemy_has_been_f|敵人被迫撤退了。進攻停止了，但圍城還在持續著。
qstr_The_assasins_beat_yo|刺客打倒了你並把你丟著等死..
qstr_You_have_fallen._The|你被打倒了。強盜們迅速的從你身上搜刮了貴重物品，然後消失在夜幕裡。雖然奄奄一息，但他們留了你一命。
qstr_Luckily_some_of_your|幸運的是你的同伴見你沒有按時返回所以出來找你，並發現了倒在水溝中的你。他們把你扛到了安全處並包紮了你的傷口。
qstr_Luckily_some_passing|幸運的是一些路過的當地人發現了倒在水溝中的你，並認出了你不是平凡的乞丐。他們把你扛到了安全處並包紮了你的傷口。
qstr_{s13}^^You_have_succ|{s13}^^你成功的潛入了。
; qstr_The_tomb_is_destroye|The tomb is destroyed. A fierce fight took place here.
; qstr_Nothing_of_interest|Nothing of interest
qstr_the_place|當地
qstr_the_castle|城堡
qstr_the_Throne_Room|王座大廳
qstr_the_Secret_Cave|秘密洞穴
qstr_Meduseld_the_Golden_|金之大殿，美杜塞爾德
qstr_the_Lord_Halls|領主大殿
qstr_the_Leader_s_Cave|首領的洞穴
qstr_the_Tower|塔
qstr_the_tower_of_Orthanc|奧桑克塔
qstr_Beorn_s_Hall|比翁大殿
qstr_the_Hall|大殿
qstr_the_Great_Chamber_of|索爾之間
qstr_Stay_indoors_for_som|在室內待一段時間(需要每晚付{reg1}資源點)
qstr_Camp_outside_for_som|在外紮營一段時間(免費)
qstr_{s4}_s_scouts_have_s|{s4}的斥候已經看到並回報了你的失敗。你給{s4}帶來了恥辱而這次的失敗全都是你的責任。
qstr_{s1}_s_Ship|{s1}的船
qstr_Time_passes...|時間流逝...
qstr_Forces_of_Good|正義方的勢力
qstr_Forces_of_Mordor|魔多的勢力
qstr_Forces_of_Isengard|艾辛格的勢力
qstr_their_enemies|他們的敵人
qstr_{s11}_and_{s13}|{s11}和{s13}
qstr_{s11}_{s13}|{s11}，{s13}
qstr_a_scout_party_from_{|來自{s3}的一隊斥候
qstr_two_scout_parties_an|來自{s3}的兩隊斥候和一支徵糧隊
qstr_two_scout_parties_and|來自{s3}的兩隊斥候和一隊掠奪者
qstr_three_scouts_two_for|來自{s3}的三隊斥候、兩支徵糧隊和一支巡邏隊
qstr_three_scouts_two_rai|來自{s3}的三隊斥候、兩隊掠奪者和一支巡邏隊
qstr_You_see_the_village_|你看到村莊正被盜賊襲擊。你要你大部分的部下在你帶領一小隊人準備保衛村民的同時警戒其他掠奪者。
qstr_You_see_the_village_y|你看到了你負責要襲擊的村莊。為了避免被發現你只和你的一小隊掠奪者準備攻擊村莊。
qstr_The_raiders_are_defe|掠奪者被擊敗了！畏懼著村民和其新的冠軍勇士，其他少數還活著和醒著的都逃回黑暗之中了。
qstr_Try_as_you_might_you|盡了最大的努力，你沒能擊敗掠奪者。他們將村子夷為平地並奴役了剩下的農民。
qstr_The_village_has_been|村莊已被夷為平地，村民不是被殺就是被當成奴隸帶走。黑暗之主會對此很滿意的。
qstr_You_failed_to_raid_t|你沒能成功襲擊村莊並和你的人一起被趕走了。你在聽到勝利者歡呼的同時感覺到了索倫之眼不悅的目光。
qstr_The_Scout_Camp_has_b|斥候營地被夷為平地了，這將減緩敵方的前進。
qstr_You_failed_to_destro|你沒能摧毀斥候營地。敵方已經對你的陣營採取行動且無疑起效了。
qstr_You_have_defeated_the|你擊敗了來襲擊的艦隊！這對敵人的計劃來說是一個沉重的打擊！
qstr_You_defeated_the_int|你擊敗了來攔截的艦隊！即使你沒剩下足夠的力量來襲擊這個城市，仍是一場偉大的勝利！
qstr_You_drove_back_the_e|你趕走了敵方的艦隊，但失去了你大部分的船隻！
qstr_You_were_defeated_by|你被來攔截的艦隊擊敗並沒能夠襲擊城市！
qstr_^^^^^^^You_come_upon|^^^^^^^你遇了一群正從{s2}前住{s3}的難民。^^他們之中大多是老弱婦孺。^^雖然也有護衛，但不夠從襲擊中保護所有人。
qstr_^^^^^^^You_come_upon_|^^^^^^^你遇到了你從{s2}就一直在追蹤的難民。他們似乎正在前往{s3}，並且大部分都是老人和傷者。^^雖然也有護衛，但不夠阻止你和你的人馬殺死所有人。
qstr_^^At_last_the_Master|^^終於，主人開始行動了！火把燎亮。鋒利的武器閃閃發光。你和你粗壯的小夥子們很快就會接到邁進的命令。啊，會有戰鬥的，很多很多的，還有足夠分給所有人的榮耀！^^你有幸被傳喚到主人的塔內覲見它。可能你的第一個命令會是是奴隸的工作-在這掠奪一個村莊、在那劫持一個商隊之類的。但你很快就能證明自己了。誰能說你不會像任何一個{s3}的{s2}旗下指揮官那樣扮演重要的角色呢？^^戰爭已經開始了；人類和其盟友的殞落要開始了！
qstr_^^Your_head_suddenly|^^你的腦海突然出現了一個景象-燃燒的眼睛。在你周圍，你的戰士們都僵在原地不動。不知為何，你知道在那一刻所有人都聽到了同樣的召喚，看到了同樣的景象。邪眼的法術真偉大-黑邪塔的力量真偉大！^^知識，不言而喻，滲到你的骨頭裡。時刻到了。黑暗之主已下令-你們都將在公開的戰爭中向敵方邁進。來自{s3}的{s2}其命令將至。起初你扮演的角色並不偉大，但你很快就能證明自己了。^^戰爭已經開始了；人類和其盟友的殞落要開始了！
qstr_{s13}_asked_you_to_j|{s13}要你帶著至少{reg13}名部下加入他一起面對艾辛格的最後一博。
qstr_You_defeated_{reg5}_|你擊敗了{reg5}名敵人並給你的指揮官留下了深刻的印象。
qstr_You_defeated_{reg5}_e|你擊敗了{reg5}個敵人。
qstr_You_failed_to_defeat|你未能擊敗任何敵人。
qstr_The_sorcerer_slain_y|巫師已死，你和你的同伴匆匆包扎了傷口並溜進了黑夜裡。汙穢的尖叫聲從你背後傳來而你也能感覺到許多灼熱的視線在陰影中尋找著你。很快憤怒變成了失望而追趕的聲音也逐漸遠去，取而代之的是幽暗密林平時的沉默。你逃脫了
qstr_The_sorcerer_slipped|巫師從你的手上溜走並遁入了屬於他的黑暗領域之中。心中承受著失敗，你和你的同伴匆匆包紮了傷口並撤回了黑夜裡。奸笑聲從你背後傳來而你也能感覺到許多試圖射穿陰影的灼熱視線。很快嘲笑和侮辱聲都逐漸遠去，取而代之的是幽暗密林平時的沉默。你逃脫了
qstr_You_approach_a_heavi|你來到了密林中一個戒備森嚴的地方……^^現在你得決定是獨自冒險探索，還是帶上幾名士兵一起。
qstr_You_have_a_good_chan|你現在很有機會避開警衛，悄悄地溜過去。
qstr_You_may_have_a_chanc|你有機會避開警衛。
qstr_You_will_probably_ha|你可能得與警衛血戰。
qstr_You_wait_for_darknes|你等待著黑暗的降臨...
qstr_You_are_quickly_disc|你一下就被敵方發現了。
qstr_You_advance_stealthi|你悄悄地前進森林深處。
qstr_You_have_evaded_the_|你躲過了巡邏隊並且悄悄地接近了廢墟！
qstr_You_have_found_the_s|你找到了巫師！
qstr_You_cannot_leave_unt|在守衛跟丟你之前不能離開！
qstr_Kill_him_quickly_bef|在他逃脫前迅速殺了他！
qstr_Enraged_by_the_death|被{s4}的死亡所激怒，你對{s3}的部隊發了一個復仇之誓。你必須在未來的日子裡盡可能摧毀更多{s3}的部隊。你確信你的追隨者都見證了你的誓言，而你也不希望被認為是背誓者。讓血祭開始吧！
qstr_flooded._Somebody_or|被淹沒了。一定是有人破壞了艾辛河的水壩。
qstr_destroyed._Only_smol|被摧毀了。只留下冒著濃煙的廢墟。
qstr_^^^You_lost_your_fig|^^^你在和叛亂者的戰鬥中失敗了！^看來你的半獸人有新的指揮官了。
qstr_^^^You_have_slain_th|^^^你殺了出頭者，其他半獸人迅速的歸隊了。^短時間內蛆蟲們肯定會安分不少。
qstr_You_cover_up_your_tr|你掩蓋了你的行蹤並繼續前進。
qstr_Breaking_camp...|拔營...
qstr_Party_morale_is_low.|部隊士氣過低，士兵離開了你的部隊。
qstr_Desertion|逃兵
qstr_{s1}_has_deserted_fr|{s1} 離開了你的隊伍。
qstr_You_have_left_{s1}.|你離開了{s1}。
qstr_You_are_entering_{s1|你進入了{s1}({s2})。
qstr_You_are_entering_{s1}|你進入了{s1}。
qstr_The_war_expands_comm|隨著戰事如火如荼，指揮官們變得更加大膽了。(圍城需求減少)
qstr_Your_party_is_spotte|你的隊伍被{s1}發現了。
qstr_The_effects_of_the_O|半獸人酒的效果消散了。
qstr_The_effects_of_the_M|米盧沃酒的效果消散了。
qstr_Athelas_used_up.|阿系拉斯葉用完了。
qstr_Party_has_nothing_to|隊伍沒食物可吃了！
qstr_You_pay_for_accommod|你支付了住宿費。
qstr_The_troll_outside_{s|在{s2}外的食人妖被殺了。任務取消。
qstr_{s1}_was_killed_on_t|{s1}已經戰死沙場。任務取消。
qstr_{s1}_has_been_defeat|{s1}已經被擊敗了。任務取消。
qstr_You_must_follow_{s1}|你必須跟著{s1}！
qstr_You_must_follow_{s1}!|你必須跟著{s1}！這是你最後的警告！
qstr_{s1}_parties_defeate|已擊敗的{s1}隊伍：{reg2}之中的{reg1}
qstr_{reg65}_Moria_and/or|已擊殺{reg65}名摩瑞亞和/或剛達巴山部隊。(計數器每小時刷新一次)
qstr_{reg65}_{s3}_troops_|已擊殺{reg65}名{s3}的部隊。(計數器每小時刷新一次)
qstr_{reg66}_{s5}_troops_|已擊殺{reg66}名{s5}的部隊。(計數器每小時刷新一次)
qstr_{reg67}_{s7}_{s8}_tr|已擊殺{reg67}名{s7}{s8}的部隊。(計數器每小時刷新一次)
qstr_{s8}_in_{s9}_asked_y|{s9}的{s8}請求你殺死{reg67}個{s10}。 ^已殺{reg68}{s11}。 （計數器每小時刷新一次）
qstr_{s1}_is_scouted.|{s1}已經偵查完畢了。
qstr_{s2}_was_defeated!|{s2}被擊敗了！
qstr_The_Age_of_Men_has_f|人類的時代終於結束了。現在雙塔都在集結他們的軍隊和盟友來決定誰才是中土世界唯一的統治者！
qstr_The_War_of_the_Two_T|雙塔之戰已經開始了！
qstr_The_forces_of_{s22}_|{s22}的勢力團結起來了！{s22}現在是{s23}的。
qstr_The_might_of_{s22}_h|{s22}的力量已經被削弱了！{s22}現在是{s23}的。
qstr_In_a_desperate_attem|為了防禦他的敵人，索倫孤注一擲的派出了他的魔多軍團！
qstr_Guardians_of_{s6}|{s6}的守護者
qstr_Guard_Legion_of_{s6}|{s6}的守衛軍團
qstr_Scouts_report_that_{|斥候報告顯示{s6}在{s7}周圍聚集了龐大的軍隊，準備做最後一搏來保衛首都。
qstr_The_forces_of_{s2}_e|{s2}的軍隊在{s15}建立了前線營地！
qstr_The_hosts_of_{s2}_ma|{s2}的大軍回去保衛他們的家園了！
qstr_{playername}_s_Reser|{playername}的預備役
qstr_Gondor_has_called_fo|剛鐸已呼叫援助了！
qstr_Gondor_is_accompanyi|剛鐸正跟隨著元帥！
qstr_{s5}_has_stopped_fol|{s5}停止跟隨著你。
qstr_You_have_{reg69}_all|你有{reg69}支友方隊伍跟隨著你
qstr_You_have_{reg69}_ally|你有{reg69}支友方隊伍跟隨著你
qstr_The_forces_of_{s2}_h|{s2 }的部隊已重新集結並向{s15}邁進！
qstr_Your_scouts_report_s|你的斥候回報附近有{s2}的蹤跡。
qstr_{s1}_from_{s2}|來自{s2}的{s1}
qstr_When_dealing_with_lo|在{s11}與當地人往來的時候，請記住他們並不認識你也不一定承認你在{s10}所取得的功績。^^(能在{s11}使用的資源點和你在{s10}取得的不一樣，你得在{s11}當地取得新的--建議查看報告頁面)
qstr_Info|資訊
qstr_You_came_into_a_poss|你得到了一個奇怪的、巨大的碗裡盛著看似新鮮的水。聞起來有點像麝香。
qstr_Obtained:_Ent_water.|獲得：樹人之水。
qstr_A_little_after_you_f|在你從會走動的樹得到的毒水恢復過來後，你發現了一個奇怪的副作用。你團隊裡的蟲子們似乎...對你更加畏懼和敬重了，就好像你...變得更大了一樣。然後你能發誓自己真的變，是的，更高了。這會是真的嗎？
qstr_Ent_water_effect.|樹人之水的效果。
qstr_The_water_you_drank_|你喝下的樹人之水在你身上產生了奇怪的效果。雖然你一開始不信，但事實上，有明顯的證據，你長高了！不過，毒素差點害死你。你不會再冒險喝那個了。
