qstr_Gate_is_breached!|Portão está quebrado!
; qstr_Ask_him_if_he_has_an|Ask him if he has any pipe-weed left!
; qstr_Tell_him_I_ll_be_the|Tell him I'll be the tall one when we see each other again!
; qstr_Ask_if_he_s_seen_Gan|Ask if he's seen Gandalf!
; qstr_You_gained_250_exper|You gained 250 experience.
qstr_Treebeard_wants_you_|Treebeard quer que você encontrar e derrotar os orcs o corte de árvores em Fangorn .
; qstr_Something_wrong_not_e|Something wrong, not enough troops for scout party
qstr_my_home_town|minha cidade natal
qstr_I_am_in_perfect_heal|Estou em perfeita saúde.
; qstr_I_am_suffering_from_|I am suffering from {s1}.
; qstr_I_am_suffering_from_{|I am suffering from {s1} and {s2}.
; qstr_I_am_suffering_from_{s|I am suffering from {s1}, {s2}, and {s3}.
; qstr_I_am_suffering_from_{s1|I am suffering from {s1}, {s2}, {s3} and {s4}.
qstr_I_don_t_have_any_ser|Eu não tenho ferimentos graves, obrigado
qstr_Good_day_to_you.|Bom dia para você.
qstr_Ah_it_s_you_again._G|Ah, é você de novo. Adeus.
qstr_My_apologies_if_I_wa|Minhas desculpas se eu fui rude, mais cedo. Qual foi sua história novamente?
qstr_I_was_reconsidering_|Eu estava reconsiderando nossa última conversa. Qual foi sua história novamente?
qstr_Greetings_{s23}_{s24|Saudações, {s23}, {s24}.
qstr_Greetings_{s23}.|Saudações, {s23}.
qstr_So_you_are_{s23}._I_|Então você é {s23}. Eu ouço você lutar pelos nossos amigos {s25}, então eu acho que deveria considerá-lo um aliado
qstr_I_need_volunteers_wi|Eu preciso de voluntários dispostos a me seguir em missões perigosas.
qstr_I_need_some_soldiers|Eu preciso de alguns soldados para substituir meus mortos.
; qstr_{playername}_s_Reser|{playername}'s Reserves
; qstr_Excellent_job_{s23}!|Excellent job, {s23}! I wish all our commanders were as dedicated as you.^
; qstr_Nicely_done_{s23}.|Nicely done, {s23}.
qstr_Good_work_{s23}.|Bom trabalho, {s23}.
qstr_The_more_you_capture|Quanto mais você capturar, melhor, {s23}.
; qstr_Caught_a_few_straggl|Caught a few stragglers, {s23}?
; qstr_I_am_sorry_no_one_el|I am sorry, no one else is ready to go.^They will serve {s22} by holding the defences here.
qstr_Tough_luck_but_we_do|Sorte difícil, mas não temos nenhuma. Volte mais tarde.
qstr_There_are_brave_sold|Há bravos soldados dispostos a arriscar suas vidas, mas nestes tempos sombrios eu não posso permitir que eles deixem as defesas aqui.^^^[pontos de recursos insuficientes]
qstr_We_have_some_spare_t|Temos algumas tropas de reposição, mas não podemos perdê-las para pessoas como você.^^^[pontos de recursos insuficientes]
; qstr_There_are_brave_soldi|There are brave soldiers here volunteering for field duty.^^I think I can let a few of them go with you.
qstr_There_are_spare_troo|Há tropas de reposição aqui que não se importariam com um pouco de sangue deixando-as.^^Eu posso deixar algumas delas irem com você.
qstr_Strenghten_defences_|Fortalecer as defesas em {s21}? Isso é certamente bem vindo. Note que só podemos aceitar nosso próprio povo.
qstr_Strenghten_defences_i|Fortalecer as defesas em {s21}? Bem, desde que não sejam aleijados, por que não? Apenas certifique-se de doar nossas próprias tropas, pois não temos utilidade para pessoas de fora daqui.
qstr_Please_return_them_i|Por favor, devolva-os em uma só peça. Eu pessoalmente conheço o valor de cada um deles. E aqui precisamos de toda alma.
qstr_Don_t_let_them_all_d|Não deixe que todos morram em um só lugar. Exceto os covardes. Coloque as pessoas na sua frente, você sabe o que fazer agora.
qstr_Thank_you_commander.|Obrigado, comandante.^
; qstr_^{s22}_is_grateful_t|^{s22} is grateful to you, {s23}, {s29}^
; qstr_{s31}{reg28?Those:Th|{s31}{reg28?Those:That} brave {reg28?soldiers:soldier} will surely help us defend {s21}.{s32}^^[earned {reg14} Resource Points of {s14}]
; qstr_{s31}{reg28?Those:Tha|{s31}{reg28?Those:That} useful {reg28?troops:troop} will help us hold {s21}.{s32}^^[earned {reg14} Resource Points of {s14}]
; qstr_{s4}_^Oh_and_take_ba|{s4} ^Oh, and take back those of your soldiers, that are not our kin.
; qstr_You_have_reinforced_|You have reinforced {s8} with {reg55} troops.
qstr_I_don_t_need_them_an|Eu não preciso deles de qualquer maneira, então salve.
; qstr_It_is_my_duty_to_pro|It is my duty to protect our people.
; qstr_It_is_my_duty_to_prot|It is my duty to protect our allies.
; qstr_I_am_{s4}_{s15}_of_{|I am {s4}, {s15} of {s6}
; qstr_I_am_{s4}_a_commande|I am {s4}, a commander of {s6}
; qstr_{s9}{reg5?_and_the_r|{s9}{reg5? and the ruler of {s8}.:.
qstr_Very_well_done_{play|Muito bem feito, {playername}! Você capturou tanto o espião quanto seu manipulador, como eu esperava, e os dois agora estão presos com segurança, esperando para serem interrogados. Eles terão algumas explicações para fazer! De qualquer forma, estou muito satisfeito com o seu sucesso, {playername}, e dou-lhe esta bolsa como um símbolo da minha apreciação.
qstr_Beautiful_work_{play|Belo trabalho, {playername}! Você capturou tanto o espião quanto seu manipulador, exatamente como lhe foi dito, e o par está agora trancado em segurança na minha masmorra, esperando para ser interrogado. Meu torturador estará ocupado esta noite! De qualquer forma, estou muito satisfeito com o seu sucesso, {playername}, e dou-lhe esta bolsa como um símbolo da minha apreciação.
; qstr_Foiling_the_enemy_s_|Foiling the enemy's attempts at attacking the refugee trains have weakened their resolve ({s1} has lost {reg19} faction strength due to your victory against {reg18} raiders).
; qstr_The_slaughter_and_lo|The slaughter and looting of the refugee train has strengthened the enemy ({s1} has gained 50 faction strength).
; qstr_You_did_however_defe|You did, however, defeat {reg18} raiders, weakening the enemy's resolve ({s1} has lost {reg19} faction strength).
; qstr_The_slaughter_and_loo|The slaughter and looting of the refugee train has strengthened the enemy ({s1} has gained {reg20} faction strength).
; qstr_Killing_the_refugees|Killing the refugees from {s1} and enslaving the survivors have demoralized their people ({s1} has lost {reg19} faction strength).
; qstr_{reg20}_refugee_trai|{reg20} refugee trains escaped and improved the enemy's morale ({s1} has gained {reg22} faction strength).
; qstr_You_did_however_defea|You did, however, defeat {reg18} refugee trains, weakening the enemy's resolve ({s1} has lost {reg19} faction strength).
; qstr_My_lord_{s12}_is_saf|My lord, {s12} is safe. The Corsairs were defeated.
; qstr_My_lord_Esgaroth_is_|My lord, Esgaroth is safe. The men of RhÃ»n were defeated.
; qstr_The_surroundings_of_|The surroundings of {s12} burn. The pillaging was glorious indeed!
; qstr_The_surroundings_of_E|The surroundings of Esgaroth burn. The pillaging was glorious indeed!
; qstr_This_is_welcome_news|This is welcome news indeed, {playername}. We were ill-prepared for such bold action from the Corsairs. But thanks to you, the black sails have been driven away, at least for a time, and we may hope, at least, that we have struck them a blow this day. You have our thanks.
; qstr__Good_work_{playerna| Good work, {playername}! They showed more cunning than we credited them with, I'll give them that. But these Easterlings don't fight half as well on their boats as they do on their horses, it would seem! Perhaps we, too, should consider launching a fleet of our own... In any case, we thank you, {playername}, on behalf of Esgaroth and all the people of Dale.
; qstr_Even_from_here_we_co|Even from here, we could see the flames and smell the despair of our enemies on the wind! You have done splendidly, {playername}. Let terror now strike the heart of every man, woman and child in Gondor, for they know now that not even their mightiest strongholds are beyond our reach!
; qstr_Even_from_here_we_cou|Even from here, we could see the flames and smell the despair of our enemies on the wind! You have done splendidly, {playername}. Let terror now strike the heart of every man, woman and child in Dale, for they know now that not even their mightiest strongholds are beyond our reach!
; qstr_My_lord_they_fell_up|My lord, they fell upon us with great force. We could not repel the Corsairs.
; qstr_My_lord_they_fell_upo|My lord, they fell upon us with great force. We could not repel the warriors of Rhûn.
; qstr_The_raid_on_{s12}_fa|The raid on {s12} failed, thanks to the incompetence of our allies!
; qstr_This_raid_was_ill_fa|This raid was ill-fated from the start. We should never have gotten on those rickety rafts!
; qstr_This_is_evil_news_yo|This is evil news you bring. The black sails grow ever bolder, and all of Belfalas now lies ever more under their shadow. I will not blame you overmuch, {playername}, for your failure, but we have been struck a sore blow indeed, a sore blow. Go now. Hope dwindles for Gondor, and we must fight to keep what remains of it alive.
; qstr_This_is_evil_news_you|This is evil news you bring. The Easterlings grow ever bolder, and Esgaroth burns. I will not blame you overmuch, {playername}, for your failure, but we have been struck a sore blow indeed, a sore blow. Go now. Hope dwindles for our kingdom, and we must fight to keep what remains of it alive.
; qstr_Pah!_It_seems_you_we|Pah! It seems you weren't able to find your sea-legs, {playername}. Now they sit, these men of Gondor, high in their towers, vain as kings, laughing as the black sails burn! Perhaps a stint at the oars of a galley would be fitting punishment for your troops; a pity they are under your command, and not mine. The Eye will not be pleased. Leave me now. 
; qstr_Have_you_nothing_bet|Have you nothing better than weak excuses to offer for your failure, {playername}? Perhaps you are not as strong as we had believed. Serve our cause better in future, {playername}. There will be no mercy for the weak!
; qstr_{playername}_we_have|{playername}, we have Isengard on their knees. They have launched their last stand and is protecting Saruman in his tower. Ride with me and meet them!
; qstr_I_am_ready_to_ride_w|I am ready to ride with you against Isengard.
; qstr_I_am_ready_to_ride_wi|I am ready to ride with you and meet them. Let us end this now.
; qstr_I_am_not_ready_to_ri|I am not ready to ride with you yet. I need some more time.
; qstr_Stay_close_we_will_t|Stay close, we will take position near the enemy. When we have all gathered, we will strike.
; qstr_You_have_taken_too_l|You have taken too long... We shall ride now, with or without you. We will gather near the enemy, and when in 3 days time, we will strike.
; qstr_Make_haste_{playerna|Make haste, {playername}. We do not want them to recover.
qstr_Your_mission_is_comp|Sua missão está completa, {s9} quer que você continue a seguir o exército dele até novo aviso.
qstr_{s13}_asked_you_to_g|{s13} pediu que você reunisse {reg3} unidades de {s4} e as entregasse de volta a ele.
; qstr_Moreover_should_you_|Moreover, should you become {s24}, you will be welcomed to my War Council, where you can make decisions that will affect the course of our campaign. For the moment, as a {s25}, just follow us and stay close. We'll be moving soon.
; qstr_For_the_moment_just_|For the moment, just follow us and stay close. We'll be moving soon.
qstr_{s9}_asked_you_to_sc|{s9} pediu para você pesquisar {s13}, {s14} e {s15} e depois informar.
qstr_You_have_been_most_h|Você foi de grande ajuda, {playername}. Muito obrigado.
qstr_You_are_a_good_serva|Você é um bom servo, {playername}. Continue.
qstr_Superb_work_{playern|Excelente trabalho, {playername}. Eu admiro sua atitude.
qstr_Your_efficiency_is_p|Sua eficiência é agradável, {playername}. Continue e você irá longe.
; qstr_It_was_an_honour_to_|It was an honour to serve.
; qstr_Your_wish_is_my_comm|Your wish is my command.
; qstr_Sauron_in_Mordor_the|Sauron in Mordor, the Corsairs of Umbar, the Variags of Khand, and Harad Tribesmen
; qstr_Saruman_in_Isengard_|Saruman in Isengard and the Wildmen of Dunland
; qstr_Orcs_of_Moria_and_Do|Orcs of Moria and Dol Guldur
; qstr_Orcs_of_Gundabad_and|Orcs of Gundabad and the Warriors of Rhun
; qstr_Men_of_Gondor|Men of Gondor
qstr_Riders_of_Rohan|Cavaleiros de Rohan
; qstr_Elves_of_Imladris_an|Elves of Imladris and Lothlorien
; qstr_Men_of_Dale_Dwarves_|Men of Dale, Dwarves of Erebor, Beorn's kinsmen, and the Elves of Mirkwood
; qstr_Ah_{playername}_it_i|Ah, {playername}, it is good you have come. War is at our doorstep and we need soldiers and captains alike to fulfill their oaths.^^We are at war with {s11}, but we have to gather our strength and weaken the enemy before we can hope to move against their strong-points and fortresses. Each defeat of our enemies will bring us closer to victory and strengthen our resolve, so I trust you to fight our enemy at every opportunity, be it a mere scout party or a war host. Yet do not rush into battle alone, you must fight alongside our brave captains and our allies also.
; qstr_About_time_you_showe|About time you showed up, {playername}. We're at war now and I will not tolerate any insubordination. We are fighting against {s11}, but we have to gather our strength and smite the enemy in the field before we can move against their fortresses. Each defeat of our enemies will strengthen our war efforts and bring them closer to their utter destruction. So I trust you to fight our enemy at every opportunity, be it a mere scout party or a war host. Also, you are to support our captains and our allies if you see them fight. Do not fail them or I will know.
qstr_we_are_fighting_agai|nós estamos lutando contra {s13}
qstr_we_are_not_fighting_|não estamos lutando com ninguém no momento
qstr_Oh?_Let_me_see_that.|Oh Deixe-me ver isso ... Bem, bem, bem! Foi bom você me trazer isso, {playername}. Tome meu selo como prova de que eu o recebi, e dê meus cumprimentos para {s9} quando você o vir novamente.
qstr_Give_me_that!_Hrmph!|Me dê isso! Hrmph! Bom que você me trouxe isso, {playername}, você é um servo útil. Diga {s9} para empregar você com mais frequência.
qstr_What?_Let_me_see_tha|O que? Deixe-me ver isso ... Hmmm. Foi bom você me trazer isso, {playername}. Agora begone.
qstr_Give_me_that!_Hrmph!_|Me dê isso! Hrmph! Você é um servo útil para seus mestres, {playername}, mas todos vocês estarão mortos em pouco tempo. Não agora, porém, então corra para fora.
; qstr_My_king|My king
qstr_Lord|Abóboda de Estrelas
; qstr_my_king|my king
; qstr_lord|lord
; qstr_our|our
; qstr_your|your
; qstr_Moria_and_Gundabad|Moria and Gundabad
qstr_Moria|Moria
qstr_Gundabad|Gundabad
; qstr_You_swear_an_oath_of|You swear an oath of vengeance against {s3}. You must now kill as many of the troops of Moria and Gundabad as possible in the coming days. You are keenly aware that your followers have witnessed this oath and you do not wish to become known as an oathbreaker. An orgy of bloodletting must now begin!^.
qstr_The_search_for_the_L|A busca por Lost Spears levou você a Dorwinion, o local do antigo reino do norte do rei Bladorthin. CONTINUA
; qstr__You_need_to_be_{s24|(You need to be {s24} or higher).
; qstr_You_are_not_worthy_o|You are not worthy of my skills. Prove yourself first, and rise above {s25}. {s2}
; qstr_I_am_sorry._I_cannot|I am sorry. I cannot attend to you as a {s25} as there are more pressing issues. {s2}
; qstr_Yes_I_am_and_I_can_h|Yes, I am, and I can help you for a price.
; qstr_You_heard_right_and_|You heard right, and yes, I can aid you.
; qstr__Costs_1000_Resource|(Costs 1000 Resource, 5 Influence)
; qstr_I_can_see_that._I_ll|I can see that. I'll have my men stand guard while I deal with you. It will take some time. {s2}
; qstr_Yes_I_see_that._I_ca|Yes, I see that. I can do tend to you yes, but it will take me away from important tasks. {s2}
; qstr__Costs_1500_Resource|(Costs 1500 Resource, 10 Influence)
; qstr_I_ll_have_my_persona|I'll have my personal healers deal with you. They are the best. Tell me when you want them here. {s2}
; qstr_I_ll_have_my_personal|I'll have my personal healers tend to your men. They are the best at what they do. Let me know when you need them. {s2}
; qstr_I_ll_have_them_here_|I'll have them here shortly.
; qstr_Let_us_begin._My_hea|Let us begin. My healers will take care of you and your men.
; qstr_Alright!_This_is_goi|Alright! This is going to hurt... a lot.
; qstr_Let_us_begin._It_may|Let us begin. It may take some time. Just relax and leave the rest to me.
; qstr_Impressive..._You_di|Impressive... You didn't flinch much. Go back to your post.
; qstr_Rest_the_wounds_have|Rest, the wounds have been taken care of.
; qstr_Your_party_must_be_a|Your party must be at least 30 strong to begin this quest
qstr_You_were_tasked_to_h|Você foi encarregado de caçar os bandidos que recentemente causaram estragos no Norte. Você pode atacá-los em seu esconderijo perto da Floresta da Floresta das Trevas ou interceptá-los perto da Casa de Beorn.
qstr_Mordor_Gains_Faction|Mordor ganha força de facção ao receber uma arma desconhecida
qstr_Beornings_gain_Facti|Os ornamentos ganham Força de Facção à medida que as notícias de sua vitória se espalham.
qstr_Beornings_loses_Fact|Beornings perde a força da facção quando eles foram atacados.
qstr__{s14}_gains_faction|{s14} ganha força de facção à medida que as notícias do Anel do Poder se espalham
qstr_You_must_return_and_|Você deve retornar e relatar que derrotou os líderes dos Caçadores de Anel e fez um anel mágico.
qstr_You_must_return_and_r|Você deve retornar e relatar que derrotou a festa dos Caçadores de Anel, mas os líderes podem ter adquirido o que estavam procurando.
qstr_Do_you_need_reinforc|Você precisa de reforços?
qstr_You_don_t_look_too_s|Você não parece tão forte, você precisa de tropas?
; qstr_^{s14}_is_grateful_t|^{s14} is grateful to you, {playername}, {s29}^
; qstr_{s31}{reg28?Those:That|{s31}{reg28?Those:That} brave {reg28?soldiers:soldier} will surely help us defend our lands.{s32}^^[earned {reg14} Resource Points of {s14}]
; qstr_{s31}{reg28?Those:That}|{s31}{reg28?Those:That} useful {reg28?troops:troop} will help us wreak more havoc.{s32}^^[earned {reg14} Resource Points of {s14}]
; qstr_{s4}_^Oh_and_take_bac|{s4} ^Oh, and take back those soldiers who are not our kin, I have no use for them.
; qstr_It_is_my_duty_to_hel|It is my duty to help our people.
; qstr_It_is_my_duty_to_help|It is my duty to help our allies.
; qstr_{s31}__Consumable._C|{s31} (Consumable. Can be rebought)
; qstr_{s31}__Can_be_reboug|{s31} (Can be rebought)
; qstr_I_wish_to_raze_an_en|I wish to raze an enemy settlement to the ground.
; qstr_I_wish_to_lead_our_m|I wish to lead our men in an assault on an enemy settlement.
; qstr_More_snaga_who_will_|More snaga who will throw themselves at the enemy's walls? Listen close and I might let you try.
; qstr_Indeed?_Few_men_are_|Indeed? Few men are so quick to volunteer to die on the battlements. There is much we must discuss before I can give you leave to go
; qstr_Indeed?_That_is_no_s|Indeed? That is no small undertaking and there are matters which we must discuss before I can give you leave to go.
; qstr_First_sieges_are_onl|First, sieges are only an option for the strongest! Here is all that needs doing:
; qstr_Here_is_all_that_nee|Here is all that needs doing:
; qstr_Firstly_we_must_thin|Firstly, we must think to the hindrances of this task:
; qstr_You_need_sharp_weapo|You need sharp weapons, fresh meat for your troops and wargs, wood to fuel the fires, and draughts to make the weaklings keep up. You also have to keep your scum in line or they'll all kill each other before you've even got to the walls. We're too busy with our own fights to take care of your lot â€” be prepared to provide what is needed to keep the maggots moving.^[requires {reg3} resources, {reg15} influence]
; qstr_Steel_must_be_kept_s|Steel must be kept sharp, men and horses fed, fires kept burning, water fetched, wounds tended â€” you and your men are no use to us if you can't maintain your campaign. As we are spread too thin already to give you what is required, you must be prepared to provide what is needed to keep your army operational in a siege.^[requires {reg3} resources, {reg15} influence]
; qstr_Steel_must_be_kept_sh|Steel must be kept sharp, soldiers and horses fed, fires kept burning, water fetched, wounds tended â€” a battle less glorious but no less important than the one you will fight on the ramparts. As we are spread too thin already to give you what is required, you must be prepared to provide what is needed to keep your army operational in a siege.^[requires {reg3} resources, {reg15} influence]
; qstr_Next_if_you_try_to_a|Next, if you try to attack an enemy capital, I'll stick you if you ain't dead already.. We only march there when the Master commands it. You go where the enemy is weak and can be beaten.
; qstr_Secondly_you_do_not_|Secondly, you do not have permission to lead our people against an enemy capital. These places can only be overcome when the full strength of our forces stands united. You are to strike only where our foe has been weakened sufficiently that they would be defeated.
; qstr_Third_{s2}_is_on_its|Third, {s2} is on its own campaign. We'll fight with you if the pickings look good, but you better be strong enough to win on your own, or you won't last long.
; qstr_Furthermore_you_must|Furthermore, you must know that {s2} is occupied with its own campaign. Our banners will follow you into battle if circumstance permits, but do not trust to hope â€” you may well be forced to stand alone.
; qstr_Last_remember_that_a|Last, remember that as a {s25}, the Master has got no time for failure. You risk much for {s2} when you fight â€” bring us defeat and we'll make sure you wish you'd never been born.
; qstr_Finally_remember_tha|Finally, remember that as a {s25}, you live and die by your successes and failures. You risk much for {s2} when you march into battle â€” bring ruin upon it and the consequences will be severe.
; qstr_Finally_remember_that|Finally, remember that as a {s25}, you may bask in the glory of a victory hard-won and call that victory your own but all who dwell in {s2} will pay the price of your failure. You carry the fate of {s2} into battle with you â€” bring ruin upon it and the consequences will be severe.
; qstr_Still_think_you_can_|Still think you can handle it?
; qstr_Knowing_what_I_have_|Knowing what I have told you, do you still think yourself capable?
; qstr_Knowing_what_I_have_t|Knowing what I have told you, do you still wish to proceed?
; qstr_Give_me_the_banner_o|Give me the banner of the Master!
; qstr_Yes_my_lord._Let_me_|Yes, my lord. Let me carry our banner into battle.
; qstr_The_people_of_{s3}_t|The people of {s3} thank you for your gift, {playername}. In exchange for your gift of {s1}, we will send the people of {s4} a gift of {s2}. I thank you once again, {playername}.
qstr_I_want_to_deliver_a_|Eu quero dar um presente para nossos aliados.
qstr_delivering_a_gift|entregando um presente
; qstr_I_want_to_bring_a_br|I want to bring a bribe to our allies.
; qstr_delivering_a_bribe|delivering a bribe
; qstr_{s2}_[{reg14}_Resour|{s2} [{reg14} Resource Points]
qstr_Gift|Presente
qstr_You_have_requested_t|Você solicitou o envio de um presente de {s1} para {s3} de {s2}. As pessoas de {s3} certamente apreciarão esse gesto amável.
; qstr_Bribe|Bribe
qstr_You_have_requested_to|Você solicitou o envio de um suborno de {s1} para {s3} de {s2}. Espero que você possa obter algum tipo de recompensa deles em troca.
; qstr_Taking_{reg0}_inf._A|Taking {reg0} inf. Alt?={reg1}
; qstr_You_spent_{reg0}_of_|You spent {reg0} of your influence with {s1}, with {reg1} remaining.
qstr_The_War_is_over_{pla|A guerra acabou, {playername}, você não ouviu?
qstr_We_are_at_war_with_{|Estamos em guerra com {s12}. No entanto, estamos principalmente lutando contra {s13}.
qstr_We_are_at_war_with_{s|Estamos em guerra com {s12}. No entanto, existem apenas escaramuças no momento.
qstr_we_are_not_too_conce|nós não estamos muito preocupados com eles no momento, já que estamos lutando contra outros inimigos mais perto de casa
; qstr__under_your_orders|, under your orders
; qstr_{playername}_the_men|{playername}, the men have heard stories about fierce enemy troops. Stories of these terrors are demoralizing the men. I want you to show the men that they have nothing to fear. I want you to personally defeat {reg22} {s6}.
; qstr_{playername}_I_want_|{playername}, I want you to show the men that enemy troops are of no consequence. I want you to personally slay {reg22} {s6}! Do this to show we are the superiour force!
; qstr_I_will_do_what_you_a|I will do what you asked, and the men will witness.
; qstr_{s9}_wants_you_to_pe|{s9} wants you to personally defeat {reg22} {s6}.


; qstr_I_want_you_to_person|I want you to personally slay
; qstr_I_want_you_and_your_|I want you and your men to kill
; qstr_{playername}_you_nee|{playername}, you need to earn my respect and that of your men. {s6} {reg22} {s7} troops!
; qstr_{s9}_wants_you_to_per|{s9} wants you to personally kill {reg22} {s6} troops.
; qstr_{s9}_wants_you_and_y|{s9} wants you and your men to kill {reg22} {s6} troops.
; qstr_{playername}_we_have_|{playername}, we have received grim tidings. The Corsairs of Umbar grow ever bolder, and even as we speak, a fleet gathers not far from {s6}. Already they reave along the coastline, and soon they shall be upon the city itself.^^ We must intercept the fleet before it reaches the city. Hasten to {s6}, and speak to the local authorities.
; qstr_{playername}_we_have_r|{playername}, we have received grim tidings. The savages of Rhûn have more cunning and boldness than we thought - unseen by our scouts, they have built a sufficiency of boats and rafts to carry them across the Long Lake, and they are striking directly at Esgaroth!^^ We must intercept the fleet before it reaches the city. Lead your troops there as swiftly as you can, and drive the barbarians back across the water!
; qstr_If_you_seek_pillage_|If you seek pillage and plunder, here is a matchless opportunity, {playername}.^^ A Corsair fleet is launching from the port at {s7}, and will set a course straight for {s6}, which is ripe for the plucking! Join them in their assault, and share in the spoils!
; qstr_The_soft_weaklings_o|The soft weaklings of Esgaroth are no match for our swift horsemen and ferocious warriors, {playername}. This is known. The Lake-men believe themselves safe, across the water from us, but we shall soon show them otherwise!^^ We have made boats, and rafts, good enough to carry our warriors straight across the lake. They won't be expecting us! ^^Go to the Main Camp, and speak to the camp commander if you wish to join the assault.
; qstr_{s9}_asked_you_to_he|{s9} asked you to help defend {s3} against a Corsair raid. Hasten to the city, speak to the guild master, and lend your aid to the local garrison.
; qstr_{s9}_asked_you_to_hel|{s9} asked you to help defend Esgaroth against a naval incursion, of all things, made by Rhûn. Hasten to the Lake-town, speak to the guild master, and lend your aid to the local garrison.
; qstr_{s9}_offered_you_an_|{s9} offered you an opportunity to join a naval raid against {s3}. Make your way to {s4}, speak to the camp commander, and join the assault.
; qstr_{s9}_offered_you_an_o|{s9} offered you an opportunity to join a naval raid against Esgaroth. Make your way to {s4}, speak to the camp commander, and join the assault.
; qstr_We_will_go_as_swiftl|We will go as swiftly as we may, and pray we are not too late.
; qstr_We_shall_plunder_the|We shall plunder their port and seize their riches for ourselves!
; qstr_We_shall_plunder_the_|We shall plunder the Lake Town and seize their riches for ourselves!
; qstr_I_m_sorry_but_we_can|I'm sorry, but we cannot aid them now.
; qstr_Bah!_Far_more_glory_|Bah! Far more glory to be won elsewhere than with paltry piracy.
; qstr_This_raid_does_not_i|This raid does not interest me. I shall win glory elsewhere.
; qstr_{s9}_asked_you_to_de|{s9} asked you to destroy a scout camp near {s1}.
; qstr_{s9}_asked_you_to_def|{s9} asked you to defend a village under attack near {s1}.
; qstr_{s9}_asked_you_to_ra|{s9} asked you to raid a village near {s1}.
qstr_These_soldiers_may_w|Esses soldados podem virar a maré em meus planos, {playername}. Estou confiante de que você os treinou bem. Meus agradecimentos e meus cumprimentos a você.
qstr_Good_work_in_shaping|Bom trabalho na formação desses recrutas, {playername}, você tem sido muito útil. Espero que durem mais que o último lote, mas venham me ver novamente se não o fizerem.
qstr_Well_the_soldiers_ar|Bem, os soldados estão ao seu comando agora, senhor. Tenho certeza de que você cuidará bem deles.
qstr_Well_you_may_do_as_y|Bem, você pode fazer o que quiser. Meus companheiros e eu sempre podemos endurecer mais, se necessário.
qstr_{s9}_asked_you_to_br|{s9} pedi para trazer de volta um selvagem troll para uso em seu exército.
qstr_{s9}_asked_you_to_fi|{s9} pediu para você descobrir o que está acontecendo na Floresta Fangorn e relatar o que aconteceu.
qstr_{s9}_asked_you_to_fin|{s9} pediram para você encontrar as lanças perdidas que os anões fizeram para o rei Bladorthin. Você terá que pedir permissão para procurar pelas lanças nas profundezas da Montanha Solitária.
; qstr_{s9}_has_asked_you_t|{s9} has asked you to slay the Dol Guldur sorcerer in Mirkwood.
qstr_{s9}_asked_you_to_ta|{s9} pediu que você levasse uma mensagem para {s13}. Acredita-se que {s13} estava em {s4} quando você recebeu essa missão.
qstr_{s9}_asked_you_to_tak|{s9} pediu que você levasse uma mensagem para {s13} de {s15}. Acredita-se que {s13} estava em {s4} quando você recebeu essa missão.
; qstr_{s11}_asked_you_to_e|{s11} asked you to escort his messenger to {s14}.
qstr_Lend_your_experience|Empreste seu cirurgião experiente {s3} para {s1}.
qstr_No_commander_should_|Nenhum comandante deveria ter que admitir isso, {playername}, mas eu estava inspecionando meus soldados no outro dia e há pessoas que não sabem qual extremidade da espada segurar. Eles precisam de alguém para mostrar-lhes o significado de coragem. Você é um guerreiro de renome, {playername}. Você vai treinar algumas tropas para mim? Eu ficaria muito grato a você.
qstr_No_commander_should_h|Nenhum comandante deveria ter que admitir isso, {playername}, mas eu estava inspecionando meus soldados no outro dia e executei alguns deles por incompetência. Eles precisam de alguém com aço nas costas para inflar alguma coragem ou matá-los tentando. Você é um guerreiro de renome, {playername}. Você vai treinar algumas tropas para mim? Eu posso fazer valer a pena para você.
qstr_{s9}_asked_you_to_rai|{s9} pediu para levantar {reg1} {s14} e trazê-los para ele.
qstr_{s9}_asked_you_to_hu|{s9} pediu para você procurar um fugitivo chamado {s4}. Acredita-se que ele esteja em {s3}.
; qstr_{s9}_asked_you_to_defe|{s9} asked you to defend 3 groups of refugees on their way to {s3}.
; qstr_{s9}_asked_you_to_hun|{s9} asked you to hunt down 3 groups of refugees on their way to {s3}.
qstr_{s9}_asked_you_to_ca|{s9} pediu para você pegar os três grupos de escravos fugitivos e trazê-los de volta para {s4}, vivos e respirando. Ele disse que todos os três grupos estão indo em direção a {s3}.
qstr_{s11}_asked_you_to_f|{s11} pediu para você seguir o espião que vai embora {s12}. Tenha cuidado para não deixar o espião vê-lo no caminho, ou ele pode ficar desconfiado e voltar atrás. Uma vez que o espião se encontra com seu cúmplice, você deve capturá-los e trazê-los de volta para {s11}.
qstr_{s11}_asked_you_to_c|{s11} pediu para você capturar um comandante inimigo e depois trazê-lo de volta para {s11} para fazer perguntas.
qstr_{s9}_asked_you_to_le|\n{s9}  lhe pediu para emprestar seu companheiro {s3} com ele por uma semana.
qstr_{s9}_has_requested_y|{s9} pediu que você trouxesse {reg1} prisioneiros inimigos.
qstr_We_have_reports_that|Temos relatos de que várias das nossas patrulhas aliadas foram emboscadas e derrotadas. Alguns dos homens ainda podem viver, capturados pelo inimigo. No entanto, o moral de minhas tropas sofre, pois os homens capturados certamente serão mortos, aprisionados ou pior. Eu quero que você resgate {reg1} prisioneiros e reforce a moral de nossas tropas.
