qstr_Gate_is_breached!|大门被攻破！
; qstr_My_lord_{s12}_is_saf|My lord, {s12} is safe. The Corsairs were defeated.
; qstr_My_lord_Esgaroth_is_|My lord, Esgaroth is safe. The men of RhÃ»n were defeated.
; qstr_The_surroundings_of_|The surroundings of {s12} burn. The pillaging was glorious indeed!
; qstr_The_surroundings_of_E|The surroundings of Esgaroth burn. The pillaging was glorious indeed!
; qstr_This_is_welcome_news|This is welcome news indeed, {playername}. We were ill-prepared for such bold action from the Corsairs. But thanks to you, the black sails have been driven away, at least for a time, and we may hope, at least, that we have struck them a blow this day. You have our thanks.
; qstr__Good_work_{playerna| Good work, {playername}! They showed more cunning than we credited them with, I'll give them that. But these Easterlings don't fight half as well on their boats as they do on their horses, it would seem! Perhaps we, too, should consider launching a fleet of our own... In any case, we thank you, {playername}, on behalf of Esgaroth and all the people of Dale.
; qstr_Even_from_here_we_co|Even from here, we could see the flames and smell the despair of our enemies on the wind! You have done splendidly, {playername}. Let terror now strike the heart of every man, woman and child in Gondor, for they know now that not even their mightiest strongholds are beyond our reach!
; qstr_Even_from_here_we_cou|Even from here, we could see the flames and smell the despair of our enemies on the wind! You have done splendidly, {playername}. Let terror now strike the heart of every man, woman and child in Dale, for they know now that not even their mightiest strongholds are beyond our reach!
; qstr_My_lord_they_fell_up|My lord, they fell upon us with great force. We could not repel the Corsairs.
; qstr_My_lord_they_fell_upo|My lord, they fell upon us with great force. We could not repel the warriors of Rhûn.
; qstr_The_raid_on_{s12}_fa|The raid on {s12} failed, thanks to the incompetence of our allies!
; qstr_This_raid_was_ill_fa|This raid was ill-fated from the start. We should never have gotten on those rickety rafts!
; qstr_This_is_evil_news_yo|This is evil news you bring. The black sails grow ever bolder, and all of Belfalas now lies ever more under their shadow. I will not blame you overmuch, {playername}, for your failure, but we have been struck a sore blow indeed, a sore blow. Go now. Hope dwindles for Gondor, and we must fight to keep what remains of it alive.
; qstr_This_is_evil_news_you|This is evil news you bring. The Easterlings grow ever bolder, and Esgaroth burns. I will not blame you overmuch, {playername}, for your failure, but we have been struck a sore blow indeed, a sore blow. Go now. Hope dwindles for our kingdom, and we must fight to keep what remains of it alive.
; qstr_Pah!_It_seems_you_we|Pah! It seems you weren't able to find your sea-legs, {playername}. Now they sit, these men of Gondor, high in their towers, vain as kings, laughing as the black sails burn! Perhaps a stint at the oars of a galley would be fitting punishment for your troops; a pity they are under your command, and not mine. The Eye will not be pleased. Leave me now. 
; qstr_Have_you_nothing_bet|Have you nothing better than weak excuses to offer for your failure, {playername}? Perhaps you are not as strong as we had believed. Serve our cause better in future, {playername}. There will be no mercy for the weak!
; qstr_{playername}_we_have|{playername}, we have Isengard on their knees. They have launched their last stand and is protecting Saruman in his tower. Ride with me and meet them!
; qstr_I_am_ready_to_ride_w|I am ready to ride with you against Isengard.
; qstr_I_am_ready_to_ride_wi|I am ready to ride with you and meet them. Let us end this now.
; qstr_I_am_not_ready_to_ri|I am not ready to ride with you yet. I need some more time.
; qstr_Stay_close_we_will_t|Stay close, we will take position near the enemy. When we have all gathered, we will strike.
; qstr_You_have_taken_too_l|You have taken too long... We shall ride now, with or without you. We will gather near the enemy, and when in 3 days time, we will strike.
; qstr_Make_haste_{playerna|Make haste, {playername}. We do not want them to recover.
qstr_Your_mission_is_comp|你的任务完成了，{s9}希望你能够在接到进一步的指令以前继续跟着他的部队前进。
qstr_{s13}_asked_you_to_g|{s13}要你收集{reg3}头牛，并给他送去。
; qstr_Moreover_should_you_|Moreover, should you become {s24}, you will be welcomed to my War Council, where you can make decisions that will affect the course of our campaign. For the moment, as a {s25}, just follow us and stay close. We'll be moving soon.
; qstr_For_the_moment_just_|For the moment, just follow us and stay close. We'll be moving soon.
qstr_{s9}_asked_you_to_sc|{s9}要你侦察{s13}，{s14}和{s15}，然后回去向他汇报。
qstr_You_have_been_most_h|你给我了很大的帮助，{playername}。谢谢你。
qstr_You_are_a_good_serva|你是个能干的侍从，{playername}。继续。
qstr_Superb_work_{playern|漂亮！{playername}。我对你的成绩和态度表示赞赏。
qstr_Your_efficiency_is_p|你的效率令人愉悦，{playername}。继续坚持你将会步步高升。
qstr_It_was_an_honour_to_|为你服务，我感到很光荣，大人。
qstr_Your_wish_is_my_comm|無論你願望什麽，我都會當作命令來對待，并且我會使其實現
; qstr_Sauron_in_Mordor_the|Sauron in Mordor, the Corsairs of Umbar, the Variags of Khand, and Harad Tribesmen
; qstr_Saruman_in_Isengard_|Saruman in Isengard and the Wildmen of Dunland
; qstr_Orcs_of_Moria_and_Do|Orcs of Moria and Dol Guldur
; qstr_Orcs_of_Gundabad_and|Orcs of Gundabad and the Warriors of Rhun
; qstr_Men_of_Gondor|Men of Gondor
qstr_Riders_of_Rohan|洛汗騎兵
; qstr_Elves_of_Imladris_an|Elves of Imladris and Lothlorien
; qstr_Men_of_Dale_Dwarves_|Men of Dale, Dwarves of Erebor, Beorn's kinsmen, and the Elves of Mirkwood
; qstr_Ah_{playername}_it_i|Ah, {playername}, it is good you have come. War is at our doorstep and we need soldiers and captains alike to fulfill their oaths.^^We are at war with {s11}, but we have to gather our strength and weaken the enemy before we can hope to move against their strong-points and fortresses. Each defeat of our enemies will bring us closer to victory and strengthen our resolve, so I trust you to fight our enemy at every opportunity, be it a mere scout party or a war host. Yet do not rush into battle alone, you must fight alongside our brave captains and our allies also.
; qstr_About_time_you_showe|About time you showed up, {playername}. We're at war now and I will not tolerate any insubordination. We are fighting against {s11}, but we have to gather our strength and smite the enemy in the field before we can move against their fortresses. Each defeat of our enemies will strengthen our war efforts and bring them closer to their utter destruction. So I trust you to fight our enemy at every opportunity, be it a mere scout party or a war host. Also, you are to support our captains and our allies if you see them fight. Do not fail them or I will know.
qstr_we_are_fighting_agai|我們正在與{s13}交戰
qstr_we_are_not_fighting_|我們沒有與任何人交戰暫時
qstr_Oh?_Let_me_see_that.|哦？让我看看……很好很好！非常感谢你把着封信带来，{playername}。拿着徽章作为我收到信的证物，下次见到{s9}的时候代我向他致意。
qstr_Give_me_that!_Hrmph!|哇啊！给我！你对你的长官来说有价值{playername},你是个有才的仆人，让{s9}多用用你。
qstr_What?_Let_me_see_tha|什么？让我看看。。。不错嘛，{playername}。现在你可以走了。
qstr_Give_me_that!_Hrmph!_|哇啊！给我！你对你的长官来说有价值{playername},但你们所有人都会在不久死亡。不过不是现在，滚开！
; qstr_My_king|My king
qstr_Lord|王
; qstr_my_king|my king
; qstr_lord|lord
; qstr_our|our
; qstr_your|your
; qstr_Moria_and_Gundabad|Moria and Gundabad
qstr_Moria|摩瑞亞
qstr_Gundabad|剛達巴
; qstr_You_swear_an_oath_of|You swear an oath of vengeance against {s3}. You must now kill as many of the troops of Moria and Gundabad as possible in the coming days. You are keenly aware that your followers have witnessed this oath and you do not wish to become known as an oathbreaker. An orgy of bloodletting must now begin!^.
; qstr_The_search_for_the_L|The search for the Lost Spears has led you to Dorwinion, the site of the ancient northern kingdom of King Bladorthin. TO BE CONTINUED
; qstr__You_need_to_be_{s24|(You need to be {s24} or higher).
; qstr_You_are_not_worthy_o|You are not worthy of my skills. Prove yourself first, and rise above {s25}. {s2}
; qstr_I_am_sorry._I_cannot|I am sorry. I cannot attend to you as a {s25} as there are more pressing issues. {s2}
; qstr_Yes_I_am_and_I_can_h|Yes, I am, and I can help you for a price.
; qstr_You_heard_right_and_|You heard right, and yes, I can aid you.
; qstr__Costs_1000_Resource|(Costs 1000 Resource, 5 Influence)
; qstr_I_can_see_that._I_ll|I can see that. I'll have my men stand guard while I deal with you. It will take some time. {s2}
; qstr_Yes_I_see_that._I_ca|Yes, I see that. I can do tend to you yes, but it will take me away from important tasks. {s2}
; qstr__Costs_1500_Resource|(Costs 1500 Resource, 10 Influence)
; qstr_I_ll_have_my_persona|I'll have my personal healers deal with you. They are the best. Tell me when you want them here. {s2}
; qstr_I_ll_have_my_personal|I'll have my personal healers tend to your men. They are the best at what they do. Let me know when you need them. {s2}
; qstr_I_ll_have_them_here_|I'll have them here shortly.
; qstr_Let_us_begin._My_hea|Let us begin. My healers will take care of you and your men.
; qstr_Alright!_This_is_goi|Alright! This is going to hurt... a lot.
; qstr_Let_us_begin._It_may|Let us begin. It may take some time. Just relax and leave the rest to me.
; qstr_Impressive..._You_di|Impressive... You didn't flinch much. Go back to your post.
; qstr_Rest_the_wounds_have|Rest, the wounds have been taken care of.
; qstr_Your_party_must_be_a|Your party must be at least 30 strong to begin this quest
; qstr_You_were_tasked_to_h|You were tasked to hunt down the bandits that have been recently wreaking havoc in the North. You can either attack them in their hideout near Mirkwood Forest or intercept them near Beorn's House.
; qstr_Mordor_Gains_Faction|Mordor Gains Faction Strength as they received an unknown weapon
; qstr_Beornings_gain_Facti|Beornings gain Faction Strength as news of your victory spreads.
; qstr_Beornings_loses_Fact|Beornings loses Faction strength when they were attacked.
; qstr__{s14}_gains_faction| {s14} gains faction strength as news of the Ring of Power spreads.
; qstr_You_must_return_and_|You must return and report back that you have defeated the Ring Hunter leaders and have taken a magical ring.
; qstr_You_must_return_and_r|You must return and report back that you have defeated the Ring Hunter party, but the leaders may have acquired what they were looking for.
qstr_Do_you_need_reinforc|你需要援軍嗎？
qstr_You_don_t_look_too_s|你看起來還不夠强大，你需要部隊嗎？
qstr_^{s14}_is_grateful_t|^{s14}衷心的感谢你{playername},{s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?Those:That}勇敢的{reg28?soldiers:soldier}一定会帮助我们保卫土地。{s32}^^[获得{reg14}{s14}的资源点]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?Those:That}有用的{reg28?troops:troop}一定会帮我们带来更多的毁灭。{s32}^^[获得{reg14}{s14}的资源点]
qstr_{s4}_^Oh_and_take_bac|{s4}哦，带走那些不是我们种族的士兵，他们对我来说没用。
qstr_It_is_my_duty_to_hel|我的職責就是幫助我的人民
qstr_It_is_my_duty_to_help|我的職責就是幫助我的盟友
; qstr_{s31}__Consumable._C|{s31} (Consumable. Can be rebought)
; qstr_{s31}__Can_be_reboug|{s31} (Can be rebought)
; qstr_I_wish_to_raze_an_en|I wish to raze an enemy settlement to the ground.
; qstr_I_wish_to_lead_our_m|I wish to lead our men in an assault on an enemy settlement.
; qstr_More_snaga_who_will_|More snaga who will throw themselves at the enemy's walls? Listen close and I might let you try.
; qstr_Indeed?_Few_men_are_|Indeed? Few men are so quick to volunteer to die on the battlements. There is much we must discuss before I can give you leave to go
; qstr_Indeed?_That_is_no_s|Indeed? That is no small undertaking and there are matters which we must discuss before I can give you leave to go.
; qstr_First_sieges_are_onl|First, sieges are only an option for the strongest! Here is all that needs doing:
; qstr_Here_is_all_that_nee|Here is all that needs doing:
; qstr_Firstly_we_must_thin|Firstly, we must think to the hindrances of this task:
; qstr_You_need_sharp_weapo|You need sharp weapons, fresh meat for your troops and wargs, wood to fuel the fires, and draughts to make the weaklings keep up. You also have to keep your scum in line or they'll all kill each other before you've even got to the walls. We're too busy with our own fights to take care of your lot â€” be prepared to provide what is needed to keep the maggots moving.^[requires {reg3} resources, {reg15} influence]
; qstr_Steel_must_be_kept_s|Steel must be kept sharp, men and horses fed, fires kept burning, water fetched, wounds tended â€” you and your men are no use to us if you can't maintain your campaign. As we are spread too thin already to give you what is required, you must be prepared to provide what is needed to keep your army operational in a siege.^[requires {reg3} resources, {reg15} influence]
; qstr_Steel_must_be_kept_sh|Steel must be kept sharp, soldiers and horses fed, fires kept burning, water fetched, wounds tended â€” a battle less glorious but no less important than the one you will fight on the ramparts. As we are spread too thin already to give you what is required, you must be prepared to provide what is needed to keep your army operational in a siege.^[requires {reg3} resources, {reg15} influence]
; qstr_Next_if_you_try_to_a|Next, if you try to attack an enemy capital, I'll stick you if you ain't dead already.. We only march there when the Master commands it. You go where the enemy is weak and can be beaten.
; qstr_Secondly_you_do_not_|Secondly, you do not have permission to lead our people against an enemy capital. These places can only be overcome when the full strength of our forces stands united. You are to strike only where our foe has been weakened sufficiently that they would be defeated.
; qstr_Third_{s2}_is_on_its|Third, {s2} is on its own campaign. We'll fight with you if the pickings look good, but you better be strong enough to win on your own, or you won't last long.
; qstr_Furthermore_you_must|Furthermore, you must know that {s2} is occupied with its own campaign. Our banners will follow you into battle if circumstance permits, but do not trust to hope â€” you may well be forced to stand alone.
; qstr_Last_remember_that_a|Last, remember that as a {s25}, the Master has got no time for failure. You risk much for {s2} when you fight â€” bring us defeat and we'll make sure you wish you'd never been born.
; qstr_Finally_remember_tha|Finally, remember that as a {s25}, you live and die by your successes and failures. You risk much for {s2} when you march into battle â€” bring ruin upon it and the consequences will be severe.
; qstr_Finally_remember_that|Finally, remember that as a {s25}, you may bask in the glory of a victory hard-won and call that victory your own but all who dwell in {s2} will pay the price of your failure. You carry the fate of {s2} into battle with you â€” bring ruin upon it and the consequences will be severe.
; qstr_Still_think_you_can_|Still think you can handle it?
; qstr_Knowing_what_I_have_|Knowing what I have told you, do you still think yourself capable?
; qstr_Knowing_what_I_have_t|Knowing what I have told you, do you still wish to proceed?
; qstr_Give_me_the_banner_o|Give me the banner of the Master!
; qstr_Yes_my_lord._Let_me_|Yes, my lord. Let me carry our banner into battle.
qstr_The_people_of_{s3}_t|{s3}的人民感谢你的礼物，{playername}。作为{s1}的交换，我们要把{s2}送给{s4}的人民。再次感谢你，{playername}。
qstr_I_want_to_deliver_a_|我想提供一份禮物給我的盟友
qstr_delivering_a_gift|提供一份禮物
; qstr_I_want_to_bring_a_br|I want to bring a bribe to our allies.
; qstr_delivering_a_bribe|delivering a bribe
qstr_{s2}_[{reg14}_Resour|{s2}_[{reg14}资源点]
qstr_Gift|禮物
qstr_You_have_requested_t|你把{s1}从{s2}处带给{s3}。{s3}的人民很欢迎你的行为。
qstr_Bribe|賄賂
qstr_You_have_requested_to|你把{s1}从{s2}处带给{s3}。可以换取一些奖励。
; qstr_Taking_{reg0}_inf._A|Taking {reg0} inf. Alt?={reg1}
qstr_You_spent_{reg0}_of_|你花费了{reg0}单位影响力在{s1}上,你剩下{reg1}单位。
qstr_The_War_is_over_{pla|战争结束了！{playername}，你不知道吗？
qstr_We_are_at_war_with_{|我们正在与{s12}交战。但是我们主要都在与{s13}作斗争。
qstr_We_are_at_war_with_{s|我们正与{s12}开战。其实我们只是有点小冲突。
qstr_we_are_not_too_conce|我们并没有太多与他们纠缠。因为现在我们正在与家乡旁的敌人战斗。
qstr__under_your_orders|，我们听你指挥。
; qstr_{playername}_the_men|{playername}, the men have heard stories about fierce enemy troops. Stories of these terrors are demoralizing the men. I want you to show the men that they have nothing to fear. I want you to personally defeat {reg22} {s6}.
; qstr_{playername}_I_want_|{playername}, I want you to show the men that enemy troops are of no consequence. I want you to personally slay {reg22} {s6}! Do this to show we are the superiour force!
; qstr_I_will_do_what_you_a|I will do what you asked, and the men will witness.
; qstr_{s9}_wants_you_to_pe|{s9} wants you to personally defeat {reg22} {s6}.


; qstr_I_want_you_to_person|I want you to personally slay
; qstr_I_want_you_and_your_|I want you and your men to kill
; qstr_{playername}_you_nee|{playername}, you need to earn my respect and that of your men. {s6} {reg22} {s7} troops!
; qstr_{s9}_wants_you_to_per|{s9} wants you to personally kill {reg22} {s6} troops.
; qstr_{s9}_wants_you_and_y|{s9} wants you and your men to kill {reg22} {s6} troops.
; qstr_{playername}_we_have_|{playername}, we have received grim tidings. The Corsairs of Umbar grow ever bolder, and even as we speak, a fleet gathers not far from {s6}. Already they reave along the coastline, and soon they shall be upon the city itself.^^ We must intercept the fleet before it reaches the city. Hasten to {s6}, and speak to the local authorities.
; qstr_{playername}_we_have_r|{playername}, we have received grim tidings. The savages of Rhûn have more cunning and boldness than we thought - unseen by our scouts, they have built a sufficiency of boats and rafts to carry them across the Long Lake, and they are striking directly at Esgaroth!^^ We must intercept the fleet before it reaches the city. Lead your troops there as swiftly as you can, and drive the barbarians back across the water!
; qstr_If_you_seek_pillage_|If you seek pillage and plunder, here is a matchless opportunity, {playername}.^^ A Corsair fleet is launching from the port at {s7}, and will set a course straight for {s6}, which is ripe for the plucking! Join them in their assault, and share in the spoils!
; qstr_The_soft_weaklings_o|The soft weaklings of Esgaroth are no match for our swift horsemen and ferocious warriors, {playername}. This is known. The Lake-men believe themselves safe, across the water from us, but we shall soon show them otherwise!^^ We have made boats, and rafts, good enough to carry our warriors straight across the lake. They won't be expecting us! ^^Go to the Main Camp, and speak to the camp commander if you wish to join the assault.
; qstr_{s9}_asked_you_to_he|{s9} asked you to help defend {s3} against a Corsair raid. Hasten to the city, speak to the guild master, and lend your aid to the local garrison.
; qstr_{s9}_asked_you_to_hel|{s9} asked you to help defend Esgaroth against a naval incursion, of all things, made by Rhûn. Hasten to the Lake-town, speak to the guild master, and lend your aid to the local garrison.
; qstr_{s9}_offered_you_an_|{s9} offered you an opportunity to join a naval raid against {s3}. Make your way to {s4}, speak to the camp commander, and join the assault.
; qstr_{s9}_offered_you_an_o|{s9} offered you an opportunity to join a naval raid against Esgaroth. Make your way to {s4}, speak to the camp commander, and join the assault.
; qstr_We_will_go_as_swiftl|We will go as swiftly as we may, and pray we are not too late.
; qstr_We_shall_plunder_the|We shall plunder their port and seize their riches for ourselves!
; qstr_We_shall_plunder_the_|We shall plunder the Lake Town and seize their riches for ourselves!
; qstr_I_m_sorry_but_we_can|I'm sorry, but we cannot aid them now.
; qstr_Bah!_Far_more_glory_|Bah! Far more glory to be won elsewhere than with paltry piracy.
; qstr_This_raid_does_not_i|This raid does not interest me. I shall win glory elsewhere.
; qstr_{s9}_asked_you_to_de|{s9} asked you to destroy a scout camp near {s1}.
; qstr_{s9}_asked_you_to_def|{s9} asked you to defend a village under attack near {s1}.
; qstr_{s9}_asked_you_to_ra|{s9} asked you to raid a village near {s1}.
qstr_These_soldiers_may_w|这些士兵势必会改善我的处境，{playername}。我很高兴你把他们变成了精锐的战士。感谢并赞美你！
qstr_Good_work_in_shaping|你完美地让这些新兵成长成了一个“战士”，{playername}，你是最能干的。但愿它们能比上一批更勇猛。如果他们不行再来找我。
qstr_Well_the_soldiers_ar|们从现在开始跟你了。但愿他们能为你争得优势。
qstr_Well_you_may_do_as_y|你请自便。我和我的精英战士一直都准备着为你服务，有需要再来找我。
qstr_{s9}_asked_you_to_br|{s9} 要你帶回一個兇暴的巨魔為了軍用
qstr_{s9}_asked_you_to_fi|{s9}让你调查法贡森林里到底发生了什么事情，并向他汇报。
qstr_{s9}_asked_you_to_fin|{s9}让你寻找矮人国王布拉多辛遗失的矛。你必须获得{s5}的许可，以进入孤山深处寻找长矛。
; qstr_{s9}_has_asked_you_t|{s9} has asked you to slay the Dol Guldur sorcerer in Mirkwood.
qstr_{s9}_asked_you_to_ta|{s9}要你带一个口信给{s13}。在你接受这个任务的时候，{s13}确信在{s4}。
qstr_{s9}_asked_you_to_tak|{s9}要你带一个从{s15}那里得到口信给{s13}。在你接受这个任务的时候，{s13}确信在{s4}。
qstr_{s11}_asked_you_to_e|{s11}让你护送他的信使到{s14}。
qstr_Lend_your_experience|借用你的經驗豐富的外科醫生 {s3} 給{s1}
qstr_No_commander_should_|{playername}，作为一名指挥官，这很丢人。但我发现我的一些士兵居然分不清手中剑的头尾。我不希望这些战士白白死在战场上。你是一位有名的战士，{playername}。你能帮我训练些兵吗？
qstr_No_commander_should_h|{playername}，作为一名指挥官，这很丢人。但我发现我的一些士兵居然分不清手中剑的头尾。我不希望这些战士白白死在战场上。你是一位有名的战士，{playername}。你能帮我训练些兵吗？
qstr_{s9}_asked_you_to_rai|{s9} 要你在 {s14} 征 {reg1} 的稅并帶給他。
qstr_{s9}_asked_you_to_hu|{s9}要你抓捕名叫{s4}的通缉犯。他现在确信在{s3}。
; qstr_{s9}_asked_you_to_defe|{s9} asked you to defend 3 groups of refugees on their way to {s3}.
; qstr_{s9}_asked_you_to_hun|{s9} asked you to hunt down 3 groups of refugees on their way to {s3}.
qstr_{s9}_asked_you_to_ca|{s9}让你去抓捕三队逃走的农奴，把他们带回{s4}。记住，要活的！他说三队农奴都在逃向{s3}。
qstr_{s11}_asked_you_to_f|{s11}让你去跟踪一将要离开{s12}的间谍。小心别让他在半路看到你，否则他会怀疑并返回。当间谍接头时，你要迅速逮捕他们并把它们带回{s11}。
qstr_{s11}_asked_you_to_c|{s11}让你去俘虏一名敌军指挥官，把他带到{s11}作审问工作。
qstr_{s9}_asked_you_to_le|{s9} 要你把同伴 {s3} 借給他一周。
qstr_{s9}_has_requested_y|{s9}希望你能给他带去{reg1}的敌军俘虏。
qstr_We_have_reports_that|我收到情报，几队我们同盟的巡逻队被袭击了。他们或许还有一些人活在敌人手中。他们将会被关押、处决或更糟。我们的士气太糟糕了。我希望你能救回{reg1}个俘虏。这样我的士气或许还可以恢复。
qstr_We_have_reports_that_|我收到情报，几队我们的巡逻队被袭击了。他们或许还有一些人活在敌人手中。他们在未来还有战斗力，若就这样被关在囚洞里一个个死去就太不值了。我希望你能救回{reg1}个俘虏，并让他们重新为我们战斗。
qstr_{s9}_has_asked_you_to|{s9}让您去救回{reg1}个俘虏。
qstr_We_have_reports_that_a|我收到报告，敌军大队或许正在{s13}集结。很明显，这将对我造成极大的影响。我还不知道他们到底有多少人，我不知道我的部队又没有准备好在战场上面对他们。。。我希望你能够靠近{s13}，尽你所能找些有用的信息回来。
qstr_My_spies_tell_me_of_|我的间谍告诉我，有一个大军团正在{s13}集结！我们和我们的属下估计无法与他们抗衡。但是我想去知道他们的人数还是没什么问题的。我希望你能够靠近{s13}，并尽你所能去找些信息回来。
qstr_{s9}_asked_you_to_sco|{s9}要求你去偵察{s13}
qstr_We_have_reports_of_s|我们接到报告，有些敌人在{s13}处活跃。我们的侦察队没能靠近他们，我们不知道他们具体在那块范围内活动。我希望你能组织一队侦察队，接近{s13}并派遣你的侦察队。
qstr_My_spies_tell_me_the|我的间谍告诉我敌军正在对{s13}的什么东西采取行动。我们那悲剧的侦察队太笨拙了，他们根本没法接近敌军，也就是说他们不能给我们提供任何信息。我希望你能组织你的侦察队，靠近{s13}。务必挑选你负责的军士，我不希望听到你的侦察队在发现敌军的影子后调头逃跑！
qstr_{s9}_asked_you_to_di|{s9}让你迅速去派遣一支附近的侦察队，它靠近{s13}。找到至少7名{s15}的士兵，其中至少有一个是{s14}。然后去{s13}并与{s14}交谈，并派遣侦察队。
qstr_We_need_to_take_the_|我们要向敌人宣战，{playername}。现在，我们去攻击他们的巡逻队和交通系统。我需要你去消灭{reg1}{s13}的部队。这样我们能够夺来主动权。
qstr_We_need_to_grind_dow|我们要把那些没用的敌人清除，{playername}。他们的巡逻队和物资车队比我预计的还嚣张。我需要你去消灭{reg1}{s13}的部队。他们应该会由此知道恐惧的感觉吧!
qstr_{s9}_asked_you_to_el|{s9}让你去除掉{reg1}{s13}的部队。
qstr_{s9}_asked_you_to_fr|{s9} 要你從近郊一隻狂暴的巨魔的威脅下解救 {s13}。
; qstr_the_Dwarves_so_that_|the Dwarves, so that if you pass by Erebor or the Iron Hills, you can try to arm yourself with the fabled Dwarven weaponry
; qstr_Gondor_so_that_if_yo|Gondor, so that if you pass by their lands, you can try to purchase some of their well-known armours
; qstr_Rohan_so_that_if_you|Rohan, so that if you pass by their lands, you can try to purchase some of their fabled horses
; qstr_Dale_so_that_if_you_|Dale, so that if you pass by their lands, you can try to purchase some of their well-known bows
; qstr_Without_my_help_you_|Without my help you would all lie dead and burnt!^^ I come to answer the call of Saruman, of Isengard. Cross me at your peril!
; qstr_Without_my_help_you_w|Without my help you would all lie dead and burnt!^^ I come to answer the call of the Lord of Mordor, who will soon be Lord of all the World.
; qstr__*snort*_There_is_on| *snort* There is only one Lord of all the world, scum. Soon or late, you will answer to Lugbúrz, weakling!
; qstr_*snort*_Another_one_|*snort* Another one for the meat-shield, to eat arrows! Be off, weakling. We have no use for you.
; qstr_Go_to_Moria_and_get_|Go to Moria, and get a nice warg for yourself - or some snagas of your own, if you like!
; qstr_Go_to_Isengard_and_g|Go to Isengard, and get something for yourself - maybe some of the fighting Uruk-Hai will follow you!
; qstr_Go_up_north_to_Gunda|Go up north, to Gundabad - dumb and ugly, they are, but they have good furs.
; qstr_Get_some_snagas_of_y|Get some snagas of your own, like these fellows here who follow me. Maybe you'll have a war party of your own soon enough!
; qstr_Our_friends_and_alli|Our friends and allies will hear of you, don't doubt it! Might be they'd be willing to give you a new mount, or a new blade. No one has time for the weak, but if you're strong, ha, we help those who help us, see? Trade some of those spoils for a good horse, maybe, with those Men of Rhûn - for riding or eating, your choice, har!
; qstr_Trade_some_of_those_|Trade some of those spoils for a good horse, maybe, with those Men of Rhûn - for riding or eating, your choice, har!
; qstr_That_is_not_a_smart_|That is not a smart thing to say in front of a Rhun Warrior...Next time I see you, I will kill you.
; qstr_They_will_all_know_m|They will all know my name... They will know to fear it
; qstr_Suilad_mellon!_It_is|Suilad, mellon! It is not oft we meet folk from the Hidden Valley in our realm. We give thanks to the stars they lead you to our aid, and to you as well - le hannon!
; qstr_Suilad_mellon!_It_is_|Suilad, mellon! It is rare to have one of our woodland kin come to our aid - le hannon!
; qstr_Suilad_mellon!_That_|Suilad, mellon! That is - thank you, friend!^^ At first I wasn’t sure if a goblin sabre, or a raging bear would be our doom. Alas, the stars were kind to send you to our aid.
; qstr_Alas_it_is_not_a_ple|Alas, it is not a pleasant purpose or mere wandering that bring me and others serving lord Elrond to these lands... 
; qstr_You_wouldn_t_have_ne|You wouldn't have need of our aid if you kept your borders shut!
; qstr__*growl*_I_know_your|(*growl* I know your tongue, elf, well enough to know if you mock me or if you give thanks... 
; qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Deep are my master’s designs, not for all to see and understand.
; qstr_Alae!_Our_green_wood|Alae! Our green woods are heavily patrolled, our thick gates stand firm, king Thranduil’s halls secure. It would be wise to follow our example.
; qstr__say_nothing_|(say nothing)
; qstr_Alas_it_is_not_a_plea|Alas, it is not a pleasant purpose or mere wandering that bring me and others serving lord Elrond to these lands. ^^An ancient evil stirred in the dark places and now it swarms into the light. Wise ones across the Mountains answered the call and hosts of Imladris march to battle, to fight for the North.
; qstr_You_wouldn_t_have_nee|You wouldn't have need of our aid if you kept your borders shut! ^^Tales of the Forest Witch only scare away witless fools - not so the orc filth we just slew.
; qstr_*growl*_I_know_your_|*growl* I know your tongue, elf, well enough to know if you mock me or if you give thanks.^^ Stars had none to do with it - I sensed the filth and followed a trail. I would have slain them were you in danger or not.
; qstr_Keep_your_secrets_th|Keep your secrets then, friend, but the Golden Woods whisper of your kin’s arrival. ^^We will inform our lady Galadriel of lord Elrond’s coming, though I suspect she knows of it already. And we shall speak of you too, to all our people. ^^Le maethor veleg a gornui! Your valour and deeds shall be known and your needs met whenever you visit our Valley of Singing Gold.
; qstr_We_walk_under_the_su|We walk under the sun and the stars, to dwell in caves is not our desire. Still, your undoubtedly well meant counsel is well received. ^^Your wisdom and brave deeds shall be known, your needs met whenever you wander into our domain.
; qstr_*he_sighs_and_smiles|*he sighs and smiles slightly* ^^Very well. For our common purpose we are happy to share all, even if words are in short supply where you come from.
; qstr_For_some_months_we_h|For some months we have watched the orc filth multiplying and staining our woods. ^^We will inform our lady Galadriel of lord Elrond’s coming, though I suspect she knows of it already. And we shall speak of you too, to all our people. ^^Le maethor veleg a gornui! Your valour and deeds shall be known and your needs met whenever you visit our Valley of Singing Gold.
; qstr_Calm_yourself_friend|Calm yourself, friend. Pedin i phith in aniron, a nin u-cheniathog. ^^We shall speak of you to all our people. Your valour and deeds shall be known, your needs met whenever you come to bask in the light of our Golden Valley.
; qstr_Stars_sail_through_t|Stars sail through the heavenly seas, men tread the earth. Truly, who can say if their paths follow each other? We shall speak of you to all our people. Your deeds shall be known and your needs met, were you to chase a star to the Golden Valley.
