
str_yes|Evet.
str_umbar_faction_intro|^Umbar Korsanları, Gondor'un kıyı şeridinde çok sayıda baskın düzenleyen Siyah Númenorluların torunları olan Gondor'un güney düşmanlarıdır..^^Korsanlar hem hafif zırhlı avcıları hem de daha agır kılıç ustalarını ve ayrıca yetenekli uzun yaylıları istihdam eder. Esas denizcilik gücü olarak, hareketlilik için dayanıklılıgı feda eden zırhları tercih ediyorlar.
str_moria_faction_intro|^Moria orkları, bir zamanlar kudretli Cüce krallıgı olan Khazad-Dúm'un salonlarını işgal ettiler. ^^Normal orklar gibi, kuvvetleri piyade, okçu, avcı ve Warg binicilerden oluşur, ama genellikle daha iyi ekipmana sahiptirler. Çünkü Moria'da bulun metal parçaları kullanmaktadırlar. Bazı orklar arasında şanslı birkaç tane vardır ki, yagmalarından buldukları saglam Cüce silah ve zırh parçalarına sahiptirler. Moria Ork Şefleri, akrabalarından daha güçlü ve daha sert olduklarını kanıtlamıştır ve savaşta korkunçturlar.
str_guldur_faction_intro|^Dol Guldur, Kuyutorman'daki Sauron'un eski bir kalesidir - aslında, “Büyük Yeşil Orman” ın artık bu karanlık adla bilinmesinin nedeni budur.^^Burada, Mordor'a sadık bir grup büyük bir ordu egitir ve hazırlar, Elflere ve ormandan geçen İnsanlara karşı sık sık baskın grupları gönderir. Dol Guldur'un birlikleri çogunlukla orklardan oluşuyor ve Mordor'unkine (piyade, avcı, okçu, savaş binicisi) çok benzer ama çeşitliligi biraz daha az.
str_gundabad_faction_intro|^Gundabad, Cüceler için kutsal bir yerdi, ancak bu günlerde kuzey daglarında devasa bir Ork kalesi haline geldi.^^Gundabad orkları, diger yerlerdeki arkadaşlarından daha vahşi olsalar da, benzer bir ordu kadrosuyla (piyade, okçu, avcı, savaşçı) diger tüm orklar gibi savaşırlar. Ekipmanları ilkel ve dövüş tarzları barbarca. Kurt binicileri, sertlik ve gaddarlıkta rakipsizdir. Gundabad'ın orklarından bazıları kendilerini bir savaş çılgınlıgına bile sokabilir.
str_dunland_faction_intro|^ Dunlendliler, onları vatanlarından süren Rohirrim'in düşmanları olan “Dunland'in vahşi adamları”. ^^ Dunland çorak ve fakirdir. Dunland halkı, çok az gerçek zırh giyer - çogunlukla kürkler ve sertleşmiş deriden oluşan zırhların yanında bazı metaller ise statüyü işaret eder. Silahlar için, uzun kılıçlar ve boynuz baltaları kullanırlar, nadir kılıçları prestij amblemi olarak kullanırlar. Atları ince ve zayıftır, Rohan'ın atları ile kesinlikle eşleşmez, ancak Dunlend halkı onları avcılar olarak savaşa götürür. Savaşta, mızraklıları toplu olarak ilerler ve kaba ama zorlayıcı bir keskin zırh duvarı sunar. Bazı Dunlendliler ayrıca vahşi yaratıklarla ilişkilerini de geliştirdi ve vahşi kurt sürülerini düşmanlarına karşı salıverebilirler.
str_beorn_faction_intro|^Beorn soyundan gelen Beornlar, KuyutOrman ile Sisli Daglar arasında Anduin'in üst Vadisindeki halkdır. Eski Ford'u ticaret için açık tutsalar da, ticaret için kervanlardan bir ücret talep ediyorlardı.^^ Ormancı olarak, palamut çubukları ve keskin baltalar kullanıyor olsalar da, zırh konusunda çok zayıflar. Agır Beorn piyadeleri kalkanlarla savaşır, Beorn ormancıları da yetenekli okçular olarak degerli bir okçu hattı sunarlar.
str_intro_faction_intro_strings_end|faction intro SON
str_gondor_extra_info|İyi^^Zor^^Gondor (Güney-Dogu)^^Prens Imrahil^^Mordor, Umbar, Khand, Harad
str_dwarf_extra_info|İyi^^Kolay^^Kuzey Rhovanion (Kuzey)^^Kral Dain II Demirayak^^Rhun, Gundabad
str_rohan_extra_info|İyi^^Ortalama^^Rohan (Güney-Batı)^^Kral Theoden^^Isengard, Dunland
str_mordor_extra_info|Sauron^^Kolay^^Gondor (Güney-Dogu)^^Gothmog^^Gondor
str_isengard_extra_info|Saruman^^Kolay^^Rohan (Güney-batı)^^Ugluk^^Rohan
str_lorien_extra_info|İyi^^Çok Kolay^^Güney Rhovanion (Merkez)^^Celeborn^^Moria, Dol Guldur
str_imladris_extra_info|İyi^^Çok Kolay^^Güney Rhovanion (Merkez)^^Lord Elrond^^Moria, Dol Guldur
str_woodelf_extra_info|İyi^^Çok Kolay^^Güney Rhovanion (Merkez)^^Kral Thranduil^^Moria, Dol Guldur
str_dale_extra_info|İyi^^Ortalama^^Kuzey Rhovanion (Kuzey)^^Kral Brand^^Rhun, Gundabad
str_harad_extra_info|Sauron^^Kolay^^Gondor (Güney-Dogu)^^Şef Ul-Ulcari^^Gondor
str_rhun_extra_info|Sauron^^Zor^^Kuzey Rhovanion (Kuzey)^^Yarl Helcaroth^^Dale, Cüceler, Kuyutorman, Beornlar
str_khand_extra_info|Sauron^^Kolay^^Gondor (Güney-Dogu)^^Shibh Krukmahur^^Gondor
str_umbar_extra_info|Sauron^^Kolay^^Gondor (Güney-Dogu)^^Amiral Tulmir^^Gondor
str_moria_extra_info|Saruman^^Çok Zor^^Güney Rhovanion (Merkez)^^Usta Küçük Bolg^^Imladris, Lothlorien
str_guldur_extra_info|Sauron^^Çok Zor^^Güney Rhovanion (Merkez)^^Usta Fuinur^^Imladris, Lothlorien
str_gundabad_extra_info|Saruman^^Çok Zor^^Kuzey Rhovanion (Kuzey)^^Usta Burza Krual^^Dale, Cüceler, Kuyutorman, Beornlar
str_dunland_extra_info|Saruman^^Zor^^Rohan (Güney-Batı)^^Şef kara Daeglaf^^Rohan
str_beorn_extra_info|İyi^^Zor^^Kuzey Rhovanion (Kuzey)^^Yaşlı Şef Grimbeorn^^Rhun, Gundabad
str_intro_strings_extra_end|Intro EXTRA SON
str_gundabad_intro|Savaşın haberlerini aldıktan sonra, uzak kuzeyden uzun zamandır kayıp olan Angmar topraklarından geldiniz. Yıllar geçtikçe siz ve halkınız, baltalarınız ve mızraklarınızla birçok cüce kalkanı kırdınız, şiddetli savaşlarınızın pençelerinin altında bulunan çok sayıda İnsan ve Elfin vücutlarını parçaladınız ve Ayı-İnsanların kürklerini kıyafet olarak giydiniz. Sisli Daglardaki Gundabad'ın Salonları tekrar sizin elinizde, Bolg ve Azog zamanlarında oldugu gibi. ^^Birçogunuz yıllar içinde, bu salonlarda ve tünellerde ölenleri gördü, ama hala hayatta olanlar var. Geçmişte açgözlü kazıcılar ve arkadaşları ile geçirmiş oldugunuz büyük mücadele - ve şimdi daha fazla mücadele edeceksiniz, onlara karşı hareket etmeye ve ellerindeki her şeyi kendiniz için almaya başladıgınızda!^^ Bolg için, Azog için, Büyük Goblin için intikam - Gundabad goblinleri için İntikam!
str_show_keybinds|Özel Tuşlar: ^^ Formasyon Tuşları: ^ Sıralar - J ^ Kalkan duvarı - K ^ Kama - L ^ Kare -; ^ Açık Formasyonlar - U ^^ Silah Kullanımını degiştirme - O ^^ Kamera Türünü degiştirme - CTRL + END ^^ Geri çekilme - V ^^ Atı çagırma - M ^^ emirleri görüntüle / Minimap - Backspace
str_tactical_controls|Bir bölük seçmek için klavye NUMARALARI'nı kullanın. Tüm gücünüzü seçmek için 0'a basın.^^Seçilen bölümleri sıralamak için F1-F4 kullanın. Seçilen bölümleri yerleştirmek için F1 tuşunu basılı tutun. Bu mekanizma ile bir düşman tümeni hedef alınabilir.^^ENTER tuşuna basmak genellikle bir tepegöz Strateji Kamerası başlatır.^^GERİ AL tuşuna basmak genellikle 'radar' ile bir Savaş Komutu Ekranı başlatır.
str_division_placement|BİR bölüm seçildiginde, ön sırasının merkezi belirtilen noktaya yerleştirilir.^^BİRÇOK bölüm seçildiginde, oyuncu belirtilen noktada duruyormuş gibi ayrılır ve yayılır.^^Oyuncuya göre seçilen bölümlerin yerleştirilmesi F2, F7 tuşlarına basarak ezberlenebilir. Varsayılan, solda piyade, sagda süvari ve ileri menzilli.
str_formations|Savaş menüsündeki kompleks düzenler şunlardır:^^SAFLARI SIKLAŞTIRMAK en iyi birimlerin önde oldugu düzen^- KALKAN DUVARI, kalkarın önde olup uzun silahların arkada oldugu düzen^-KAMA DÜZENİ en iyi birimlerin önde oldugu kama düzeni^- KARE özel sırası olmayan düzen^-DÜZEN YOK^^Düzen yoku seçseniz bile birliklerinize dört kere Yakın Dur diyerek dörtlü sıra oluşturabilirsiniz.
str_npc18_intro|Harika,biraz bekle!Seninle konuşmak istiyorum
str_npc19_intro|Bir dakika bekle, Komutan. Seninle konuşuyordum. Hayır, hayır, kraliyet kanından biriyle konuşsanız bile diz çökmenize gerek yok.
str_npc20_intro|Bekleyin. Sen. Seni gördüm. Yüzünü biliyorum. Bir rüya görmüştüm, seninle ilgili - ama neden sen? Şimdi seni kendi gözlerimle gördügüme göre, azgın bir snagadan biraz daha fazlasısın demektir!
str_npc21_intro|Defol git, küçük sinek, SENİ EZİP GEÇMEDEN ÖNCE! RRAAARGHH! (*Troll istemsizce homurdanarak pençelerini açar.*)
str_npc22_intro|Merhaba {playername}. Mae govannen!
str_npc23_intro|Beni yalnız bırak, yabancı, Seninle konuşmak istemiyorum.
str_npc24_intro|Kili, Dwalin oglu, hizmetinizdeyim!
str_npc25_intro|Dale'e hoşgeldin, gezgin! Sana nasıl yardımcı olabilirim?
str_npc26_intro|Şşt! Muhafızlara dalarsan mideni kesip warg'lara yem ederim!
str_npc27_intro|Sen!
str_npc18_intro_response_1|stoklarda duran bir köle, ölümle baglı, benimle konuşmak mı istiyor? Ne söyleyeceksin?
str_npc19_intro_response_1|Rolay Blood mı dedin?Ha!Sence bir damlası sana ne yapar?
str_npc20_intro_response_1|Buraya bak, bununla ne demek istiyorsun, cadı? Kimsin sen?
str_npc21_intro_response_1|Ah evet, beni botlarıma kadar titretiyorsun. Ne korkunç bir troll, bu ufacık zincire baglı! Öyleyse neden beni ezmiyorsun?
str_npc22_intro_response_1|Elf-lorduna selam! Sizinle tanışmak bir onurdur.
str_npc23_intro_response_1|Silvan Elfleri misafirlerini böyle mi selamlarlar?
str_npc24_intro_response_1|{playername} hizmetinizdedir. Durin'in sayısı ne kadar?
str_npc25_intro_response_1|Selamlar. Merak ediyordumda bizim yolculugumuza katılmak isteyen paralı askerler var mı diye. 
str_npc26_intro_response_1|Tehditlerini geri al Uruk, yoksa canın yanabilir. - Ben hain degilim.
str_npc27_intro_response_1|Sen kimsin?
str_npc18_intro_response_2|Ölümle baglanmış bir köle için kelimelerimi boşa harcamayacagım.
str_npc19_intro_response_2|Küstah sefil. Çekil yolumdan.
str_npc20_intro_response_2|Senin deli saçmalıkların için zamanım yok, büyücü.
str_npc21_intro_response_2|Bu seferlik yaşamana izin verecegim, seni pis yaratık. (Ayrıl)
str_npc22_intro_response_2|Aferdersiniz,konuşmam gereken daha az önemli insanlar var..
str_npc23_intro_response_2|Duygularımız karşılıklı,hoça kal.
str_npc24_intro_response_2|Boş ver,biraz taze havaya ihtiyacım var.
str_npc25_intro_response_2|Boş ver,biz sadece etrafı geziyoruz.
str_npc26_intro_response_2|O zaman yolumda olmalıyım,yoksa kılıç tutan elim kaşınmaya başlayacak.
str_npc27_intro_response_2|[aldırma ve ayrıl]
str_npc18_backstory_a|Ben sadece köle degilim! Ben kafa kesen bir savaşçıyım, saflar arasındaki haklı yerim çalındı! Bir kadın oldugumu görüyorsunuz, ama digerlerinden daha güçlü ve daha hızlıyım ve sayabilecegimden daha fazla erkekle dövüştüm. Çukur Ustası - o NALET! Aynı anda üç adamla dövüşmek için bana bir test yaptı. Üç!
str_npc19_backstory_a|Elbette küçük bir damla, ama annem bana soyum hakkında her şeyi anlattı. Ben, Kral Fengel'in soyundan gelen Heidrek, Rohan ve Dunland tahtına şeflerimizden daha yakınım! Koyu saç benim saçım, ama sanırım orada bir yerlerde sarıdan fazlası var.
str_npc20_backstory_a|Rüyamda bir agaç vardı. Bembeyaz bir agaç. Ve sen, sen de oradaydın, agacın yanında duruyordun. Elini agacın gövdesine koydun ve, Köklerine kadar kurudu! Sonra gökyüzündeki gölge büyüdü, ve hava agırlaştı. Sonra doguda çok uzaklardan gelen bir kahkaha duydum.
str_npc21_backstory_a|Hah, bir adım daha at ki o boynunu bir dal gibi kırayım. Hadi bakalım!  Cesedinde tepinip, kemiklerini un ufak edecegim. Kafanı bir üzüm gibi ezecegim.
str_npc22_backstory_a|Ölümlü adamlardan, geçmişteki unutulmuş savaşlardaki işlerim hakkında hikayeler duymuş olabilirsin.Bu savaş şimdiye kadar Eldar'ın tehlikeye düştügü ikinci fakat son savaş olacak.
str_npc23_backstory_a|Küstahlıgımı mazur gör, yabancı, ama buraya fazla ziyaretçi ugramaz ve gelenler de çok güvenilir görünmüyor. Sadece bir hafta önce, bir cüce görünmüştü... Neyse boşver. Ben Silvan elflerinden Luebanna.
str_npc24_backstory_a|Sormanız çok nazik {playername}.Doguluların ve Gundabad orklarının akınlarıyla savaşıyoruz, ama şu ana dek Daleli müttefiklerimizin ve bizlerin halledemedigi bir şey yok.
str_npc25_backstory_a|Eminim ki barakalardaki subayla konuşursan, saglam gönüllüler bulabilirsin. Bana gelince, ben sadece bir şifacı ve mütevazi yeteneklere sahip bir bitki uzmanıyım.
str_npc26_backstory_a|Aferin! Bana Gulm derler. Çavuşumu geberttim ve şimdi o snagalar benim için ava çıktı. ^Bir keresinde degersiz bir domuz yavrusu beni avlamaya gelmişti! Bir samanlık devriyesi tarafından tuzaga düşürüldük... ve o kaybetti. "Geri çekilin" diye ciyaklıyor, sonra kaçmaya başlıyordu. Sadece Gulm ve birkaç kişi sıkı durdu ve atlı hücumunu kırdı. Daha sonra sarı saçlıları parçaladık (heh heh heh). Ama eger bizim gibi güçlü adamlar olmasaydı, hepsi solucan yemegi olurdu!
str_npc27_backstory_a|Ben Durgash'ım
str_npc18_backstory_b|Galip geldim! Onları yendim! Lakin... bir tanesi o kadar zayıftı ki ona vurdugum yumruklar yüzünden telef oldu. Eger basit bir köle olsaydı, o bunun sonu olacaktı. Ama hayır. O Yüce Lord Lurmsakunun önemsiz bir eşinden olan bir sürü ogullarından birisiydi.
str_npc19_backstory_b|Pekala, Rohan ya da Dunland'dan iddiamı kabul edecek hiçbir şey bulamayacaksınız, ama yine de bu gerçek. Büyük annem tepelerde yaşayan bir çoban kadındı ve bir gün talip Theoden'ın açgözlü, açgözlü büyükbabası yaşlı Kral Fengel'in onu İsen kıyılarında görmesi tesadüf eseri oldu. Ondan hoşlanıyordu ve benim annem onun çocuguydu.
str_npc20_backstory_b|Kimin önünde durdugunuzu bilmiyor musunuz? Cahil aptal. Benim eski Akallabêth'ten Zigûrphel oldugumu bilin - ama sanki bu isim hakkında hiçbir şey bilmiyormuşsunuz gibi! Ayrıca, büyük silahlanmamızı ve yuvamızı batıran Valar'a ragmen bana ve halkıma yapılan yanlışları uzun zaman önce telafi etmeye çalıştıgımı da bilin. Ah, Ar-Pharazôn, büyük ve şanlı! Vizyonunuz artık hatırlanmayacak mı? Hayır, Zigûrphel yaşadıgı ve işini yapacak elleri oldugu sürece degil!
str_npc21_backstory_b|Zor birisin, degil mi? (*iç çeker*) Adım Berta. Zamanında Sisli Daglarda, en pis, en soysuz goblin hırsızların oldugu yerde bir yagma çetem vardı. Güzel günlerdi. Bir gün Gundabad'dan olan vahşi goblinlerle karşılaştık. Biraz içtik, kumar oynadık... Sabah uyandıgımda her yerim baglıydı ve dostlarım yanımda degildi. Şimdi taş kırıp etrafta mallarını taşıyorum. Bazen de para için kavga ediyorum.
str_npc22_backstory_b|Lord Elrond beni Lord Celeborn'a göndererek, Rhovanion'un bu bölümünde Savaşta ihtiyaç duydugu gibi yardım ve tavsiye vermeye çagırdı.
str_npc23_backstory_b|Güzel ormanımızın gizli yollarına yürümeyi seviyorum.Bazen, agaçların içinden, ormandaki canlıları ve yaşamları gözlemek için sessizce yürüyorum.Nadir bir kuşun şarkısı,bir yaban domuzunun yuvası; bana kılıçların ve silahların çarpışması ve Edain'in muhteşem duvarları kadar büyüleyici ve güzel geliyor.
str_npc24_backstory_b|Erebor savunmalarının geliştirilmelerine yardım ettim ve saygıdeger babam Dwalin'in yönetimi altında, -gelenegimiz oldugu gibi- genç cüce toplulugunu egittim.
str_npc25_backstory_b|Savaşa giden erkekleri etkileyen yaygın bir rahatsızlık olan kabızlık için Kral Brand'ı tedavi ettim. Küçük bir demet pelin otu, hem bagırsakları ve zihni rahatlatır.
str_npc26_backstory_b|Kendime dedim ki: "Gulm, sonunun bir leş gibi olmasını,gebermeyi mi istiyorsun?" sonra cevapladım."Hayır".Sonraki savaşta,yere düşüp yaralı taklidi yaptım.Sonra kimse izlemezken, çavuşumun üstüne düştüm ve onun neredeyse yaraladım, gharr! Sonra yardımcısı snaga'yı güzelce kestim.Sonra belli oldu ki, o lanet yaratık bir şekilde hayatta kalmış ve sürekli bunun hakkında dil döndürüp durmuş.Bir dahaki sefere kafasını kopardıgımdan emin olacagım,gharr...
str_npc27_backstory_b|Ben Isengard'tan Wolf Rideriyim ve izcicilik yapıyorum.
str_npc18_backstory_c|Ve işte buradayım, lanetlendim ve tükürdüm, benimle alay eden köpeklerden daha güçlü oldugum için ölmeye mahkumum! Özgür beni yüce olan. Özgür beni, benim için konuş - ve benim gücüm senin. Kılıcım senindir. Benim hayatım senindir!
str_npc19_backstory_c|Dogal olarak, Şef Daeglaf ve digerleri bana zafer için hiç şans tanımamak istiyor, çünkü savaşta büyük işler yaparsam, iddiama kanat katardı. O zaman erkekler benim afişime akın ederdi! Şöhretiniz önünüzde koşuyor Komutan. Bayragınızın altında hizmet etmeme izin verirseniz, o büyük işleri sizin için yapabilirim.
str_npc20_backstory_c|Ey Akallabêth, şimdi neredesin? Soldu, hepsi kayboldu ... Bir zamanlar ışıgın oldugu yerde, milletimizin her şeyden önce büyük ihtişamı, şimdi sadece Gölge var. Güzel evim artık denizin ebedi sessizligini biliyor. Ama kalbim hala ateşle dolu ve karanlık canavarlar içinde vahşice koşuyor. Sizin ve türünüzün hayal bile edemeyeceginiz güçlü sanatları biliyorum. Beni dinle, şimdi! Gerektigi gibi yardımım için yalvaracak mısın, yoksa buradan bir solucan gibi sinsice mi gideceksin? Hızlıca seçin!
str_npc21_backstory_c|Dinle, küçük! Eger gerçekten sözü geçen bir komutansan, belki şuradaki patron ile konuşup borcumu ödeyebilirsin? Sanırım o zaman küçük tayfanıza katılabilirim. Dünyayı gezer, kuzu eti yerim...(*Etkileyici uzun dişlerini yalar.*)
str_npc22_backstory_c|Bununla birlikte, eger Lothlórien'in düşmanları peşine düşersen, bir süre sana katılmayı düşünebilirim {playername}. Bu Savaşta kaderlerimizin birbiriyle örtüştügünü hissediyorum.
str_npc23_backstory_c|Savaş için sürekli hazırlık yapmanı asla anlamayacagım sanırım. Ancak uzun yoldan gelmiş olmalısın - hiç buradakinden başka diger büyük ormanları da gördü mü? Beni de oralara götürür müsün?
str_npc24_backstory_c|Burada fazla aksiyon olmuyor. Senin yolculuklarında bol aksiyon oluyor ve davanla bizim davamız aynı degil mi? Savaşçı bir Cüce hayatta kalma şansını bayagı arttırır.
str_npc25_backstory_c|Duyduguma göre, başka yerlerde çok fazla dövüş var ve arazilerimiz şu ana kadar  korundu. Zırhındaki çiziklerden anladıgım kadarıyla defalarca tehlike atlatmış olmalısın. Belki benim ufak becerilerim, grubunuzun iyiligi için kullanılabilir, herkesin iyiligi için.
str_npc26_backstory_c|Ben savaşcı bir Uruk-Hai'yim! İnsan öldürmekle ilgili olan ne varsa biliyorum. Eskiden Beyaz elin hizmetindeydim fakat el beni ateş çukurlarına göndermek istiyordu.^^Seninle güneyde insan avlamaya gelirim.
str_npc27_backstory_c|Belki benim yeni ustam sen olabilirsin.
str_npc18_backstory_later|Sanırım, Büyük Lord Lurmsakun'un başka bir yerde meşgul edildigi için şanslıydım. Niyetleri beni burada çürümeye bıraktı. Ama kaderim tutsak olarak ölmek degil! Bana savaş meydanındaki yasal ölümümü bagışlamaya mı geldin?
str_npc19_backstory_later|Hey, sen! Tahmin ettigim gibi geri döndün. Kıskanç beylerim tarafından ellerim boşta kalmıştır. Hadi konuşalım, komutan! Seni takip ederim ve önderliginde savaşıp kendime saygınlık kazanırım.
str_npc20_backstory_later|Hala hayallerimi rahatsız ediyorsun! Bana huzur vermeyecek misin? Rüya gören gözüm derin ve uzagı görüyor. Burada Dol Guldur'da hala çalışmalarınızın vizyonları var. Şunu söylüyorum: akıllı olsaydın, şimdiye kadar benim yardımımı tekrar isteyecektin.
str_npc21_backstory_later|Şu kedinin getirdigi şeye bakın! Kendin için iyi bir şey yaptın o zaman, degil mi? Güzel güzel dolandın, lanet olası bir kayaya baglı olmadan?! Ne kadar da güzel degil mi! Gidip te benim için işbaşıyla konuşmaya ne dersin? Şimdi, hazır fırsat varken git ve konuş.
str_npc22_backstory_later|İyi düşündün mü? Eldar için zaman daralıyor.
str_npc23_backstory_later|Birkaç gün dev örümcek yuvasını gözlemledim. Çirkin yaratıklar, davetsiz misafirleri inlerinde tutuyorlar. Bana seninle birlikte gelmemi istemek için mi geldin?
str_npc24_backstory_later|Surlar inşa etmek her cüce için degerlidir. Ama benim biraz da baltamı kullanmam gerek. Bırak seninle geleyim.
str_npc25_backstory_later|Kralımızla geçen görüşmeye gittim, sürekli kusuyordu. Umarım düşmana karşı savaşa girişme kararıyla bu hali ilgili degildir. Siz de kabızlık ve kusmaktan çok muzdarip misiniz?
str_npc26_backstory_later|Ne yaptıgımı düşünüyorsun? Gulm burada oturuyor ve  sinsi bir yılanın onu karanlıkta sokmasını bekliyor. Beni de yanına al - Sana iyi hizmet edecegim.
str_npc27_backstory_later|Yeniden düşündün mü? Ben iyi hizmet ederim.
str_npc18_backstory_response_1|Eger gerçekten göründügün kadar vahşi isen, belkide benim saflarımda savaşmalısın. Seni biraz besledikten sonra tabii.
str_npc19_backstory_response_1|Peki. Savaş hattında dövüşebildigin sürece işimize yararsın, Dunlending.
str_npc20_backstory_response_1|Bana katılmak istemen oldukça garip, cadı. Ama pekala, gelebilirsin.
str_npc21_backstory_response_1|Çok büyük oldugun ve bir kavgada kendini idare edebilecek gibi durdugun dogru. İşime yarayabilirsin.
str_npc22_backstory_response_1|Sormam biraz küstahça olabilir fakat birligim, gelecek savaşlarda senin yetenegini kullanabilir.
str_npc23_backstory_response_1|Dünyayı dolaşıyoruz, sadece adaleti savunmak için düşmana karşı savaş veriyoruz.
str_npc24_backstory_response_1|Gerçekten de, bir cüce savaşçı, tarafımdan hoş karşılanacaktır.
str_npc25_backstory_response_1|Saglıkçıyı ve şifacıyı kullanabiliriz.
str_npc26_backstory_response_1|Sanırım bir Berserkeri iyi kullanabiliriz.
str_npc27_backstory_response_1|Yapıcaksın.
str_npc18_backstory_response_2|Pah! Katil bir çukuru köpegi, benim yoldaşım olmaya uygun degil.
str_npc19_backstory_response_2|Büyük kahramanlıklardan bahsedersin. Benimle bir daha görüşmeden önce biraz kendin yap!
str_npc20_backstory_response_2|Pah! Sanırım havlamanız ısırmanızdan çok daha kötü. Yapacak işlerim var!
str_npc21_backstory_response_2|Şansına küs, troll. Senin gibiler için pazarlık yapacak param yok.
str_npc22_backstory_response_2|Lothlórien daha az tehlikede oldugu zaman dönecegim.
str_npc23_backstory_response_2|Hayır, üzgünüm. Askı takamayız.
str_npc24_backstory_response_2|Hayır, üzgünüm. Kendi başımıza iyiyiz.
str_npc25_backstory_response_2|Hayır, üzgünüm. Biz şifacıları sadece ihtiyaç duydugumuzda ziyaret ederiz.
str_npc26_backstory_response_2|Hah. Ben hainlere güvenmem.
str_npc27_backstory_response_2|Sana ihtiyacım yok, köle.
str_npc18_signup|Oh, dişlerimi tekrar ete batırmak için! Ellerim ve ayaklarım serbest kaldıgında ve karnımda yemek oldugunda, gerçek cesaretimi yakında göreceksin!
str_npc19_signup|Evet, şimdilik bana öyle diyebilirsiniz, çünkü Dunlending kanımdan utanmıyorum. Halkım Rohan'ın zorba kralları altında çok acı çekti ve onlarla küçük bir akrabalık hissetmiyorum. Bu savaşta ve tüm çabalarınızda size yardım edecegim. Ama karşılıgında Komutan, vakti geldiginde iddiamı savunmama yardım etmelisiniz.
str_npc20_signup|Bir süreligine kibirliginizi görmezden gelecegim, ama bir gün sözler söyleyecegimizi bilin. Belki o zamana kadar ikimiz de bir zamanlar çok farklı bir adla tanıdıgım Karanlık Lord'un önünde durmuş olacagız ve sonra onun kulagının kimde oldugunu görecegiz. Belki o zaman size görgü kurallarını ögretirim.
str_npc21_signup|İşte şimdi konuşuyorsun! Git patronla konuş ve beni bu lanet delikten çıkar.
str_npc22_signup|Anlıyorum. İtiraf ediyorum, sizi ve sömürgelerinizi duymuştum.
str_npc23_signup|Şiddetten ve savaş aletlerinden hoşlanmam, ama kendimi hızlıca nasıl savunacagımı biliyorum.
str_npc24_signup|Benim yeteneklerim balta ile, hem fırlatır hem savururum. Eger tüccarlar ile konuşmama izin verirsen faturalarının düşük gelmesini de saglarım. Ve savaş alanında düşmandan düşen eşyaların en degerlilerini bulacak göze sahibim.
str_npc25_signup|Gerçekten mi? Öyleyse, bana biraz zaman ver sadece otlarımı ve tariflerimi toplamam gerekiyor.
str_npc26_signup|Bir savaşçı uruk siz bütün snagalardan daha degerlidir. Bir savaşçı uruk asla savaştan kaçmaz.
str_npc27_signup|Gerçekten mi? Beni grubuna katmak için iyi oynadın.
str_npc18_signup_2|Annem bir keresinde bana birçok genci kesmek için dogdugumu söylemişti. Senin için Batı'nın birçok yumuşak zayıflıgını öldürecegim. Ellerime sadece iyi bir bıçak koyun, gerisini ben hallederim!
str_npc19_signup_2|Halkımın yaptıgı gibi, geceleyin kurtlar gibi savaşırım - bir mızrak fırlatabilir veya hücum eden bir süvarinin gögsüne bir kargaburun sürebilirim. Uzuvlar Balta veya kılıçla kesiyorum. Seninle açıkça konuşacagım: Göze veya Beyaz El'e daha fazla hizmet vermen umrumda degil. Altın Salon'da haklı tahtıma oturabildigim sürece, hepsi benim için bir.
str_npc20_signup_2|Ama şimdilik, uzun yıllardır kurdugum irfan ve zanaatımın hizmetinize baglanmasına izin verin. Şunu bilin: Zigûrphel'in yardımıyla, Utumno'nun çukurunda kanatları verilen bir ejderha gibisiniz. Sen onları anlamasan da, senin ve amacın için harika şeyler yapacagım!
str_npc21_signup_2|Hemen arkanda olacagım, endişelenme.
str_npc22_signup_2|Belki de grubunuza katılmak ve beklenmedik yerlerde çarpışmak düşmanın dengesini bozacaktır. Gelecegim.
str_npc23_signup_2|Belki sana daha hızlı koşmayı ve daha az ses yapmayı ögretebilirim. Hadi gidelim
str_npc24_signup_2|Grubunuzdaki uzun boylu halkları, özellikle de sinsi Elfleri hizada tutabilirseniz, memnuniyetle size katılırım.
str_npc25_signup_2|Seni uyarmak zorundayım, savaşta oldukça yararsızım. Ama eminim benim yaşlarımdaki bir kadını güvende tutabilirsin.
str_npc26_signup_2|Ancak çabucak karar vermelisiniz, bekçiler şüpheleniyor.
str_npc27_signup_2|Beni aldıgına pişman olmayacaksın.
str_npc18_signup_response_1|Ruh halini sevdim. Pekala, sizin adınıza Lurmsakun'a haber gönderecegim.
str_npc19_signup_response_1|Pekala, 'Prens', Silahlarını geri al, şimdi benim için savaşıyorsun.
str_npc20_signup_response_1|Umarım, kendi iyiligin için, sözlerin boş çırpınmalar degildir. Beni hayal kırıklıgına ugratma Zigûrphel.
str_npc21_signup_response_1|Pekala, saygıdeger olup olmadıgını görecegiz.
str_npc22_signup_response_1|Bir Elf Lordu bölügünde olmaktan onur duyacagız.
str_npc23_signup_response_1|Tamam öyleyse. Umarım ilk gördügün ork sürüsünde tabanları yaglayıp kaçmazsın.
str_npc24_signup_response_1|Çok iyi öyleyse!, usta cüce, aramıza hoş geldin. 
str_npc25_signup_response_1|Bizimle güvende olacaksın,söz veriyorum. kısa süre sonra ayrılıyoruz.
str_npc26_signup_response_1|Çok iyi. Söylendiklerini yaparsan, ben de seni iyi beslerim.
str_npc27_signup_response_1|Peki. Hadi Gidelim.
