qstr_Received_{reg0}_dama|受到{reg0}点伤害。
qstr_You_receive_word_tha|你接到线报说波宁人的村庄被袭击了。波宁人丧失了派系力量。
qstr_You_receive_word_that|你接到线报说魔戒猎手头领拖着一个箱子前往魔多。魔多获得派系力量。
qstr_Enemy_reinforcements|敌人增援已经赶到。
qstr_Yarrrr!!|呀啊啊啊啊！！
qstr_Get_all_of_them!|把他们都逮住！
qstr_Kill_them_all!|杀死他们！
qstr_Toss_them_overboard!|把他们都扔下去！
qstr_It_is_a_good_day_to_|慷慨赴义就在今日！
qstr_All_hands_on_deck!_T|全体船员到甲板上集合！把他们赶回去！
qstr_Ally_reinforcements_|友军增援部队已赶到
qstr_Forward_men!|前进，士兵！
qstr_Leave_none_of_these_|不要让一个污秽站着！
qstr_End_them_all!|杀死他们！
qstr_Drive_them_back!|把他们赶回去！
qstr_Protect_the_City!|保卫城市！
qstr_Forward!_Board_them!|前进！登上他们的甲板！
qstr_The_Last_Days_of_the_|TLD开发了与Native大大不同的高级攻城AI。进攻方和防守方都被分为了三队：左翼，中锋和右翼。进攻方玩家只能只会自己的士兵。
qstr_on_the_left_flank|左翼
qstr_on_the_right_flank|右翼
qstr_through_the_center|中央
qstr_Attackers_charge_{s2|进攻方攻击{s2}
qstr_Attackers_charge_{s1|进攻方攻击{s1}
qstr_{s1}_rallied_to_your|因你的魅力属性值{s1}加入了你方。
qstr_Last_attacker_wave._|最后一波进攻者了。你想撤退吗？
qstr_Attackers_almost_def|进攻方基本失败了。你想撤退吗？
qstr_The_remaining_attack|剩余的进攻者撤退了！
qstr_The_remaining_defend|剩余的守军逃跑了！
qstr_Reached_Gauntlet_wav|第{reg1}波！
qstr_Ballista:_out_of_amm|弩炮：弹药用尽！
qstr_Ballista:_turn_CURSO|弩炮：转向：移动光标，瞄准：左SHIFT，发射：SPACE，点火：T，退出：F
qstr_Ballista:_out_of_ammo|弩炮：弹药用尽！
qstr_The_ladders_on_Deepi|有梯子搭在城墙上了！小心！
qstr_THREE.._TWO..._ONE..|三！二！一！冲！
qstr_You_have_come_upon_t|你来到了阿蒙汉山，观望山上的一处废墟，一个坐落在观察点的刚铎瞭望塔。你感觉得到这个地方一度十分伟大，但已被遗忘很久。
qstr_You_have_come_upon_th|你来到了死亡沼泽，在最后联盟大战中达哥拉（战争平原）的战场所在^^这片沼泽地吞噬了曾经长满草的平原，现在，唯一的绿色就是阴暗水面暗色油腻表面上的青灰色浮渣^^死掉的杂草还有腐烂的芦苇在薄雾里忽闪忽现，像是被遗忘许久的夏日的残破阴影，还有人类、精灵和半兽人的尸体阴暗的深处漂浮^^这里的空气令人感觉寒冷并潮呼呼的，而且你经不住颤抖，因为你看见水面下的精灵眼中闪烁着烛光。
qstr_You_have_entered_the|你已经进入了一度被称为巨绿林的幽暗密林的南部森林^^多尔哥多堡垒就在附近，它在森林里投下了一道黑影。这里的森林让人感觉虚弱而且充满腐烂。古老的橡树表面都腐烂且被真菌覆盖，巨大的缠结的蜘蛛网从树干延伸到树干^^这里的空气总是既不畅又黑暗而且闷热，感觉起来就好像你在慢慢地窒息
qstr_You_have_found_the_D|你发现了传说中存放长矛的矮人仓库，把你的发现向{s3}报告
qstr_Leave_the_Warehouse?|离开仓库？
qstr_Leave_the_place_in_s|悄悄地离开此地？
qstr_Leave_scene?|离开当前场景？
qstr_Trace_back_your_step|沿着你来时的脚步前进，以返回地表？
qstr_There_is_no_way_out!|你没有退路了！向半兽人投降吗？
qstr_Stealth_mini_game_tu|隐藏迷你小游戏教程：一共有两个警报级别。1级：巡逻的警卫发现了一具尸体，他们开始寻找你。2级：警卫发现你时已经是1级警报了。2级是很危险的，因为警卫将陆续抵达。为避免被发现你需要尽量躲藏在掩体后面以保持隐蔽。
qstr_You_are_now_hidden.|你在隐蔽中。
qstr_You_move_out_of_hidi|你离开了掩体。
qstr_The_guards_have_spot|警卫发现了一具尸体！
qstr_Alarm_Level_is_now_a|警报级别：1！
qstr_You_have_been_too_sl|你的行动太慢：警报已在林中响彻，黑法师在你接近前已成功逃脱。
qstr_Alarm_Level_is_now_at|警报级别：0！
qstr_The_guards_have_spott|警卫看到了你！
qstr_Alarm_Level_is_now_at_|警报级别：2！
qstr_Enemy_reinforcements_|敌人增援到达。
qstr_Venture_deeper_into_|深入林中，找到前进的道路。
qstr_The_sorcerer_has_fle|巫师已经逃跑了!
qstr_Report_this_ill_news|马上向凯兰崔尔女士报告这个坏消息。
qstr_The_sorcerer_is_flee|巫师正在逃跑！干掉他！
qstr_The_sorcerer_has_joi|巫师加入了战斗！杀了他！
qstr_The_sorcerer_is_dead|巫师已死！
qstr_The_battle_is_won!|战斗胜利！
qstr_A_band_of_tribal_orc|一队部落半兽人出现了！
qstr_Gaaaar!!_We_wants_th|噶吖吖吖吖吖！！我们要那些人肉！
qstr_{s31}_scouts_have_ap|{s31}斥候出现了！
qstr_Those_are_ours!_We_h|那些是我们的！我们一路跟踪自他们离开！没有人可以妨碍我们！
qstr_Trolls_appeared!|食人妖出现了！
qstr_Gaaaar!!|噶吖吖吖吖吖！！
qstr_{s31}_scouts_have_app|{s31}斥候现身来帮助这些难民！
qstr_Hurry_men!_Help_the_|快，小伙子们！帮助这些难民！杀光这些人渣不要让他们跑了！
qstr_Cannot_leave|不能离开
qstr_Longbeard_Kinsman|长须族人
qstr_Ori_Longbeard|奥里长须
qstr_We_shall_make_our_st|我们将死守这里！为了巴林！
qstr_Noooo!_You_orcs_will|不！你们半兽人会为此付出代价的！
qstr_Arghhh!!_Nooo!!|啊啊啊！不！！
qstr_I_will_take_down_as_|我将战至最后一口气，流尽最后一滴血！
qstr_Raaa!!|啊啊啊！！
qstr_Kill_the_dwarves!|杀了这些矮人！
qstr_Finish_them!|干掉他们！
qstr_We_will_feast_on_you|我们要吃你们的肉！
qstr_Dwarf_meat!|矮人肉！
qstr_Eru_Iluvatar_has_dec|一如伊卢瓦塔已经决定了巴林一行人的命运，这是无法改变的。
qstr_They_are_coming....!|他们来了……！
qstr_Who...dares...enter.|谁…敢…过来…
qstr_You_are_not_welcome_|我们不欢迎你！
qstr_Finally_I_found_you!|我终于找到你了！我们赶快离开这！
qstr_You...are....ours...|你…是…我们的……
qstr_Look_at_my_over_the_|看看我的头像，{playername}！我真漂亮！
qstr_You_wish_old_man_my_|如您所愿，老人家，我的头像其实更好！
qstr_You_should_really_se|你真应该看看摄政王迪耐瑟二世的书脸，他的照片赞极了！
qstr_Press_Space_to_conti|请按空格键继续...
qstr_{s24}__{reg13}____{r|{s24}({reg13})-{reg20}直到下一次晋升^
qstr_Influence:^_{reg11}_|影响力：^{reg11}(对于{s16})
qstr_Resource_Points:^_{r|资源点：^{reg12}(在{s16})
qstr_{s11}_{s24}__{reg13}|{s11} {s24} ({reg13}) - {reg21}直到下一次晋升^
qstr_{s13}_{reg11}__with_|{s13}{reg11}（{s16}）^
qstr_{s15}_{reg12}__in_{s|{s15}{reg12}（{s16}）^
qstr_Four_years_after_bri|四年前一群来自孤山的矮人试图重建曾经的矮人城市卡扎督姆，巴林在看镜影湖时被一支兽人箭所杀，他的人民立即与来自银流河的半兽人爆发了冲突。从东门到第一大厅，然后是在卡扎督姆大桥和第二大厅连续撤退之后，剩下的长须矮人被迫返回第二十一大厅。[2]在通过都灵之门撤退失败后以及目睹欧音之死后，在失去第二十一大厅后，马萨布尔室成为了营地的最后抵抗之地。除了大门，奥里和少数幸存者建立了最后的防御。
qstr_You_chase_an_orc_sco|你追随一队半兽人斥候进入了森林…
qstr_^No_food:___{reg7}|^食物短缺：-{reg7}
qstr_Current_party_morale|当前部队士气是：{reg5}。^当前部队士气加权为：^^基础士气：+50^部队规模：{s2}{reg1}^统御技能：{s3}{reg2}^食物品种：{s4}{reg3}{s5}^特殊物品：{s6}{reg6}^最近事件：{s7}{reg4}^总计：{reg5}
qstr_Defending|防卫中
qstr_Gathering_army|聚集军队中
qstr_Besieging_{s11}|围攻{s11}中
qstr_Raiding_{s11}|掠夺{s11}中
qstr_Attacking_enemies_ar|攻击{s11}附近的敌人中
qstr_No_one|没有人
qstr_{s9}{s10}^Current_st|{s9}{s10}^当前状态：{s11}^元帅：{s12}^上次进攻至今已：{reg1}小时^攻击方最多剩下：{reg2}^^
qstr_Selected_faction_is:|选择派系为：{s10}^^{s9}
qstr_You_are_in_perfect_h|你很健康。
qstr_You_are_suffering_fr|你正遭受{s1}困扰
qstr_You_are_suffering_fro|你正遭受{s1}和{s2}的困扰
qstr_You_are_suffering_from|你正遭受{s1}，{s2}和{s3}的困扰
qstr_You_are_suffering_from_|你正遭受{s1}，{s2}，{s3}和{s4}的困扰
; qstr_Troop_upkeep__paid_e|Troop upkeep (paid every four days):^
; qstr_{s12}^^__{s4}:_{reg8|{s12}^^  {s4}: {reg8}/{reg5} Resource Points ^Party: {reg4}^Reserves: {reg7}
qstr_No_upkeep_costs|无维护费
qstr_Orc_hiring_bonus:_+2|半兽人招募加成：每个半兽人+2/3^
qstr_Current_party_size_l|当前部队规模上限是：{reg5}。^当前队伍规模修正为：^^基础人数：+10^统御技能：{s2}{reg1}^魅属性：{s3}{reg2}^军衔：{s4}{reg3}^{s5}总计：{reg5}
qstr_{s2}^_________{s4}:_|{s2}^{s4}：{reg1}({s23})
qstr__________Faction_str|派系力量报告：^{s2}
qstr_{s1}^^Factions_are_n|{s1}^^派系力量低于{reg1}是将经常被围攻。
qstr_Savagery|野蛮人
qstr_{s2}^^{s5}^{s6}|{s2}^^{s5}^{s6}
qstr_Traits_gained:^{s2}|特性获得：^{s2}
qstr_^^You_are_{s17}.|^^你是{s17}。
qstr_Assassins_in_the_cam|营地里发现刺客，保护好你自己!
qstr_Ally_party_size:_{re|盟友部队规模：{reg1}
qstr_Enemy_party_size:_{r|敌人部队规模：{reg1}
qstr_Party_count:_{reg0}|部队数量：{reg0}
qstr_Party_position__{reg|部队位置({reg2}，{reg3})。
qstr_Party_size_increased|部队规模从{reg0}增长至{reg1}！
qstr_Faction_strengths_re|派系力量报告：^{s2}
qstr_Attacking_enemy_part|攻击敌军{s11}
qstr_Unknown_{reg3}_|未知({reg3})
qstr_ON|开
qstr_OFF__cheat_|关(作弊)
qstr_OFF|关
qstr_All_messages|所有信息
qstr_{reg0}__will_most_li|{reg0}(极大概率导致存档崩溃)
qstr_{reg0}__could_possib|{reg0}(有概率导致存档崩溃)
qstr_Normal|正常
qstr_Defender_only|仅守方
qstr_Halved|减半
qstr_Battles_only|仅战斗
qstr_Doubled|双倍
qstr_Tripled|三倍
qstr_Quadrupled|四倍
qstr_You_drank_the_Ent_Wa|你喝了树人水...
qstr_You_used_the_Orc_Bre|你使用了半兽人酒。
qstr_You_and_your_compani|你和同伴们酌饮一口米卢沃尔（精灵甜酒）。你感到神清气爽，精力充沛。
qstr_You_give_a_few_leave|你拿了一小把阿西拉斯草给队中医师。
qstr_Not_enough_party_spa|部队空位不足。
qstr_elites|精兵
qstr_regulars|老兵
qstr_recruits|新兵
qstr_wild|野生
qstr_goblins|半兽人
qstr_lordless|无主
qstr_orc_stragglers|游荡的半兽人
qstr_You_camp_and_beat_th|你扎营并击响了深渊之鼓。这股强大的声音吸引到了一支{s1}{s2}。
qstr_You_camp_and_beat_the|你扎营并击响了深渊之鼓。这股有力的声音吸引到了一支{s1}{s2}。
qstr_You_camp_and_beat_the_|你扎营并击响了深渊之鼓。这股微弱的声音吸引到了一支{s1}{s2}。
qstr_You_camp_and_try_to_|你扎营并击响了深渊之鼓，然而你卑微的呼唤没有得到任何回应。
qstr_^^^A_great_victory!^|^^^一场伟大的胜利！ ^^^这是法贡森林的又一个神话...
qstr_^^^Defeated...^^^Sca|^^^战败了……^^^在法贡森林里走散了……独自一人……
qstr_Troll_caged_in_wheel|食人妖被关在笼车里。
qstr_A_second_troll_is_ca|第二头食人妖被关在笼车里。
qstr_Here_you_are.|给。
qstr_Player_was_moved_to_|玩家被移动到{s10}。
qstr_neutral_whereabouts|中立国下落
qstr_any|任何
qstr_woman|女子
qstr_gondor|刚铎人
qstr_rohan|洛汗人
qstr_dunlander|登兰德人
qstr_urukhai|强兽人
qstr_haradrim|哈拉德林人
qstr_dwarf|矮人
qstr_troll|食人妖
qstr_dunedain|登丹人
qstr_lothlorien|罗斯洛立安人
qstr_rivendell|瑞文戴尔人
qstr_mirkwood|幽暗密林人
qstr_evil_man|邪恶人类
qstr_{reg11}0___{reg11}9|{reg11}0—{reg11}9
qstr_Regular_troops_only|仅正规部队
qstr_Heroes_only|仅英雄
qstr_Regulars_and_Heroes|正规部队和英雄
qstr_HP_lost_from_poisoni|血量因中毒而减少
qstr__{s17}.|，{s17}。
qstr_A_group_of_{s1}_is_{|一群{s1}正向你{s10}。
qstr_You_are_attacking_a_|你正攻击一群{s1}
qstr_The_battle_against_t|对抗一群{s1}的战斗继续
qstr_There_are_{reg39}_al|在这场战斗中有{reg39}位友军指挥官。你可以消耗{reg40}/{reg41}影响力获得指挥他们及其士兵的权力。
qstr_There_are_{reg39}_all|在这场战斗中有{reg39}位友军指挥官。你没有足够的影响力用以指挥他们及其士兵。
qstr_Having_a_small_party|小队伍有小的好处…你和你的士兵可以在敌人面前隐藏几个小时而不被发现。
qstr_Your_ability_to_mast|你的技能让你能够知悉环境，找到安全的避敌地点。（你的荒野求生技能让你能够带着{reg1}名士兵避开敌人）
qstr_{reg4}_will_be_lost.|你将丢下{reg4}。
qstr_{s13}_asked_you_to_r|{s13}希望你带着至少{reg13}名士兵向他报告。
qstr_{s13}_ordered_you_to|{s13}命令你参加对{s14}的攻击。
qstr_You_were_victorious!|你胜利了！
qstr_The_battle_was_lost.|战斗失败，你的部队完全的溃散了
qstr_Your_companions_carr|你的同伴把你从战场上运了出来。
qstr_You_have_defeated_th|你击败了敌人。
qstr_You_have_retreated_f|你从战斗中撤离。
qstr_^^Ally_Casualties:{s|^^盟军伤亡：{s0}
qstr_You_and_{s3}_celebra|你和{s3}庆祝你对{s4}的胜利。
qstr_News_of_your_victory|你战胜{s4}的消息传到了{s3}。
qstr_{s3}_witnesses_your_|{s3}得知了你战胜{s4}的消息。
qstr_Even_though_there_we|即使没有友军见证你的胜利，仍有你的士兵来庆贺你的成就。
qstr_{s1}_of_{s3}_managed|{s3}的{s1}设法逃离了。
qstr_Prisoners_rescued_so|到目前为止解救的囚犯：{reg1}
qstr_{reg1}_kills_of_{s1}|{s1}派系士兵击杀数{reg1}，已计入誓言。总击杀：{reg0}
qstr_Perhaps_I_m_getting_|也许我的运气在变差…
qstr_Retirement_is_starti|退休越来越像是个好主意了。
qstr_No_matter!_I_will_pe|无妨！我还能坚持！
qstr_What_did_I_do_to_des|我做了什么值得被如此对待？
qstr_I_suppose_it_ll_make|我猜这会是一个好故事……
qstr__{s17}|，{s17}
qstr_You_retreated_from_b|你从战场撤离了。
qstr_{s9}_wants_you_to_fo|{s9}希望你能够在接到进一步的指令以前跟着他的部队前进。
qstr_{s8}_of_{s9}|{s9}的{s8}
qstr__Your_own_banner_fli|你自己的旗帜飘扬在城堡大门上。
qstr__You_see_the_banner_|你看到{s7}的旗帜飘扬在城堡大门上。
qstr__This_castle_seems_t|这个城堡似乎不属于任何人。
qstr__Your_own_banner_flie|你自己的旗帜飘扬在城镇大门上。
qstr__You_see_the_banner_o|你看到{s7}的旗帜飘扬在城镇大门上。
qstr__The_townsfolk_here_|这些镇民公开宣布独立。
qstr_Go_to_the_secret_ent|前往摩瑞亚的秘密入口
qstr_Search_for_a_secret_|寻找一个进入摩瑞亚的秘密入口
qstr_Get_book.|拿书。
qstr_The_{reg6?town_s:cas|{reg6?城镇里:城堡里}的食物库存应该还能坚持{reg3}天。
qstr_The_{reg6?town_s:cast|{reg6?城镇里:城堡里}的食物库存已经用完，守军正在挨饿。
qstr_You_re_preparing_to_|你正准备攻击围墙，需要{reg9}小时的准备时间。
qstr_Your_forces_are_buil|你的部队正在制造攻城塔，需要{reg9}小时完成。
qstr_You_are_ready_to_att|你已经准备好攻击城墙了
qstr_The_siege_tower_is_b|攻城塔已经建好，下一波冲锋也已经准备好了。
qstr_As_a_last_defensive_|你撤退到城堡的大厅里进行最后的防御。你和你手下残余的士兵将准备在这里接受一场恶战。如果你战败了，你就无路可退了。
qstr_You_ve_been_driven_a|你被敌人从城墙上面赶下去了，现在敌人大量涌入街道内。如果你能击败他们，你也许能扭转局势，反败为胜。
qstr_You_ve_breached_the_|你已经突破了城墙，但是那些顽固的守军继续在街道上抵抗你的攻击！你得消灭他们才能攻击城镇中心的城堡。
qstr_The_town_centre_is_y|这个城镇的镇广场是你的了，但是剩下的守军撤退到城堡里了。你要完全消灭他们才能取得完全的胜利。
qstr_The_remaining_defende|剩下的守军撤退到城堡这个最后的防线。你必须冲进去清除剩余的抵抗力量。
qstr_However_since_you_ar|然而，自从你放弃了向{s9}发的{效忠/追随}誓言。他是绝对不会承认你是这个{reg8?城镇:城堡}的{主人/女主人}。
qstr_The_enemy_has_been_f|敌人被迫撤退了。进攻停止了，但是围城还在继续。
qstr_The_assasins_beat_yo|刺客击败了你，并留你在地上等死……
qstr_You_have_fallen._The|你被击败了。强盗们迅速从你的身上搜刮钱财，然后消失在夜幕中。他们图财，仅仅是没害命而已。
qstr_Luckily_some_of_your|你的同伴发现你没有按时返回就出来找你，并幸运的在水沟里发现了你。他们急忙把你抬到安全的地方并为你包扎了伤口。
qstr_Luckily_some_passing|很幸运的是，一些路过的镇民认出了倒在水沟中的你。他们把你抬到最近的旅馆里并为你包扎了伤口。
qstr_{s13}^^You_have_succ|{s13}^^你成功的潜入了。
; qstr_The_tomb_is_destroye|The tomb is destroyed. A fierce fight took place here.
; qstr_Nothing_of_interest|Nothing of interest
qstr_the_place|当地
qstr_the_castle|城堡
qstr_the_Throne_Room|王座室
qstr_the_Secret_Cave|秘密洞穴
qstr_Meduseld_the_Golden_|金殿
qstr_the_Lord_Halls|国王大厅
qstr_the_Leader_s_Cave|首领洞穴
qstr_the_Tower|塔楼
qstr_the_tower_of_Orthanc|奥桑克塔
qstr_Beorn_s_Hall|比翁大厅
qstr_the_Hall|大厅
qstr_the_Great_Chamber_of|瑟瑞尔大殿
qstr_Stay_indoors_for_som|驻扎一段时间(每晚{reg1}资源点)
qstr_Camp_outside_for_som|露营一段时间(无额外费用)
; qstr_As_you_enter_the_vas|As you enter the vast caverns underneath the Ring of Isengard, where thousands of orcs work to supply the growing armies of the White Hand, you gain confidence in the rise of a new power and the demise of the old world.
; qstr_You_have_found_the_G|You have found the Glittering Caves, one of the marvels of the Northern World.
; qstr_As_the_party_member_|As the party member with the highest Bargainer skill ({reg2}), {reg3?you estimate:{s3} estimates} that it will take {reg4} hours to find the most notable persons in town. [Costs {reg5}/{reg6} influence]
; qstr_You_have_already_fou|You have already found all persons of interest.
; qstr_the_captain_of_the_g|the captain of the garrison, and the civil authority.
; qstr_and_the_captain_of_t|and the captain of the garrison. As this place was recently captured, it has not civil authority.
; qstr_You_also_heard_of_a_|You also heard of a healer, but you will have to find them on your own.
qstr_{s4}_s_scouts_have_s|{s4}的斥候目睹并报告了你的失败。你使{s4}蒙羞，并且这次失败的责任完全在你。
qstr_{s1}_s_Ship|{s1}的船
qstr_Time_passes...|时间流逝...
qstr_Forces_of_Good|正义方的军队
qstr_Forces_of_Mordor|魔多的军队
qstr_Forces_of_Isengard|艾辛格的军队
qstr_their_enemies|他们的敌人
qstr_{s11}_and_{s13}|{s11}和{s13}
qstr_{s11}_{s13}|{s11}，{s13}
qstr_a_scout_party_from_{|来自{s3}的一支斥候队
qstr_two_scout_parties_an|来自{s3}的两支斥候队和一支掠袭者队
qstr_two_scout_parties_and|来自{s3}的2支斥候队和1支突袭队
qstr_three_scouts_two_for|来自{s3}的3支斥候队，2支掠夺队和1支巡逻队
qstr_three_scouts_two_rai|3名斥候，2名突袭者，还有来自{s3}的一支战队
qstr_You_see_the_village_|你发现一处正在被强盗劫掠的村庄。你命令你的大部分部队时刻警戒四周，并亲自带了一小队人马去保卫村民。
qstr_You_see_the_village_y|你看到了上头要你掠夺的村庄，你和你的掠夺小队已经准备好攻击了。
qstr_The_raiders_are_defe|掠夺者被击败了！在村民们的新英雄的帮助下，凡是还保持清醒的土匪都带着巨大的恐惧摸黑向着来时的方向跑逃跑了。
qstr_Try_as_you_might_you|尽管尽了最大的努力，你依旧没能打败劫掠者。他们将村子夷为平地之后就锁着剩下的村民离开了。
qstr_The_village_has_been|村子已被劫掠，村民要么被杀要么为奴。黑暗魔君对此很满意。
qstr_You_failed_to_raid_t|你没能成功劫掠村庄，你和你的人被赶走了。你在听到胜利者欢呼的同时感到了索伦之眼不悦的目光。
qstr_The_Scout_Camp_has_b|这个斥候营地已经被夷为平地了，这将会削弱敌人的优势。
qstr_You_failed_to_destro|你没能够摧毁这个斥候营地。敌人已经对你的派系采取了行动，并且无疑起效了。
qstr_You_have_defeated_the|你成功击败了突袭舰队！这是对敌人计划的沉重打击！
qstr_You_defeated_the_int|你成功击败了拦截舰队！尽管你方没有足够的剩余兵力去掠夺城市，但这仍是个伟大的胜利！
qstr_You_drove_back_the_e|你击退了敌人的舰队，但是却损失了很多船只！
qstr_You_were_defeated_by|你被截击舰队打败了，且没能够掠夺城市！
qstr_^^^^^^^You_come_upon|^^^^^^^你遇到了逃离{s2}并正在前往{s3}的难民。^^他们几乎都是年老或刚康复的，有妇女和孩童作伴。^^他们有一些守卫，但不足以在袭击中保护好每一个人。
qstr_^^^^^^^You_come_upon_|^^^^^^^你遇到了从{s2}开始就在跟踪的难民。他们看上去在去{s3}的路上，而且大多数都是年老或刚康复的。^^他们有一些守卫，但不足以阻止你和你的手下杀光他们。
qstr_^^At_last_the_Master|^^终于，主人开始行动了！火炬燎亮。兵刃锐闪。你和你强壮的伙伴们很快就会接到行军的命令。唉，接下来将会有很多场战斗等着你，但是你的名字也会随之传遍四方。^^你应该因被召唤去觐见塔上的主人而感到光荣。一般来说给你的第一个命令将会像下仆和奴隶那样—去这里劫掠一个村庄，去那里拦截一队商队。但你很快就能展现自己真正的价值。谁能说你不能成为{s3}{s2}麾下一位伟大的指挥官呢？^^战争已经开始了；人类及其盟友的黄昏来临了！
qstr_^^Your_head_suddenly|^^你的脑中突然被一个幻象充斥—燃烧着的巨眼。在你身边，所有的士兵都停下了他们地脚步。不知怎么地，你知道那一刻你们所有人都听到了相同的召唤，看见了同样的异象。拥有伟大工艺的无睑巨眼—无法匹敌的邪黑塔的力量！^^知识，无声无息地渗入你的骨头里。时机已到。黑暗魔君下令—你们将要在全面战争开始时倾尽全力向你的敌人进军。{s3}的{s2}将会发出具体的军令。你的任务刚开始时并不会太顺利，但是你很快就证明自己。^^战争已经开始了；西方的黄昏来临了！
qstr_{s13}_asked_you_to_j|{s13}要你带着至少{reg13}名士兵加入他，并且与艾辛格的最后守卫军团会面。
qstr_You_defeated_{reg5}_|你击败了{reg5}名敌人，使你的指挥官印象深刻。
qstr_You_defeated_{reg5}_e|你击败了{reg5}个敌人。
qstr_You_failed_to_defeat|你未能打败任何敌人。
qstr_The_sorcerer_slain_y|巫师被杀掉了，你和你的同伴匆匆地包扎了伤口然后趁着夜色撤退了。嘶哑的声音在你身后呐喊并且你感到在阴影中许多灼热的目光愤怒地搜寻着你们的身影。很快愤怒变成了沮丧追赶的声音也渐渐远去，取而代之的是幽暗密林平时沉重的寂静。你成功地逃脱了。
qstr_The_sorcerer_slipped|师从你的手上逃脱并且溜进属于他们的黑暗领域。心中承受着失败的重担，你和你的同伴快速地处理了伤口并撤入夜色当中。嘲笑的声音在你身后尖锐地响起而且你感受到许多燃烧的眼睛快要穿透夜晚的阴影似的紧盯着你们。嘲笑和侮辱很快就幸运地消散了，取而代之的是幽暗密林平时沉重的寂静。你成功地逃脱了。
qstr_You_approach_a_heavi|你来到了密林中一个戒备森严的地方……^^现在你得决定是独自冒险探索，还是带上几名士兵一起。
qstr_You_have_a_good_chan|你现在很有机会避开警卫，悄无声息地溜过去。
qstr_You_may_have_a_chanc|你有机会避开警卫。
qstr_You_will_probably_ha|你可能得与警卫血战。
qstr_You_wait_for_darknes|你等待黑暗的降临……
qstr_You_are_quickly_disc|你很快就会被敌人发现了。
qstr_You_advance_stealthi|你提前悄悄地进入森林.
qstr_You_have_evaded_the_|你躲过了巡逻队,并且悄悄地接近废墟！
qstr_You_have_found_the_s|你已经找到了巫师！
qstr_You_cannot_leave_unt|直到警卫失去你的踪迹前你不能离开！
qstr_Kill_him_quickly_bef|在他逃脱前迅速杀了他！
qstr_Enraged_by_the_death|{s4}的死亡彻底激怒了你，你赌咒发誓：要向{s3}复仇，在未来的日子里你将尽可能多地消灭{s3}的军队。你很清楚你的跟随者是你复仇誓言的见证者，而且你不想成为破誓者。一个血腥复仇已经开始了！
qstr_flooded._Somebody_or|已经被淹没了。一定有人破坏了艾辛河水坝。
qstr_destroyed._Only_smol|已经被摧毁了。只留有冒着浓烟的废墟。
qstr_^^^You_lost_your_fig|^^^你在和叛乱者的决斗中失败了！^看来你的半兽人现在有新头儿了。
qstr_^^^You_have_slain_th|^^^你杀了出格者，其他半兽人迅速的返回了队列。^相信这段时间这群渣滓肯定会安分不少。
qstr_You_cover_up_your_tr|你掩盖你的行迹并继续前进。
qstr_Breaking_camp...|停止露营...
; qstr_Party_morale_is_low.|Party morale is low. Troops desert from your party.
; qstr_Desertion|Desertion
; qstr_{s1}_has_deserted_fr|{s1} has deserted from your party.
qstr_You_have_left_{s1}.|你离开了{s1}。
qstr_You_are_entering_{s1|你进入了{s1}({s2})。
qstr_You_are_entering_{s1}|你进入了{s1}。
qstr_The_war_expands_comm|随着战事的如火如荼，指挥官们变得更加激进了。(围城需求减少)
qstr_Your_party_is_spotte|你的部队被{s1}发现了。
qstr_The_effects_of_the_O|The effects of the Orc Brew have dissipated.
qstr_The_effects_of_the_M|米卢沃尔（精灵甜酒）的效果消失了。
qstr_Athelas_used_up.|阿西拉斯草的效果耗尽了。
qstr_Party_has_nothing_to|部队食物短缺了！
qstr_You_pay_for_accommod|你支付了宿金。
qstr_The_troll_outside_{s|{s2}外的食人妖被杀了。任务取消。
qstr_{s1}_was_killed_on_t|{s1}已经战死沙场。任务取消。
qstr_{s1}_has_been_defeat|{s1}已被击败。任务取消。
qstr_You_must_follow_{s1}|你必须跟随{s1} ！
qstr_You_must_follow_{s1}!|你必须跟随{s1}！这是最后的警告！
qstr_{s1}_parties_defeate|{s1}军队被击败：占总数{reg2}中的{reg1}
qstr_{reg65}_Moria_and/or|{reg66}{s5}摩瑞亚以及/或者刚达巴部队已杀。（计数器每小时刷新一次）
qstr_{reg65}_{s3}_troops_|{reg65}{s3}部队已杀。（计数器每小时刷新一次）
qstr_{reg66}_{s5}_troops_|{reg66}{s5}部队已杀。（计数器每小时刷新一次）
qstr_{reg67}_{s7}_{s8}_tr|{reg67}{s7}{s8}部队已杀。（计数器每小时刷新一下）
qstr_{s8}_in_{s9}_asked_y|{s9}的{s8}请求你杀死{reg67}个{s10}。^已杀{reg68}{s11}。（计数器每小时刷新一次）
qstr_{s1}_is_scouted.|{s1} 被侦查了
qstr_{s2}_was_defeated!|{s2}被击败了！
qstr_The_Age_of_Men_has_f|人类的时代终于结束了。现在邪黑塔和欧散克塔都在集结他的军队和盟友，决定谁才是中土唯一的统治者！
qstr_The_War_of_the_Two_T|双塔之间的战争打响了！
qstr_The_forces_of_{s22}_|{s22}的力量已经恢复了！{s22}现在是{s23}。
qstr_The_might_of_{s22}_h|{s22}的力量已经削弱了！{s22}现在是{s23}。
qstr_In_a_desperate_attem|为了击败他的敌人，索隆在绝望中派出了他的魔多军团！
qstr_Guardians_of_{s6}|{s6}的守护者
qstr_Guard_Legion_of_{s6}|{s6}的守卫军团
